date,county,quantile,hosp_census_with_covid,cases,icu,death,prev_cum_est_deaths,cum_death
2021-12-25,California,0.5,4549,105865.5,943,327,NA,NA
2021-12-25,California,0.05,4287,65401.649999999994,879,249,NA,NA
2021-12-25,California,0.95,4840,185955.8499999999,1012,434,NA,NA
2022-01-01,California,0.5,6853,197159,1152,410,NA,NA
2022-01-01,California,0.05,6470.95,118923.75,1075,306,NA,NA
2022-01-01,California,0.95,7263.049999999999,355032.35,1232.0499999999993,547,NA,NA
2022-01-08,California,0.5,10958,334841.5,1680,637,NA,NA
2022-01-08,California,0.05,10376,202679.30000000002,1580,471,NA,NA
2022-01-08,California,0.95,11583,616063.9499999997,1785,862,NA,NA
2022-01-15,California,0.5,14886,410368,2327,1003.5,NA,NA
2022-01-15,California,0.05,14102,251497.95,2195,738,NA,NA
2022-01-15,California,0.95,15741.05,723242.4999999993,2471,1347,NA,NA
2022-01-22,California,0.5,16180,375937.5,2697,1297,NA,NA
2022-01-22,California,0.05,15345,238256.55000000002,2545,952.9499999999999,NA,NA
2022-01-22,California,0.95,17101.05,657363.6499999999,2864,1746.0499999999993,NA,NA
2022-01-29,California,0.5,14659,285101.5,2630,1350,NA,NA
2022-01-29,California,0.05,13902.95,186879.55,2478,1018,NA,NA
2022-01-29,California,0.95,15456.05,473621.24999999994,2788,1801,NA,NA
2022-02-05,California,0.5,11692.5,198426.5,2246,1192,NA,NA
2022-02-05,California,0.05,11116,132238.05,2116,911,NA,NA
2022-02-05,California,0.95,12330.05,315629.1999999999,2387,1572.0499999999993,NA,NA
2022-02-12,California,0.5,8703,135800,1761,941,NA,NA
2022-02-12,California,0.05,8269,89880.1,1654,728,NA,NA
2022-02-12,California,0.95,9174,214217.65,1875,1232.0999999999985,NA,NA
2022-02-19,California,0.5,6275,94989.5,1317,702,NA,NA
2022-02-19,California,0.05,5956,63437.59999999999,1233,543,NA,NA
2022-02-19,California,0.95,6626,149420.9,1408,916.0499999999993,NA,NA
2022-02-26,California,0.5,4473,66938,956,508,NA,NA
2022-02-26,California,0.05,4235.95,44346.149999999994,890,393,NA,NA
2022-02-26,California,0.95,4726,107198.49999999996,1025,657,NA,NA
2022-03-05,California,0.5,3215,50308,689,365,NA,NA
2022-03-05,California,0.05,3032,32933.7,637,281,NA,NA
2022-03-05,California,0.95,3409,81690.65,743,470,NA,NA
2022-03-12,California,0.5,2362,39372.5,499,263,NA,NA
2022-03-12,California,0.05,2214,25407.699999999997,456,200,NA,NA
2022-03-12,California,0.95,2517,64107.79999999999,543,342,NA,NA
2022-03-19,California,0.5,1788,32244,367,195,NA,NA
2022-03-19,California,0.05,1663,20560.9,331,147,NA,NA
2022-03-19,California,0.95,1918,53747.149999999994,405,256,NA,NA
2022-03-26,California,0.5,1407,28429.5,278,149,NA,NA
2022-03-26,California,0.05,1303,17850.1,248,112,NA,NA
2022-03-26,California,0.95,1518,47246.79999999999,309,197,NA,NA
2022-04-02,California,0.5,1161,25910,217,119,NA,NA
2022-04-02,California,0.05,1070.9499999999998,16554.95,192,88,NA,NA
2022-04-02,California,0.95,1255,44063.100000000006,244,159,NA,NA
2022-04-09,California,0.5,1012,25291.5,178,100,NA,NA
2022-04-09,California,0.05,930,16163.949999999999,156,73,NA,NA
2022-04-09,California,0.95,1100,42275.29999999999,203,134,NA,NA
2022-04-16,California,0.5,940,26080,155,88,NA,NA
2022-04-16,California,0.05,861,17188.85,134,63,NA,NA
2022-04-16,California,0.95,1023,42631.649999999994,178,120,NA,NA
2022-04-23,California,0.5,941,29416,144,83,NA,NA
2022-04-23,California,0.05,863,19703.65,124,59,NA,NA
2022-04-23,California,0.95,1020,47633.149999999994,166,113,NA,NA
2022-04-30,California,0.5,1024,35164,147,85,NA,NA
2022-04-30,California,0.05,941,23474.3,126,61,NA,NA
2022-04-30,California,0.95,1109,55283.399999999994,169,115,NA,NA
2022-05-07,California,0.5,1190,43688.5,161,94,NA,NA
2022-05-07,California,0.05,1098,29476.399999999998,139,68,NA,NA
2022-05-07,California,0.95,1282,69983.15,184,127,NA,NA
2022-05-14,California,0.5,1432,54613.5,186,111,NA,NA
2022-05-14,California,0.05,1329,37118.95,162,81,NA,NA
2022-05-14,California,0.95,1537,86515.19999999998,211,148,NA,NA
2022-05-21,California,0.5,1729,66112.5,220,134,NA,NA
2022-05-21,California,0.05,1614,44984.5,194,99,NA,NA
2022-05-21,California,0.95,1849.0499999999993,102369.15,247,177,NA,NA
2022-05-28,California,0.5,2044,77504,257,161,NA,NA
2022-05-28,California,0.05,1913,52737.149999999994,228,120,NA,NA
2022-05-28,California,0.95,2182,122152.69999999995,286,213,NA,NA
2022-06-04,California,0.5,2347,88568,294,189,NA,NA
2022-06-04,California,0.05,2202.95,59160.75,262,142,NA,NA
2022-06-04,California,0.95,2494,138489.54999999996,325,249,NA,NA
2022-06-11,California,0.5,2591,94807.5,324,216,NA,NA
2022-06-11,California,0.05,2436.95,63375.549999999996,292,162,NA,NA
2022-06-11,California,0.95,2752,150519.65,358,288,NA,NA
2022-06-18,California,0.5,2817,102700.5,350,237,NA,NA
2022-06-18,California,0.05,2650,69056.95,315,179,NA,NA
2022-06-18,California,0.95,2990,164429.64999999994,386,313,NA,NA
2022-06-25,California,0.5,3108,114209.5,382,259,NA,NA
2022-06-25,California,0.05,2929,75959.95000000001,346,194,NA,NA
2022-06-25,California,0.95,3296,186425.54999999996,420,344,NA,NA
2022-07-02,California,0.5,3495,130265.5,426,290,NA,NA
2022-07-02,California,0.05,3296,85049.79999999999,387,217,NA,NA
2022-07-02,California,0.95,3702,214649.44999999992,468,386,NA,NA
2022-07-09,California,0.5,3932.5,147730.5,478.5,328,NA,NA
2022-07-09,California,0.05,3710,95252.75,437,245,NA,NA
2022-07-09,California,0.95,4176.049999999999,250846.49999999997,522,439,NA,NA
2022-07-16,California,0.5,4310,156966.5,525,369,NA,NA
2022-07-16,California,0.05,4065,102103.65,480,272,NA,NA
2022-07-16,California,0.95,4569.049999999999,268561.79999999976,573,498,NA,NA
2022-07-23,California,0.5,4539,163902,556,401,NA,NA
2022-07-23,California,0.05,4284.950000000001,104582.34999999999,511,295,NA,NA
2022-07-23,California,0.95,4805,272079.94999999984,606,544,NA,NA
2022-07-30,California,0.5,4741,170679.5,582,420,NA,NA
2022-07-30,California,0.05,4460,112339.7,535,310,NA,NA
2022-07-30,California,0.95,5032,277168.6499999999,632,566,NA,NA
2022-08-06,California,0.5,4963,182275,614,437,NA,NA
2022-08-06,California,0.05,4625.95,121064.9,559,328,NA,NA
2022-08-06,California,0.95,5362,297491.74999999994,671,584,NA,NA
2022-08-13,California,0.5,5182.5,190232.5,645,457,NA,NA
2022-08-13,California,0.05,4739,129895.84999999999,582,344,NA,NA
2022-08-13,California,0.95,5763,303570.84999999986,720,615,NA,NA
2022-08-20,California,0.5,5354,197313.5,674,478,NA,NA
2022-08-20,California,0.05,4807,134705.3,600,360,NA,NA
2022-08-20,California,0.95,6157.049999999999,310164.35,776,645,NA,NA
2022-08-27,California,0.5,5453,200618.5,692,493,NA,NA
2022-08-27,California,0.05,4807,136717.3,607,370,NA,NA
2022-08-27,California,0.95,6445.049999999999,319174.9999999999,819,674,NA,NA
2022-09-03,California,0.5,5446,196417,697,500,NA,NA
2022-09-03,California,0.05,4719,134186.4,601,372.94999999999993,NA,NA
2022-09-03,California,0.95,6605.149999999998,306639.79999999993,842,689,NA,NA
2022-09-10,California,0.5,5338,189102.5,687,494,NA,NA
2022-09-10,California,0.05,4570,129179.25,586,367,NA,NA
2022-09-10,California,0.95,6592,301987.44999999995,848,688,NA,NA
2022-09-17,California,0.5,5138,179175.5,665,483,NA,NA
2022-09-17,California,0.05,4353.95,122785.55,563,358,NA,NA
2022-09-17,California,0.95,6426.049999999999,287379.24999999994,832,685,NA,NA
2022-09-24,California,0.5,4878,168022,633,463,NA,NA
2022-09-24,California,0.05,4105,113558.2,532,339,NA,NA
2022-09-24,California,0.95,6142.0999999999985,270686.1999999996,795.0499999999993,663,NA,NA
2022-10-01,California,0.5,4588,157725,596,441,NA,NA
2022-10-01,California,0.05,3853.95,106084.29999999999,497,322,NA,NA
2022-10-01,California,0.95,5828.049999999999,256506.3499999999,754,646,NA,NA
2022-10-08,California,0.5,4299,145863,555,415,NA,NA
2022-10-08,California,0.05,3608,97494.95,464,303,NA,NA
2022-10-08,California,0.95,5482,237386.84999999995,706,597,NA,NA
2022-10-15,California,0.5,4017.5,136265.5,519,389,NA,NA
2022-10-15,California,0.05,3373.9500000000003,90821.1,432,282,NA,NA
2022-10-15,California,0.95,5134.149999999998,224992.34999999998,661,571,NA,NA
2022-10-22,California,0.5,3764,127927,484,364,NA,NA
2022-10-22,California,0.05,3164,85886.55,405,264,NA,NA
2022-10-22,California,0.95,4817,212581.1999999999,621,542,NA,NA
2021-12-25,Alameda,0.5,112,3040.5,19,6,1548,1554
2021-12-25,Alameda,0.05,85,690.9499999999999,12,2,1548,1550
2021-12-25,Alameda,0.95,143,8489.099999999999,28,11,1548,1559
2022-01-01,Alameda,0.5,176,5549.5,26,8,1558,1566
2022-01-01,Alameda,0.05,139,1225,17,3,1558,1561
2022-01-01,Alameda,0.95,220,15433.699999999975,38,15,1558,1573
2022-01-08,Alameda,0.5,291,9753.5,41,14,1565,1579
2022-01-08,Alameda,0.05,236,2140.95,29,7,1565,1572
2022-01-08,Alameda,0.95,354,26699.64999999999,56,23,1565,1588
2022-01-15,Alameda,0.5,404.5,12306,59.5,23,1575,1598
2022-01-15,Alameda,0.05,335,2783.8499999999995,43,12,1575,1587
2022-01-15,Alameda,0.95,487,34040.69999999996,78,36,1575,1611
2022-01-22,Alameda,0.5,451,11637,70,30,1593,1623
2022-01-22,Alameda,0.05,375,2589.7999999999997,52,17,1593,1610
2022-01-22,Alameda,0.95,534,33045.25,91,48,1593,1641
2022-01-29,Alameda,0.5,424,9581.5,70,33,1634,1667
2022-01-29,Alameda,0.05,350,2086.85,51,18,1634,1652
2022-01-29,Alameda,0.95,504,26961.24999999998,91,51,1634,1685
2022-02-05,Alameda,0.5,353,7002.5,62,31,1680,1711
2022-02-05,Alameda,0.05,290,1579.95,45,17,1680,1697
2022-02-05,Alameda,0.95,420,19919.1,81,48,1680,1728
2022-02-12,Alameda,0.5,269,4782.5,49,26,1723,1749
2022-02-12,Alameda,0.05,219,1089.9499999999998,35,14,1723,1737
2022-02-12,Alameda,0.95,326,13610.05,65,40,1723,1763
2022-02-19,Alameda,0.5,196,3327,37,20,1767,1787
2022-02-19,Alameda,0.05,155,714.7999999999997,25,10,1767,1777
2022-02-19,Alameda,0.95,243,9210.249999999996,51,32,1767,1799
2022-02-26,Alameda,0.5,140,2417,27,14,1790,1804
2022-02-26,Alameda,0.05,109,547,18,7,1790,1797
2022-02-26,Alameda,0.95,176,6720.199999999997,38,24,1790,1814
2022-03-05,Alameda,0.5,102,1804,20,10,1809,1819
2022-03-05,Alameda,0.05,76,402,12,4,1809,1813
2022-03-05,Alameda,0.95,130,5066.299999999996,28,18,1809,1827
2022-03-12,Alameda,0.5,76,1456.5,14,7,1816,1823
2022-03-12,Alameda,0.05,55,324.94999999999993,8,3,1816,1819
2022-03-12,Alameda,0.95,101,4102,22,14,1816,1830
2022-03-19,Alameda,0.5,59,1271,11,6,1828,1834
2022-03-19,Alameda,0.05,40,279,5,2,1828,1830
2022-03-19,Alameda,0.95,80,3486.0499999999993,17,11,1828,1839
2022-03-26,Alameda,0.5,48,1164,8,4,1836,1840
2022-03-26,Alameda,0.05,32,268,4,1,1836,1837
2022-03-26,Alameda,0.95,67,3217.149999999998,14,9,1836,1845
2022-04-02,Alameda,0.5,43,1166.5,7,4,1839,1843
2022-04-02,Alameda,0.05,28,268,3,1,1839,1840
2022-04-02,Alameda,0.95,60,3197,12,8,1839,1847
2022-04-09,Alameda,0.5,41,1303,6,3,1843,1846
2022-04-09,Alameda,0.05,26,298,2,0,1843,1843
2022-04-09,Alameda,0.95,58,3604.149999999998,11,7,1843,1850
2022-04-16,Alameda,0.5,43,1429.5,6,3,1848,1851
2022-04-16,Alameda,0.05,28,322,2,1,1848,1849
2022-04-16,Alameda,0.95,60,3976,11,7,1848,1855
2022-04-23,Alameda,0.5,46,1670,6,3,1850,1853
2022-04-23,Alameda,0.05,31,365,2,1,1850,1851
2022-04-23,Alameda,0.95,64,4601.599999999991,11,7,1850,1857
2022-04-30,Alameda,0.5,54,2050,7,4,1857,1861
2022-04-30,Alameda,0.05,37,458,3,1,1857,1858
2022-04-30,Alameda,0.95,73,5511.0999999999985,12,8,1857,1865
2022-05-07,Alameda,0.5,63,2430.5,8,4,1860,1864
2022-05-07,Alameda,0.05,44,525.9499999999999,3,1,1860,1861
2022-05-07,Alameda,0.95,83,6851,13,9,1860,1869
2022-05-14,Alameda,0.5,72,2814,9,5,1863,1868
2022-05-14,Alameda,0.05,52,656.9499999999999,4,1,1863,1864
2022-05-14,Alameda,0.95,95,7739.0999999999985,15,10,1863,1873
2022-05-21,Alameda,0.5,83,3320,10,6,1872,1878
2022-05-21,Alameda,0.05,62,732.7499999999997,5,2,1872,1874
2022-05-21,Alameda,0.95,108,8965.099999999999,16,11,1872,1883
2022-05-28,Alameda,0.5,95,3688,11,7,1877,1884
2022-05-28,Alameda,0.05,71,874,6,2,1877,1879
2022-05-28,Alameda,0.95,123,10286.349999999995,18,13,1877,1890
2022-06-04,Alameda,0.5,107,4238.5,12,8,1880,1888
2022-06-04,Alameda,0.05,82,959.6499999999995,7,3,1880,1883
2022-06-04,Alameda,0.95,137,11594.849999999973,20,15,1880,1895
2022-06-11,Alameda,0.5,118,4514.5,14,9,1885,1894
2022-06-11,Alameda,0.05,91,1006,8,4,1885,1889
2022-06-11,Alameda,0.95,150,12629.799999999988,22,16,1885,1901
2022-06-18,Alameda,0.5,125,4674.5,15,10,1890,1900
2022-06-18,Alameda,0.05,96,1046,8,4,1890,1894
2022-06-18,Alameda,0.95,157,12892.849999999988,23,17,1890,1907
2022-06-25,Alameda,0.5,128,4700.5,15,10,1898,1908
2022-06-25,Alameda,0.05,99,1003,9,4,1898,1902
2022-06-25,Alameda,0.95,160,13228.299999999996,23,18,1898,1916
2022-07-02,Alameda,0.5,129,4744,15,10,1908,1918
2022-07-02,Alameda,0.05,100.94999999999993,1049.7499999999995,9,4,1908,1912
2022-07-02,Alameda,0.95,162,13394.499999999993,23,18,1908,1926
2022-07-09,Alameda,0.5,134,5052,16,11,1921,1932
2022-07-09,Alameda,0.05,104,1145.9499999999998,9,5,1921,1926
2022-07-09,Alameda,0.95,168,13670,24,19,1921,1940
2022-07-16,Alameda,0.5,144,5660,17,11,1933,1944
2022-07-16,Alameda,0.05,112,1258.95,10,5,1933,1938
2022-07-16,Alameda,0.95,179,15511.299999999996,25,19,1933,1952
2022-07-23,Alameda,0.5,158,6226,18,12,1942,1954
2022-07-23,Alameda,0.05,124,1407.8999999999999,11,5,1942,1947
2022-07-23,Alameda,0.95,196,17571.199999999997,27,21,1942,1963
2022-07-30,Alameda,0.5,180,7148,21,13,1959,1972
2022-07-30,Alameda,0.05,141,1600,13,6,1959,1965
2022-07-30,Alameda,0.95,225,20133.05,30,23,1959,1982
2022-08-06,Alameda,0.5,205,7959.5,24,15,NA,NA
2022-08-06,Alameda,0.05,152,1820,14,7,NA,NA
2022-08-06,Alameda,0.95,274,22382.699999999975,36,26,NA,NA
2022-08-13,Alameda,0.5,228,8661.5,26,17,NA,NA
2022-08-13,Alameda,0.05,153,1928.9499999999998,15,8,NA,NA
2022-08-13,Alameda,0.95,340,26971.59999999999,42,30,NA,NA
2022-08-20,Alameda,0.5,249,9553,29,19,NA,NA
2022-08-20,Alameda,0.05,149,1993,16,8,NA,NA
2022-08-20,Alameda,0.95,415,30709.79999999999,52,35,NA,NA
2022-08-27,Alameda,0.5,266,9936.5,31,21,NA,NA
2022-08-27,Alameda,0.05,141,2026.6499999999996,15,9,NA,NA
2022-08-27,Alameda,0.95,477,32956.59999999996,60,41,NA,NA
2022-09-03,Alameda,0.5,278,9979,33,22,NA,NA
2022-09-03,Alameda,0.05,131,2054.6499999999996,14,9,NA,NA
2022-09-03,Alameda,0.95,519,34983.25,65,46,NA,NA
2022-09-10,Alameda,0.5,283,9678.5,34,22,NA,NA
2022-09-10,Alameda,0.05,124,2088,14,9,NA,NA
2022-09-10,Alameda,0.95,531,36008.14999999999,69,48,NA,NA
2022-09-17,Alameda,0.5,283.5,9391.5,33.5,23,NA,NA
2022-09-17,Alameda,0.05,114,1937.8999999999999,12,8,NA,NA
2022-09-17,Alameda,0.95,513,34046.89999999999,68,49,NA,NA
2022-09-24,Alameda,0.5,278,8936.5,33,22,NA,NA
2022-09-24,Alameda,0.05,107,1752.9499999999998,12,8,NA,NA
2022-09-24,Alameda,0.95,479,31105.199999999997,64,47,NA,NA
2022-10-01,Alameda,0.5,269,8514,32,22,NA,NA
2022-10-01,Alameda,0.05,100,1666.7999999999997,11,7,NA,NA
2022-10-01,Alameda,0.95,437,27720.349999999966,59,45,NA,NA
2022-10-08,Alameda,0.5,255,8086,30,20,NA,NA
2022-10-08,Alameda,0.05,93,1551.9499999999998,10,7,NA,NA
2022-10-08,Alameda,0.95,395,25440.149999999998,54,41,NA,NA
2022-10-15,Alameda,0.5,240,7432,28,19,NA,NA
2022-10-15,Alameda,0.05,88,1422,10,6,NA,NA
2022-10-15,Alameda,0.95,352.0499999999993,23535.399999999994,48.04999999999927,38,NA,NA
2022-10-22,Alameda,0.5,223,6919.5,26,18,NA,NA
2022-10-22,Alameda,0.05,83,1352.6499999999994,9,6,NA,NA
2022-10-22,Alameda,0.95,316,20784.34999999998,44,34,NA,NA
2021-12-25,Amador,0.5,5,80,1,0,70,70
2021-12-25,Amador,0.05,0,54,0,0,70,70
2021-12-25,Amador,0.95,13,111,4,2,70,72
2022-01-01,Amador,0.5,8,160,1,0,70,70
2022-01-01,Amador,0.05,2,118,0,0,70,70
2022-01-01,Amador,0.95,20,209,4,2,70,72
2022-01-08,Amador,0.5,15,336,2,0,71,71
2022-01-08,Amador,0.05,4,254,0,0,71,71
2022-01-08,Amador,0.95,35,420,6,2,71,73
2022-01-15,Amador,0.5,24,492,4,1,71,72
2022-01-15,Amador,0.05,8,372,1,0,71,71
2022-01-15,Amador,0.95,54,607,9,3,71,74
2022-01-22,Amador,0.5,30,520,6,1,73,74
2022-01-22,Amador,0.05,11,401,2,0,73,73
2022-01-22,Amador,0.95,64,642,11,5,73,78
2022-01-29,Amador,0.5,27,377,6,2,73,75
2022-01-29,Amador,0.05,9,293,2,0,73,73
2022-01-29,Amador,0.95,59,479,12,5,73,78
2022-02-05,Amador,0.5,20,232,5,2,74,76
2022-02-05,Amador,0.05,7,178,2,0,74,74
2022-02-05,Amador,0.95,44,303,10,5,74,79
2022-02-12,Amador,0.5,13,135,4,1,77,78
2022-02-12,Amador,0.05,4,101,1,0,77,77
2022-02-12,Amador,0.95,30,182,8,4,77,81
2022-02-19,Amador,0.5,8,94,2,1,79,80
2022-02-19,Amador,0.05,1,68,0,0,79,79
2022-02-19,Amador,0.95,20,128,6,3,79,82
2022-02-26,Amador,0.5,6,74,2,0,83,83
2022-02-26,Amador,0.05,1,52,0,0,83,83
2022-02-26,Amador,0.95,14,103,4,2,83,85
2022-03-05,Amador,0.5,4,57,1,0,84,84
2022-03-05,Amador,0.05,0,38,0,0,84,84
2022-03-05,Amador,0.95,10,81,3,2,84,86
2022-03-12,Amador,0.5,3,39,1,0,86,86
2022-03-12,Amador,0.05,0,24,0,0,86,86
2022-03-12,Amador,0.95,7,56,2,2,86,88
2022-03-19,Amador,0.5,1,23,0,0,86,86
2022-03-19,Amador,0.05,0,14,0,0,86,86
2022-03-19,Amador,0.95,5,37,2,1,86,87
2022-03-26,Amador,0.5,0,14,0,0,86,86
2022-03-26,Amador,0.05,0,8,0,0,86,86
2022-03-26,Amador,0.95,3,22,1,1,86,87
2022-04-02,Amador,0.5,0,10,0,0,86,86
2022-04-02,Amador,0.05,0,5,0,0,86,86
2022-04-02,Amador,0.95,3,17,1,1,86,87
2022-04-09,Amador,0.5,0,9,0,0,86,86
2022-04-09,Amador,0.05,0,4,0,0,86,86
2022-04-09,Amador,0.95,2,16,1,0,86,86
2022-04-16,Amador,0.5,0,11,0,0,86,86
2022-04-16,Amador,0.05,0,5,0,0,86,86
2022-04-16,Amador,0.95,2,18,1,0,86,86
2022-04-23,Amador,0.5,0,14,0,0,86,86
2022-04-23,Amador,0.05,0,8,0,0,86,86
2022-04-23,Amador,0.95,3,22,1,0,86,86
2022-04-30,Amador,0.5,0,19,0,0,86,86
2022-04-30,Amador,0.05,0,12,0,0,86,86
2022-04-30,Amador,0.95,3,29,1,0,86,86
2022-05-07,Amador,0.5,0,26,0,0,86,86
2022-05-07,Amador,0.05,0,16,0,0,86,86
2022-05-07,Amador,0.95,3,38,1,1,86,87
2022-05-14,Amador,0.5,1,42,0,0,86,86
2022-05-14,Amador,0.05,0,27,0,0,86,86
2022-05-14,Amador,0.95,4,58,1,1,86,87
2022-05-21,Amador,0.5,1,68,0,0,86,86
2022-05-21,Amador,0.05,0,49,0,0,86,86
2022-05-21,Amador,0.95,5,90,1,1,86,87
2022-05-28,Amador,0.5,2,94,0,0,86,86
2022-05-28,Amador,0.05,0,70,0,0,86,86
2022-05-28,Amador,0.95,8,122,2,1,86,87
2022-06-04,Amador,0.5,2,108,0,0,87,87
2022-06-04,Amador,0.05,0,80,0,0,87,87
2022-06-04,Amador,0.95,8,138,2,1,87,88
2022-06-11,Amador,0.5,2,116,0,0,87,87
2022-06-11,Amador,0.05,0,87,0,0,87,87
2022-06-11,Amador,0.95,9,147.04999999999927,2,1,87,88
2022-06-18,Amador,0.5,2,100,0,0,87,87
2022-06-18,Amador,0.05,0,75,0,0,87,87
2022-06-18,Amador,0.95,8,130,2,2,87,89
2022-06-25,Amador,0.5,2,95,0,0,87,87
2022-06-25,Amador,0.05,0,71,0,0,87,87
2022-06-25,Amador,0.95,8,122,2,1,87,88
2022-07-02,Amador,0.5,2,96,0,0,87,87
2022-07-02,Amador,0.05,0,71,0,0,87,87
2022-07-02,Amador,0.95,8,124,2,1,87,88
2022-07-09,Amador,0.5,2,93,0,0,88,88
2022-07-09,Amador,0.05,0,69,0,0,88,88
2022-07-09,Amador,0.95,8,120,2,1,88,89
2022-07-16,Amador,0.5,2,83,0,0,88,88
2022-07-16,Amador,0.05,0,62,0,0,88,88
2022-07-16,Amador,0.95,8,110,2,1,88,89
2022-07-23,Amador,0.5,2,84,0,0,88,88
2022-07-23,Amador,0.05,0,63,0,0,88,88
2022-07-23,Amador,0.95,8,111,2,1,88,89
2022-07-30,Amador,0.5,2,97,0,0,88,88
2022-07-30,Amador,0.05,0,70,0,0,88,88
2022-07-30,Amador,0.95,8,131,2,1,88,89
2022-08-06,Amador,0.5,2,116,0,0,NA,NA
2022-08-06,Amador,0.05,0,78,0,0,NA,NA
2022-08-06,Amador,0.95,9,183,2,1,NA,NA
2022-08-13,Amador,0.5,4,133,1,0,NA,NA
2022-08-13,Amador,0.05,0,84,0,0,NA,NA
2022-08-13,Amador,0.95,12,296,3,2,NA,NA
2022-08-20,Amador,0.5,4,150,1,0,NA,NA
2022-08-20,Amador,0.05,0,89,0,0,NA,NA
2022-08-20,Amador,0.95,14,445,3,2,NA,NA
2022-08-27,Amador,0.5,5,166,1,0,NA,NA
2022-08-27,Amador,0.05,0,94,0,0,NA,NA
2022-08-27,Amador,0.95,18,575.0499999999993,4,2,NA,NA
2022-09-03,Amador,0.5,5,179,1,0,NA,NA
2022-09-03,Amador,0.05,0,98,0,0,NA,NA
2022-09-03,Amador,0.95,20,647.0499999999993,4,2,NA,NA
2022-09-10,Amador,0.5,5,186,1,0,NA,NA
2022-09-10,Amador,0.05,0,100,0,0,NA,NA
2022-09-10,Amador,0.95,20,619,4,3,NA,NA
2022-09-17,Amador,0.5,5,190,1,0,NA,NA
2022-09-17,Amador,0.05,0,100.94999999999993,0,0,NA,NA
2022-09-17,Amador,0.95,20,536,4,3,NA,NA
2022-09-24,Amador,0.5,5,187.5,1,0,NA,NA
2022-09-24,Amador,0.05,0,103,0,0,NA,NA
2022-09-24,Amador,0.95,18,449.0499999999993,4,3,NA,NA
2022-10-01,Amador,0.5,5,181,1,0,NA,NA
2022-10-01,Amador,0.05,0,103,0,0,NA,NA
2022-10-01,Amador,0.95,16,371,4,2,NA,NA
2022-10-08,Amador,0.5,5,171,1,0,NA,NA
2022-10-08,Amador,0.05,0,102,0,0,NA,NA
2022-10-08,Amador,0.95,14,311,3,2,NA,NA
2022-10-15,Amador,0.5,5,159,1,0,NA,NA
2022-10-15,Amador,0.05,0,99,0,0,NA,NA
2022-10-15,Amador,0.95,13,268,3,2,NA,NA
2022-10-22,Amador,0.5,4,147,1,0,NA,NA
2022-10-22,Amador,0.05,0,95,0,0,NA,NA
2022-10-22,Amador,0.95,13,238.04999999999927,3,2,NA,NA
2021-12-25,Butte,0.5,25,275,3,1,358,359
2021-12-25,Butte,0.05,15,83,1,0,358,358
2021-12-25,Butte,0.95,39,641,8,3,358,361
2022-01-01,Butte,0.5,33,467,4,1,361,362
2022-01-01,Butte,0.05,20,141,1,0,361,361
2022-01-01,Butte,0.95,50,1090,9,4,361,365
2022-01-08,Butte,0.5,50,764,6,2,362,364
2022-01-08,Butte,0.05,34,228.94999999999993,2,0,362,362
2022-01-08,Butte,0.95,73,1756.0499999999993,12,5,362,367
2022-01-15,Butte,0.5,72,1062,8,3,363,366
2022-01-15,Butte,0.05,50,334.94999999999993,3,0,363,363
2022-01-15,Butte,0.95,101,2508.0499999999993,16,8,363,371
2022-01-22,Butte,0.5,91,1283,11,4,366,370
2022-01-22,Butte,0.05,66,411.89999999999986,5,1,366,367
2022-01-22,Butte,0.95,122.04999999999927,2988.0499999999993,19,11,366,377
2022-01-29,Butte,0.5,100,1379,12,6,377,383
2022-01-29,Butte,0.05,72,439.89999999999986,5,1,377,378
2022-01-29,Butte,0.95,134,3239.0499999999993,21,13,377,390
2022-02-05,Butte,0.5,96,1245,11,6,383,389
2022-02-05,Butte,0.05,69,396,5,1,383,384
2022-02-05,Butte,0.95,129,3020,20,14,383,397
2022-02-12,Butte,0.5,82,988,10,6,389,395
2022-02-12,Butte,0.05,58,302,4,1,389,390
2022-02-12,Butte,0.95,111,2379,18,13,389,402
2022-02-19,Butte,0.5,61,695,7,5,399,404
2022-02-19,Butte,0.05,42,223,3,1,399,400
2022-02-19,Butte,0.95,85,1698.0499999999993,14,11,399,410
2022-02-26,Butte,0.5,42,477,5,4,410,414
2022-02-26,Butte,0.05,28,149,2,0,410,410
2022-02-26,Butte,0.95,62,1184.0499999999993,11,9,410,419
2022-03-05,Butte,0.5,29,327,3,2,417,419
2022-03-05,Butte,0.05,17,98,1,0,417,417
2022-03-05,Butte,0.95,43,807.0499999999993,7,7,417,424
2022-03-12,Butte,0.5,19,228,2,2,422,424
2022-03-12,Butte,0.05,10,71,0,0,422,422
2022-03-12,Butte,0.95,32,576,6,5,422,427
2022-03-19,Butte,0.5,13,173,1,1,424,425
2022-03-19,Butte,0.05,7,55,0,0,424,424
2022-03-19,Butte,0.95,24,427,4,4,424,428
2022-03-26,Butte,0.5,10,133,1,1,424,425
2022-03-26,Butte,0.05,4,42,0,0,424,424
2022-03-26,Butte,0.95,18,319,3,3,424,427
2022-04-02,Butte,0.5,8,105,1,0,424,424
2022-04-02,Butte,0.05,3,33,0,0,424,424
2022-04-02,Butte,0.95,16,259,3,2,424,426
2022-04-09,Butte,0.5,6,88,0,0,425,425
2022-04-09,Butte,0.05,2,26,0,0,425,425
2022-04-09,Butte,0.95,13,219.04999999999927,2,2,425,427
2022-04-16,Butte,0.5,5,80,0,0,426,426
