date,county,quantile,hosp_census_with_covid,cases,icu,death,prev_cum_est_deaths,cum_death
2022-06-11,Alameda,0.5,117,4418,13,8,1884,1892
2022-06-11,Alameda,0.05,94,1014.7999999999997,8,2,1884,1886
2022-06-11,Alameda,0.95,143,12209.099999999999,20,17,1884,1901
2022-06-18,Alameda,0.5,122,4660,14,8,1888,1896
2022-06-18,Alameda,0.05,96,1071.8999999999999,8,3,1888,1891
2022-06-18,Alameda,0.95,149,12699.349999999995,20,17,1888,1905
2022-06-25,Alameda,0.5,126,4813,14,9,1898,1907
2022-06-25,Alameda,0.05,100,1119.8999999999999,8,3,1898,1901
2022-06-25,Alameda,0.95,155,12920.05,21,18,1898,1916
2022-07-02,Alameda,0.5,131,4912.5,15,9,1908,1917
2022-07-02,Alameda,0.05,106,1130.95,9,3,1908,1911
2022-07-02,Alameda,0.95,159,13487.449999999979,22,19,1908,1927
2022-07-09,Alameda,0.5,138,5414.5,15,9,1916,1925
2022-07-09,Alameda,0.05,111,1288.8999999999996,9,3,1916,1919
2022-07-09,Alameda,0.95,167,14886.199999999997,23,19,1916,1935
2022-07-16,Alameda,0.5,153,6334,17,10,1923,1933
2022-07-16,Alameda,0.05,122,1462.7999999999997,10,3,1923,1926
2022-07-16,Alameda,0.95,187,17419.149999999998,25,21,1923,1944
2022-07-23,Alameda,0.5,172,6913,19,11,NA,NA
2022-07-23,Alameda,0.05,134,1616.9499999999998,11,4,NA,NA
2022-07-23,Alameda,0.95,214,19679.299999999996,28,23,NA,NA
2022-07-30,Alameda,0.5,189,7603.5,21,13,NA,NA
2022-07-30,Alameda,0.05,142,1612.9499999999998,13,4,NA,NA
2022-07-30,Alameda,0.95,246,22014.699999999975,31,26,NA,NA
2022-08-06,Alameda,0.5,206,8105,23,14,NA,NA
2022-08-06,Alameda,0.05,145,1842.95,13,5,NA,NA
2022-08-06,Alameda,0.95,287,23587.44999999998,35,28,NA,NA
2022-08-13,Alameda,0.5,220,8419,25,15,NA,NA
2022-08-13,Alameda,0.05,146,1851,14,5,NA,NA
2022-08-13,Alameda,0.95,326,25641.749999999975,39,31,NA,NA
2022-08-20,Alameda,0.5,231,8923,26,16,NA,NA
2022-08-20,Alameda,0.05,142,1927.7999999999997,14,6,NA,NA
2022-08-20,Alameda,0.95,361,27853.549999999992,43,36,NA,NA
2022-08-27,Alameda,0.5,238,9016.5,27,17,NA,NA
2022-08-27,Alameda,0.05,139,1954,14,6,NA,NA
2022-08-27,Alameda,0.95,389,29051.199999999997,46,37,NA,NA
2022-09-03,Alameda,0.5,242,9055,28,17,NA,NA
2022-09-03,Alameda,0.05,131,1887.9499999999998,13,6,NA,NA
2022-09-03,Alameda,0.95,406,28653.199999999983,48,41,NA,NA
2022-09-10,Alameda,0.5,242.5,8899,28,17,NA,NA
2022-09-10,Alameda,0.05,126,1835,13,6,NA,NA
2022-09-10,Alameda,0.95,412.0499999999993,28495.74999999999,49,41,NA,NA
2022-09-17,Alameda,0.5,241,8598,28,17,NA,NA
2022-09-17,Alameda,0.05,122,1776,13,5,NA,NA
2022-09-17,Alameda,0.95,410,28662.249999999967,49,42,NA,NA
2022-09-24,Alameda,0.5,235,8426.5,27,17,NA,NA
2022-09-24,Alameda,0.05,115,1830.95,12,5,NA,NA
2022-09-24,Alameda,0.95,400,26001.05,47,40,NA,NA
2022-10-01,Alameda,0.5,228,8078,26,16,NA,NA
2022-10-01,Alameda,0.05,110,1639.9499999999998,12,5,NA,NA
2022-10-01,Alameda,0.95,388,25959.949999999957,46,41,NA,NA
2022-10-08,Alameda,0.5,220,7715.5,25,16,NA,NA
2022-10-08,Alameda,0.05,105,1642.7999999999997,11,5,NA,NA
2022-10-08,Alameda,0.95,366,24545.39999999998,43,38,NA,NA
2021-12-25,Amador,0.5,5,80,1,0,70,70
2021-12-25,Amador,0.05,0,55,0,0,70,70
2021-12-25,Amador,0.95,16,111,4,2,70,72
2022-01-01,Amador,0.5,8,157,1,0,70,70
2022-01-01,Amador,0.05,1,115.94999999999993,0,0,70,70
2022-01-01,Amador,0.95,24,205,4,2,70,72
2022-01-08,Amador,0.5,15,340,2,0,71,71
2022-01-08,Amador,0.05,2,259,0,0,71,71
2022-01-08,Amador,0.95,44,422,6,2,71,73
2022-01-15,Amador,0.5,24,501,4,1,71,72
2022-01-15,Amador,0.05,5,388,1,0,71,71
2022-01-15,Amador,0.95,68,614,9,4,71,75
2022-01-22,Amador,0.5,30,529,6,1,73,74
2022-01-22,Amador,0.05,7,414,2,0,73,73
2022-01-22,Amador,0.95,83,650,12,5,73,78
2022-01-29,Amador,0.5,27,378,6,2,73,75
2022-01-29,Amador,0.05,6,297,2,0,73,73
2022-01-29,Amador,0.95,75,473,13,6,73,79
2022-02-05,Amador,0.5,20,235,5,2,74,76
2022-02-05,Amador,0.05,5,183,2,0,74,74
2022-02-05,Amador,0.95,56,299,11,5,74,79
2022-02-12,Amador,0.5,14,134,4,1,77,78
2022-02-12,Amador,0.05,2,101,1,0,77,77
2022-02-12,Amador,0.95,35,177,8,4,77,81
2022-02-19,Amador,0.5,9,92,3,1,79,80
2022-02-19,Amador,0.05,1,65,0,0,79,79
2022-02-19,Amador,0.95,24,123,6,3,79,82
2022-02-26,Amador,0.5,6,71,2,0,83,83
2022-02-26,Amador,0.05,0,49,0,0,83,83
2022-02-26,Amador,0.95,16,96,4,2,83,85
2022-03-05,Amador,0.5,3,55,1,0,84,84
2022-03-05,Amador,0.05,0,37,0,0,84,84
2022-03-05,Amador,0.95,11,77,3,2,84,86
2022-03-12,Amador,0.5,2,36,1,0,86,86
2022-03-12,Amador,0.05,0,22,0,0,86,86
2022-03-12,Amador,0.95,8,54,2,1,86,87
2022-03-19,Amador,0.5,1,24,0,0,86,86
2022-03-19,Amador,0.05,0,14,0,0,86,86
2022-03-19,Amador,0.95,6,36,2,1,86,87
2022-03-26,Amador,0.5,0,14,0,0,86,86
2022-03-26,Amador,0.05,0,8,0,0,86,86
2022-03-26,Amador,0.95,4,22,1,1,86,87
2022-04-02,Amador,0.5,0,10,0,0,86,86
2022-04-02,Amador,0.05,0,5,0,0,86,86
2022-04-02,Amador,0.95,3,17,1,1,86,87
2022-04-09,Amador,0.5,0,10,0,0,86,86
2022-04-09,Amador,0.05,0,4,0,0,86,86
2022-04-09,Amador,0.95,2,16,1,0,86,86
2022-04-16,Amador,0.5,0,11,0,0,86,86
2022-04-16,Amador,0.05,0,6,0,0,86,86
2022-04-16,Amador,0.95,2,19,1,0,86,86
2022-04-23,Amador,0.5,0,16,0,0,86,86
2022-04-23,Amador,0.05,0,9,0,0,86,86
2022-04-23,Amador,0.95,3,24,1,0,86,86
2022-04-30,Amador,0.5,0,21,0,0,86,86
2022-04-30,Amador,0.05,0,13,0,0,86,86
2022-04-30,Amador,0.95,3,31,1,0,86,86
2022-05-07,Amador,0.5,0,27,0,0,86,86
2022-05-07,Amador,0.05,0,17,0,0,86,86
2022-05-07,Amador,0.95,3,39,1,1,86,87
2022-05-14,Amador,0.5,1,42,0,0,86,86
2022-05-14,Amador,0.05,0,28,0,0,86,86
2022-05-14,Amador,0.95,4,57,1,1,86,87
2022-05-21,Amador,0.5,1,67,0,0,86,86
2022-05-21,Amador,0.05,0,47,0,0,86,86
2022-05-21,Amador,0.95,5,88,1,1,86,87
2022-05-28,Amador,0.5,1,92,0,0,86,86
2022-05-28,Amador,0.05,0,68,0,0,86,86
2022-05-28,Amador,0.95,8,118,2,1,86,87
2022-06-04,Amador,0.5,2,107,0,0,87,87
2022-06-04,Amador,0.05,0,80,0,0,87,87
2022-06-04,Amador,0.95,9,135,2,1,87,88
2022-06-11,Amador,0.5,2,115,0,0,87,87
2022-06-11,Amador,0.05,0,86,0,0,87,87
2022-06-11,Amador,0.95,9,146,2,1,87,88
2022-06-18,Amador,0.5,2,102,0,0,87,87
2022-06-18,Amador,0.05,0,77,0,0,87,87
2022-06-18,Amador,0.95,9,132,2,1,87,88
2022-06-25,Amador,0.5,2,95,0,0,87,87
2022-06-25,Amador,0.05,0,72,0,0,87,87
2022-06-25,Amador,0.95,8,122,2,1,87,88
2022-07-02,Amador,0.5,2,96,0,0,87,87
2022-07-02,Amador,0.05,0,72,0,0,87,87
2022-07-02,Amador,0.95,8,126,2,1,87,88
2022-07-09,Amador,0.5,2,106,0,0,87,87
2022-07-09,Amador,0.05,0,81,0,0,87,87
2022-07-09,Amador,0.95,9,137,2,1,87,88
2022-07-16,Amador,0.5,2,134,0,0,87,87
2022-07-16,Amador,0.05,0,100,0,0,87,87
2022-07-16,Amador,0.95,10,176.04999999999927,2,1,87,88
2022-07-23,Amador,0.5,4,164,1,0,NA,NA
2022-07-23,Amador,0.05,0,114,0,0,NA,NA
2022-07-23,Amador,0.95,13,232.04999999999927,3,2,NA,NA
2022-07-30,Amador,0.5,4,189,1,0,NA,NA
2022-07-30,Amador,0.05,0,121,0,0,NA,NA
2022-07-30,Amador,0.95,15,300,3,2,NA,NA
2022-08-06,Amador,0.5,5,214,1,0,NA,NA
2022-08-06,Amador,0.05,0,122.94999999999993,0,0,NA,NA
2022-08-06,Amador,0.95,16,362,3,2,NA,NA
2022-08-13,Amador,0.5,5,232,1,0,NA,NA
2022-08-13,Amador,0.05,0,124,0,0,NA,NA
2022-08-13,Amador,0.95,19,406.0499999999993,4,2,NA,NA
2022-08-20,Amador,0.5,5,240,1,0,NA,NA
2022-08-20,Amador,0.05,0,123,0,0,NA,NA
2022-08-20,Amador,0.95,19,412,4,2,NA,NA
2022-08-27,Amador,0.5,5,239,1,0,NA,NA
2022-08-27,Amador,0.05,0,121,0,0,NA,NA
2022-08-27,Amador,0.95,19,392,4,2,NA,NA
2022-09-03,Amador,0.5,5,226,1,0,NA,NA
2022-09-03,Amador,0.05,0,117,0,0,NA,NA
2022-09-03,Amador,0.95,19,361,4,2,NA,NA
2022-09-10,Amador,0.5,5,209,1,0,NA,NA
2022-09-10,Amador,0.05,0,111,0,0,NA,NA
2022-09-10,Amador,0.95,17,322,3,2,NA,NA
2022-09-17,Amador,0.5,5,188,1,0,NA,NA
2022-09-17,Amador,0.05,0,106.94999999999993,0,0,NA,NA
2022-09-17,Amador,0.95,15,288,3,2,NA,NA
2022-09-24,Amador,0.5,4,170,1,0,NA,NA
2022-09-24,Amador,0.05,0,100,0,0,NA,NA
2022-09-24,Amador,0.95,14,259,3,2,NA,NA
2022-10-01,Amador,0.5,4,153,1,0,NA,NA
2022-10-01,Amador,0.05,0,95,0,0,NA,NA
2022-10-01,Amador,0.95,13,227,3,2,NA,NA
2022-10-08,Amador,0.5,4,138,1,0,NA,NA
2022-10-08,Amador,0.05,0,89,0,0,NA,NA
2022-10-08,Amador,0.95,12,206.04999999999927,3,2,NA,NA
2021-12-25,Butte,0.5,25,271,3,1,358,359
2021-12-25,Butte,0.05,15,71,1,0,358,358
2021-12-25,Butte,0.95,37,685.0999999999985,7,3,358,361
2022-01-01,Butte,0.5,33,451,4,1,361,362
2022-01-01,Butte,0.05,21,119.94999999999993,1,0,361,361
2022-01-01,Butte,0.95,48,1121.0499999999993,9,4,361,365
2022-01-08,Butte,0.5,49,719,6,2,362,364
2022-01-08,Butte,0.05,33,190,2,0,362,362
2022-01-08,Butte,0.95,68,1785.0499999999993,11,6,362,368
2022-01-15,Butte,0.5,70,1031,8,3,363,366
2022-01-15,Butte,0.05,50,281,3,0,363,363
2022-01-15,Butte,0.95,93,2622,15,8,363,371
2022-01-22,Butte,0.5,89,1313,10,4,366,370
2022-01-22,Butte,0.05,68,359,5,1,366,367
2022-01-22,Butte,0.95,116,3280.0999999999985,18,11,366,377
2022-01-29,Butte,0.5,98,1353,12,6,377,383
2022-01-29,Butte,0.05,74,360.94999999999993,5,1,377,378
2022-01-29,Butte,0.95,125,3411.0999999999985,20,14,377,391
2022-02-05,Butte,0.5,92,1225.5,11,6,383,389
2022-02-05,Butte,0.05,70,347,5,1,383,384
2022-02-05,Butte,0.95,118,3191,19,15,383,398
2022-02-12,Butte,0.5,80,1054,10,6,389,395
2022-02-12,Butte,0.05,59,288,4,1,389,390
2022-02-12,Butte,0.95,104,2706.0499999999993,17,14,389,403
2022-02-19,Butte,0.5,64,796,8,5,399,404
2022-02-19,Butte,0.05,45,226,3,1,399,400
2022-02-19,Butte,0.95,84,2086.149999999998,14,12,399,411
2022-02-26,Butte,0.5,46,536,6,4,410,414
2022-02-26,Butte,0.05,30,143,2,0,410,410
2022-02-26,Butte,0.95,63,1385.0499999999993,11,10,410,420
2022-03-05,Butte,0.5,31,362,4,3,417,420
2022-03-05,Butte,0.05,19,96,1,0,417,417
2022-03-05,Butte,0.95,45,949,8,7,417,424
2022-03-12,Butte,0.5,20,258,2,2,422,424
2022-03-12,Butte,0.05,11,70.94999999999993,0,0,422,422
2022-03-12,Butte,0.95,32,662.0499999999993,6,5,422,427
2022-03-19,Butte,0.5,15,186,2,1,424,425
2022-03-19,Butte,0.05,7,51,0,0,424,424
2022-03-19,Butte,0.95,24,493.0499999999993,4,4,424,428
2022-03-26,Butte,0.5,10,142,1,1,424,425
2022-03-26,Butte,0.05,5,39,0,0,424,424
2022-03-26,Butte,0.95,18,371.0499999999993,3,3,424,427
2022-04-02,Butte,0.5,8,115,1,1,424,425
2022-04-02,Butte,0.05,3,31,0,0,424,424
2022-04-02,Butte,0.95,16,299,3,3,424,427
2022-04-09,Butte,0.5,7,98,1,0,425,425
2022-04-09,Butte,0.05,2,26,0,0,425,425
2022-04-09,Butte,0.95,13,265,2,2,425,427
2022-04-16,Butte,0.5,5,88,0,0,426,426
2022-04-16,Butte,0.05,2,23,0,0,426,426
2022-04-16,Butte,0.95,12,235,2,2,426,428
2022-04-23,Butte,0.5,5,85,0,0,427,427
2022-04-23,Butte,0.05,2,23,0,0,427,427
2022-04-23,Butte,0.95,11,221,2,2,427,429
2022-04-30,Butte,0.5,5,89,0,0,429,429
2022-04-30,Butte,0.05,2,23,0,0,429,429
2022-04-30,Butte,0.95,12,233,2,2,429,431
2022-05-07,Butte,0.5,6,109,0,0,431,431
2022-05-07,Butte,0.05,2,29,0,0,431,431
2022-05-07,Butte,0.95,12,286.0499999999993,2,2,431,433
2022-05-14,Butte,0.5,8,140,1,0,431,431
2022-05-14,Butte,0.05,3,38,0,0,431,431
2022-05-14,Butte,0.95,14,357,2,2,431,433
2022-05-21,Butte,0.5,10,180,1,0,433,433
2022-05-21,Butte,0.05,5,48,0,0,433,433
2022-05-21,Butte,0.95,18,460,3,2,433,435
