date,county,quantile,hosp_census_with_covid,cases,icu,death,prev_cum_est_deaths,cum_death
2021-12-25,California,0.5,4403,108021,946,324,NA,NA
2021-12-25,California,0.05,4174,68691.55,877,250,NA,NA
2021-12-25,California,0.95,4678,179230.29999999996,1021,417,NA,NA
2022-01-01,California,0.5,6871,219103,1165,404,NA,NA
2022-01-01,California,0.05,6534,131338.69999999998,1085,307,NA,NA
2022-01-01,California,0.95,7293.049999999999,390662.85,1261,528,NA,NA
2022-01-08,California,0.5,11460,381606,1767,657,NA,NA
2022-01-08,California,0.05,10934.949999999999,227357.2,1651,492,NA,NA
2022-01-08,California,0.95,12216,690324.1999999998,1925,882,NA,NA
2022-01-15,California,0.5,15579,441618,2489,1059,NA,NA
2022-01-15,California,0.05,14854,273293.45,2324,784,NA,NA
2022-01-15,California,0.95,16698.05,771314.3999999997,2737,1427,NA,NA
2022-01-22,California,0.5,16691,393342.5,2872,1365,NA,NA
2022-01-22,California,0.05,15916.95,255060.35,2678,1018,NA,NA
2022-01-22,California,0.95,17898,641411.8999999999,3164,1820,NA,NA
2022-01-29,California,0.5,14929,294845.5,2774,1397,NA,NA
2022-01-29,California,0.05,14243,196040,2582,1062.9499999999998,NA,NA
2022-01-29,California,0.95,15981,465928.99999999994,3076,1837,NA,NA
2022-02-05,California,0.5,11844,204500.5,2350,1224,NA,NA
2022-02-05,California,0.05,11306,137569.8,2179,948,NA,NA
2022-02-05,California,0.95,12631,316358.75,2593,1588.0499999999993,NA,NA
2022-02-12,California,0.5,8814,142298,1837,964,NA,NA
2022-02-12,California,0.05,8399.95,95258.85,1700,753,NA,NA
2022-02-12,California,0.95,9366.05,217286.24999999997,2019.0499999999993,1237,NA,NA
2022-02-19,California,0.5,6343,99089.5,1362,722,NA,NA
2022-02-19,California,0.05,6049,66360.65,1258,561,NA,NA
2022-02-19,California,0.95,6738,153235.44999999998,1506,926,NA,NA
2022-02-26,California,0.5,4530,71606.5,985,523,NA,NA
2022-02-26,California,0.05,4309,47536.95,908,411,NA,NA
2022-02-26,California,0.95,4798,113294.64999999997,1083,667,NA,NA
2022-03-05,California,0.5,3252,53510,704,375.5,NA,NA
2022-03-05,California,0.05,3088,35158.95,648,293,NA,NA
2022-03-05,California,0.95,3445,84535.5,775,481,NA,NA
2022-03-12,California,0.5,2384,42252.5,507,275,NA,NA
2022-03-12,California,0.05,2250,27323.75,460,211,NA,NA
2022-03-12,California,0.95,2534,67981.45,559,354,NA,NA
2022-03-19,California,0.5,1805,35301,371,202,NA,NA
2022-03-19,California,0.05,1695,22431.95,334,154,NA,NA
2022-03-19,California,0.95,1923,57117.899999999965,412,263,NA,NA
2022-03-26,California,0.5,1422,31007,279,155,NA,NA
2022-03-26,California,0.05,1328,19677.95,249,116,NA,NA
2022-03-26,California,0.95,1525,50986.100000000006,313,203,NA,NA
2022-04-02,California,0.5,1175,28455.5,218,123,NA,NA
2022-04-02,California,0.05,1089,17828.649999999998,191,91,NA,NA
2022-04-02,California,0.95,1265,46580.54999999999,246,163,NA,NA
2022-04-09,California,0.5,1017,27108.5,177,103,NA,NA
2022-04-09,California,0.05,940,17487.65,155,74,NA,NA
2022-04-09,California,0.95,1099,44217.649999999994,201,138,NA,NA
2022-04-16,California,0.5,941,28095,153,90,NA,NA
2022-04-16,California,0.05,867,18450.5,132,65,NA,NA
2022-04-16,California,0.95,1020,44218.299999999974,176,122,NA,NA
2022-04-23,California,0.5,944,31862,143,84,NA,NA
2022-04-23,California,0.05,869,21222.949999999997,123,61,NA,NA
2022-04-23,California,0.95,1023,50362.34999999999,165,115,NA,NA
2022-04-30,California,0.5,1025,38027.5,146,86,NA,NA
2022-04-30,California,0.05,948,25830.35,125,63,NA,NA
2022-04-30,California,0.95,1108,59537.399999999965,168,118,NA,NA
2022-05-07,California,0.5,1190,46802,160,96,NA,NA
2022-05-07,California,0.05,1107,31726,139,70,NA,NA
2022-05-07,California,0.95,1281,72427.04999999999,184,129,NA,NA
2022-05-14,California,0.5,1429,58410,186,112,NA,NA
2022-05-14,California,0.05,1332,39458.399999999994,162,82,NA,NA
2022-05-14,California,0.95,1533,91398.99999999997,212,150,NA,NA
2022-05-21,California,0.5,1745,70878,221,135,NA,NA
2022-05-21,California,0.05,1639,48540.7,194,101,NA,NA
2022-05-21,California,0.95,1859,109469.4999999999,250,180,NA,NA
2022-05-28,California,0.5,2070,82531,261,164,NA,NA
2022-05-28,California,0.05,1952,56356.299999999996,231,123,NA,NA
2022-05-28,California,0.95,2200.0499999999993,129242.5,293.0499999999993,215,NA,NA
2022-06-04,California,0.5,2372,93215,299,193,NA,NA
2022-06-04,California,0.05,2239,63283.45,266,146,NA,NA
2022-06-04,California,0.95,2516,145264.59999999998,335,253,NA,NA
2022-06-11,California,0.5,2597,98497.5,328,219,NA,NA
2022-06-11,California,0.05,2458,66589.15,294,165,NA,NA
2022-06-11,California,0.95,2751,156286.3499999999,368,288,NA,NA
2022-06-18,California,0.5,2818,107937,354,241,NA,NA
2022-06-18,California,0.05,2674,71949.85,318,182,NA,NA
2022-06-18,California,0.95,2973,172264.30000000002,393,314.0499999999993,NA,NA
2022-06-25,California,0.5,3103,120544.5,386,262,NA,NA
2022-06-25,California,0.05,2952.95,79878.90000000001,348,198,NA,NA
2022-06-25,California,0.95,3265,191164.84999999998,427,351,NA,NA
2022-07-02,California,0.5,3474,135301,429,292,NA,NA
2022-07-02,California,0.05,3309,88562.95000000001,389,220,NA,NA
2022-07-02,California,0.95,3649.0499999999993,220109.54999999996,473,387,NA,NA
2022-07-09,California,0.5,3988,158519.5,488,331,NA,NA
2022-07-09,California,0.05,3811,101510.40000000001,444,249,NA,NA
2022-07-09,California,0.95,4182,268683.2999999999,535,444,NA,NA
2022-07-16,California,0.5,4666,190064,570,388,NA,NA
2022-07-16,California,0.05,4451.95,122037.59999999999,519,288,NA,NA
2022-07-16,California,0.95,4910,321667.3499999999,625,526,NA,NA
2022-07-23,California,0.5,5444,220879,670,461,NA,NA
2022-07-23,California,0.05,5136.95,145592.65,608.9499999999999,338,NA,NA
2022-07-23,California,0.95,5820,364833.6999999998,746,621,NA,NA
2022-07-30,California,0.5,6227,250879.5,775,540,NA,NA
2022-07-30,California,0.05,5781,165891.3,700,396,NA,NA
2022-07-30,California,0.95,6773,422554.3999999995,873,728.0499999999993,NA,NA
2022-08-06,California,0.5,6879,271622,868,613,NA,NA
2022-08-06,California,0.05,6258.9,181097.9,776,451.94999999999993,NA,NA
2022-08-06,California,0.95,7614.049999999999,452324.05,988,846,NA,NA
2022-08-13,California,0.5,7290,282358,931,671,NA,NA
2022-08-13,California,0.05,6560,184632.05,822,491.94999999999993,NA,NA
2022-08-13,California,0.95,8154.0999999999985,478403.4999999999,1071,927,NA,NA
2022-08-20,California,0.5,7473,279430.5,959,712,NA,NA
2022-08-20,California,0.05,6630,182492.3,839,514,NA,NA
2022-08-20,California,0.95,8415.099999999999,472971.5999999999,1106.0499999999993,986,NA,NA
2022-08-27,California,0.5,7415,272870.5,957,722,NA,NA
2022-08-27,California,0.05,6537.9000000000005,177795.5,830,522,NA,NA
2022-08-27,California,0.95,8443,454251.1,1108,1018.0499999999993,NA,NA
2022-09-03,California,0.5,7164,258435.5,928,712,NA,NA
2022-09-03,California,0.05,6302.95,168272.55,804,512,NA,NA
2022-09-03,California,0.95,8237,430456.1499999999,1082,1012,NA,NA
2022-09-10,California,0.5,6770,240077.5,878,688,NA,NA
2022-09-10,California,0.05,5954,156192.35,757,490.94999999999993,NA,NA
2022-09-10,California,0.95,7880,401254.25,1036,976,NA,NA
2022-09-17,California,0.5,6314.5,219292.5,820,647,NA,NA
2022-09-17,California,0.05,5552,142251,705,463,NA,NA
2022-09-17,California,0.95,7385.049999999999,369726.1499999999,972,924.0499999999993,NA,NA
2022-09-24,California,0.5,5833,201002.5,756,602.5,NA,NA
2022-09-24,California,0.05,5127.95,131136.45,650,430,NA,NA
2022-09-24,California,0.95,6895.0999999999985,337329.8499999999,905,864.0499999999993,NA,NA
2022-10-01,California,0.5,5382,183969,696,557,NA,NA
2022-10-01,California,0.05,4748.95,121120.4,600,396,NA,NA
2022-10-01,California,0.95,6366,310371.79999999993,833,801,NA,NA
2022-10-08,California,0.5,4962,169584,640,513,NA,NA
2022-10-08,California,0.05,4387,110597.45,551,365,NA,NA
2022-10-08,California,0.95,5854,283679.1,768,740,NA,NA
2021-12-25,Alameda,0.5,109,3181.5,19,6,1547,1553
2021-12-25,Alameda,0.05,86,763.8499999999998,12,1,1547,1548
2021-12-25,Alameda,0.95,135,8642.099999999984,27,13,1547,1560
2022-01-01,Alameda,0.5,175,5789,27,8,1557,1565
2022-01-01,Alameda,0.05,145,1316.9499999999998,19,3,1557,1560
2022-01-01,Alameda,0.95,207,15805.05,36,17,1557,1574
2022-01-08,Alameda,0.5,289,10159,42,13,1564,1577
2022-01-08,Alameda,0.05,250.94999999999993,2242.7999999999997,32,5,1564,1569
2022-01-08,Alameda,0.95,329,28052.499999999993,53,27,1564,1591
2022-01-15,Alameda,0.5,403,12578.5,60,22,1574,1596
2022-01-15,Alameda,0.05,356,2789.7999999999993,48,9,1574,1583
2022-01-15,Alameda,0.95,453,35089.04999999999,74,42,1574,1616
2022-01-22,Alameda,0.5,447,11902.5,71,29,1592,1621
2022-01-22,Alameda,0.05,397,2698.5499999999993,57,12,1592,1604
2022-01-22,Alameda,0.95,499,33001.94999999998,86,55,1592,1647
2022-01-29,Alameda,0.5,418,9276,71,32,1633,1665
2022-01-29,Alameda,0.05,371,2076.7,57,13,1633,1646
2022-01-29,Alameda,0.95,468,25497.449999999993,86,60,1633,1693
2022-02-05,Alameda,0.5,344,6743,62,29,1679,1708
2022-02-05,Alameda,0.05,298,1506.7999999999997,48,12,1679,1691
2022-02-05,Alameda,0.95,391,18746.05,76,55,1679,1734
2022-02-12,Alameda,0.5,262,4719.5,49,24,1722,1746
2022-02-12,Alameda,0.05,224,1119.8999999999999,37,10,1722,1732
2022-02-12,Alameda,0.95,304,13125.549999999977,62,46,1722,1768
2022-02-19,Alameda,0.5,194,3452.5,37,19,1766,1785
2022-02-19,Alameda,0.05,162.94999999999993,813.9499999999999,27,7,1766,1773
2022-02-19,Alameda,0.95,228,9705.349999999995,48,36,1766,1802
2022-02-26,Alameda,0.5,142,2593,27,14,1789,1803
2022-02-26,Alameda,0.05,115,614,19,5,1789,1794
2022-02-26,Alameda,0.95,172,7200.549999999992,37,27,1789,1816
2022-03-05,Alameda,0.5,104,1951.5,20,10,1808,1818
2022-03-05,Alameda,0.05,81,458,13,3,1808,1811
2022-03-05,Alameda,0.95,130,5332.0999999999985,28,20,1808,1828
2022-03-12,Alameda,0.5,77,1609,14,7,1815,1822
2022-03-12,Alameda,0.05,58,368.94999999999993,8,2,1815,1817
2022-03-12,Alameda,0.95,99,4439.0999999999985,21,16,1815,1831
2022-03-19,Alameda,0.5,61,1363,11,6,1827,1833
2022-03-19,Alameda,0.05,44,317,6,1,1827,1828
2022-03-19,Alameda,0.95,79,3780,16,12,1827,1839
2022-03-26,Alameda,0.5,49,1270,8,4,1835,1839
2022-03-26,Alameda,0.05,34,287,4,1,1835,1836
2022-03-26,Alameda,0.95,66,3470.149999999998,13,10,1835,1845
2022-04-02,Alameda,0.5,44,1270,7,3,1838,1841
2022-04-02,Alameda,0.05,30,285.94999999999993,3,0,1838,1838
2022-04-02,Alameda,0.95,59,3489.0999999999985,11,8,1838,1846
2022-04-09,Alameda,0.5,42,1352.5,6,3,1842,1845
2022-04-09,Alameda,0.05,28,325.94999999999993,2,0,1842,1842
2022-04-09,Alameda,0.95,57,3697.2499999999964,10,8,1842,1850
2022-04-16,Alameda,0.5,43,1486,6,3,1847,1850
2022-04-16,Alameda,0.05,29,352.89999999999986,2,0,1847,1847
2022-04-16,Alameda,0.95,58,4096.049999999999,10,8,1847,1855
2022-04-23,Alameda,0.5,47,1744,6,3,1849,1852
2022-04-23,Alameda,0.05,32,403,2,0,1849,1849
2022-04-23,Alameda,0.95,62,4962.199999999997,10,8,1849,1857
2022-04-30,Alameda,0.5,52,2068,6,3,1856,1859
2022-04-30,Alameda,0.05,38,467.94999999999993,3,0,1856,1856
2022-04-30,Alameda,0.95,70,5808.399999999994,11,8,1856,1864
2022-05-07,Alameda,0.5,61,2486.5,7,4,1859,1863
2022-05-07,Alameda,0.05,45,559,3,1,1859,1860
2022-05-07,Alameda,0.95,80,6857.549999999992,12,9,1859,1868
2022-05-14,Alameda,0.5,72,2921,8,4,1862,1866
2022-05-14,Alameda,0.05,53,673.9499999999999,4,1,1862,1863
2022-05-14,Alameda,0.95,94,8117.399999999994,14,10,1862,1872
2022-05-21,Alameda,0.5,85,3589,9,5,1871,1876
2022-05-21,Alameda,0.05,65,819.9499999999999,5,1,1871,1872
2022-05-21,Alameda,0.95,107,9823.05,15,12,1871,1883
2022-05-28,Alameda,0.5,100,4131.5,11,6,1876,1882
2022-05-28,Alameda,0.05,79,979.9499999999999,6,2,1876,1878
2022-05-28,Alameda,0.95,123,11341.199999999997,17,14,1876,1890
2022-06-04,Alameda,0.5,111,4489,12,7,1879,1886
2022-06-04,Alameda,0.05,89,1043.85,7,2,1879,1881
2022-06-04,Alameda,0.95,137,12295.05,19,16,1879,1895
