county,date,quantile,hosp_census_with_covid,icu,cases,deaths,cumulative_deaths,Rt
Alameda,2022-06-19,0.5,131,17,3226,8,1922,1.156724864253515
Alameda,2022-06-19,0.04999999999999999,99,9,2169,2,1916,1.0769977014128178
Alameda,2022-06-19,0.95,219,32,4636.049999999999,19,1933,1.248935992966231
Alameda,2022-06-26,0.5,153,20,3795,9,1933,1.0896658652877806
Alameda,2022-06-26,0.04999999999999999,118,11,2598.95,3,1922,1.0105374306293118
Alameda,2022-06-26,0.95,247,37,5334,22,1949,1.167464983297529
Alameda,2022-07-03,0.5,169,23,4062,11,1944,1.0590927128132304
Alameda,2022-07-03,0.04999999999999999,132,13,2803,3,1930,1.000371489472177
Alameda,2022-07-03,0.95,261,40,5432.049999999999,24,1967,1.1209434402026048
Alameda,2022-07-10,0.5,178,24,4196,12,1956,1.0142264859130352
Alameda,2022-07-10,0.04999999999999999,140,14,2886,4,1939,0.95271290887992
Alameda,2022-07-10,0.95,266,41,5539.049999999999,26,1986,1.0832846804830587
Alameda,2022-07-17,0.5,183,25,4202,12,1969,0.9999538252741264
Alameda,2022-07-17,0.04999999999999999,143,15,2904.8999999999996,4,1948,0.9302773452205272
Alameda,2022-07-17,0.95,259,41,5358,27,2004,1.0843442365618992
Alameda,2022-07-24,0.5,182,25,4099,12,1982,0.9433250072460164
Alameda,2022-07-24,0.04999999999999999,143,15,2923.95,4,1959,0.8890505691324424
Alameda,2022-07-24,0.95,246,40,5245,27,2022.0499999999993,1.0483277128671715
Alameda,2022-07-31,0.5,176,24,3782.5,12,1995,0.9123264430235016
Alameda,2022-07-31,0.04999999999999999,138,14,2753,4,1968,0.8549560425137827
Alameda,2022-07-31,0.95,226,38,4960,25,2039,0.96656901122644
Alameda,2022-08-07,0.5,163,23,3372,12,2008,0.876885420509004
Alameda,2022-08-07,0.04999999999999999,125,13,2532,4,1978,0.8063002971326466
Alameda,2022-08-07,0.95,208,36,4475,25,2054,0.9343322560572848
Alameda,2022-08-14,0.5,146,20,2904,11,2019,0.8634962572080727
Alameda,2022-08-14,0.04999999999999999,108,12,2217,3,1988,0.7949186588201425
