date,county,quantile,hosp_census_with_covid,cases,icu,death,cum_death,prev_cum_est_deaths,total_cum_death
2022-08-21,Merced,0.05,4,412,0,0,78,687,765
2022-08-21,Merced,0.95,30,491,7,7,174,687,861
2022-08-28,Merced,0.5,12,410,2,1,124,687,811
2022-08-28,Merced,0.05,3,372,0,0,80,687,767
2022-08-28,Merced,0.95,28,448.0499999999993,6,6,177,687,864
2022-09-04,Merced,0.5,11,384,2,1,126,687,813
2022-09-04,Merced,0.05,3,346,0,0,82,687,769
2022-09-04,Merced,0.95,26,424,6,6,178,687,865
2022-09-11,Merced,0.5,11,359,2,1,127,687,814
2022-09-11,Merced,0.05,3,318,0,0,83,687,770
2022-09-11,Merced,0.95,23,400,5,5,180,687,867
2022-09-18,Merced,0.5,10,334,2,1,129,687,816
2022-09-18,Merced,0.05,2,288,0,0,84,687,771
2022-09-18,Merced,0.95,22,378,5,5,182,687,869
2022-09-25,Merced,0.5,8,312,1,1,130,687,817
2022-09-25,Merced,0.05,2,263,0,0,85,687,772
2022-09-25,Merced,0.95,21,359,5,5,184,687,871
2022-10-02,Merced,0.5,8,292,1,1,132,687,819
2022-10-02,Merced,0.05,2,241,0,0,87,687,774
2022-10-02,Merced,0.95,19,340,4,4,185,687,872
2022-10-09,Merced,0.5,7,274,1,1,133,687,820
2022-10-09,Merced,0.05,2,219,0,0,88,687,775
2022-10-09,Merced,0.95,18,323.0499999999993,4,4,186.04999999999927,687,873.0499999999993
2022-10-16,Merced,0.5,7,257,1,1,134,687,821
2022-10-16,Merced,0.05,1,201,0,0,89,687,776
2022-10-16,Merced,0.95,17,306,4,4,188,687,875
2022-10-23,Merced,0.5,7,242,1,1,135,687,822
2022-10-23,Merced,0.05,1,185,0,0,90,687,777
2022-10-23,Merced,0.95,17,292,4,4,189,687,876
2022-10-30,Merced,0.5,6,227,1,1,137,687,824
2022-10-30,Merced,0.05,1,170,0,0,90,687,777
2022-10-30,Merced,0.95,16,280,4,4,190,687,877
2022-11-06,Merced,0.5,6,214,1,1,138,687,825
2022-11-06,Merced,0.05,1,157,0,0,91,687,778
2022-11-06,Merced,0.95,15,267,4,3,191,687,878
2022-11-13,Merced,0.5,6,202,1,1,138,687,825
2022-11-13,Merced,0.05,1,144,0,0,92,687,779
2022-11-13,Merced,0.95,14,257,3,3,192,687,879
2022-11-20,Merced,0.5,5,192,1,0,139,687,826
2022-11-20,Merced,0.05,1,133,0,0,93,687,780
2022-11-20,Merced,0.95,13,246,3,3,193,687,880
2022-11-27,Merced,0.5,5,182,1,0,140,687,827
2022-11-27,Merced,0.05,1,122,0,0,93,687,780
2022-11-27,Merced,0.95,13,236,3,3,194,687,881
2021-12-19,Modoc,0.5,1,3,0,0,0,6,6
2021-12-19,Modoc,0.05,0,0,0,0,0,6,6
2021-12-19,Modoc,0.95,3,9,0,2,2,6,8
2021-12-26,Modoc,0.5,0,5,0,0,0,6,6
2021-12-26,Modoc,0.05,0,0,0,0,0,6,6
2021-12-26,Modoc,0.95,2,12,0,1,2,6,8
2022-01-02,Modoc,0.5,0,7,0,0,0,6,6
2022-01-02,Modoc,0.05,0,1,0,0,0,6,6
2022-01-02,Modoc,0.95,2,18,0,1,2,6,8
2022-01-09,Modoc,0.5,0,11,0,0,0,6,6
2022-01-09,Modoc,0.05,0,3,0,0,0,6,6
2022-01-09,Modoc,0.95,2,23,0,1,2,6,8
2022-01-16,Modoc,0.5,1,13,0,0,0,6,6
2022-01-16,Modoc,0.05,0,4,0,0,0,6,6
2022-01-16,Modoc,0.95,3,28,0,1,3,6,9
2022-01-23,Modoc,0.5,1,15,0,0,1,6,7
2022-01-23,Modoc,0.05,0,5,0,0,0,6,6
2022-01-23,Modoc,0.95,3,32,0,1,3,6,9
2022-01-30,Modoc,0.5,1,16,0,0,1,6,7
2022-01-30,Modoc,0.05,0,6,0,0,0,6,6
2022-01-30,Modoc,0.95,3,32,0,1,3,6,9
2022-02-06,Modoc,0.5,1,15,0,0,1,6,7
2022-02-06,Modoc,0.05,0,6,0,0,0,6,6
2022-02-06,Modoc,0.95,3,32,0,1,3,6,9
2022-02-13,Modoc,0.5,1,14,0,0,1,6,7
2022-02-13,Modoc,0.05,0,4,0,0,0,6,6
2022-02-13,Modoc,0.95,3,28,0,1,3,6,9
2022-02-20,Modoc,0.5,0,10,0,0,1,6,7
2022-02-20,Modoc,0.05,0,3,0,0,0,6,6
2022-02-20,Modoc,0.95,2,22,0,1,3,6,9
2022-02-27,Modoc,0.5,0,7,0,0,1,6,7
2022-02-27,Modoc,0.05,0,2,0,0,0,6,6
2022-02-27,Modoc,0.95,2,17,0,1,3,6,9
2022-03-06,Modoc,0.5,0,5,0,0,1,6,7
2022-03-06,Modoc,0.05,0,1,0,0,0,6,6
2022-03-06,Modoc,0.95,2,10,0,0,4,6,10
2022-03-13,Modoc,0.5,0,3,0,0,1,6,7
2022-03-13,Modoc,0.05,0,0,0,0,0,6,6
2022-03-13,Modoc,0.95,1,8,0,0,4,6,10
2022-03-20,Modoc,0.5,0,3,0,0,1,6,7
2022-03-20,Modoc,0.05,0,0,0,0,0,6,6
2022-03-20,Modoc,0.95,1,7,0,0,4,6,10
2022-03-27,Modoc,0.5,0,2,0,0,1,6,7
2022-03-27,Modoc,0.05,0,0,0,0,0,6,6
2022-03-27,Modoc,0.95,1,5,0,0,4,6,10
2022-04-03,Modoc,0.5,0,2,0,0,1,6,7
2022-04-03,Modoc,0.05,0,0,0,0,0,6,6
2022-04-03,Modoc,0.95,1,5,0,0,4,6,10
2022-04-10,Modoc,0.5,0,1,0,0,1,6,7
2022-04-10,Modoc,0.05,0,0,0,0,0,6,6
2022-04-10,Modoc,0.95,1,4,0,0,4,6,10
2022-04-17,Modoc,0.5,0,1,0,0,1,6,7
2022-04-17,Modoc,0.05,0,0,0,0,0,6,6
2022-04-17,Modoc,0.95,1,4,0,0,4,6,10
2022-04-24,Modoc,0.5,0,1,0,0,1,6,7
2022-04-24,Modoc,0.05,0,0,0,0,0,6,6
2022-04-24,Modoc,0.95,1,4,0,0,4,6,10
2022-05-01,Modoc,0.5,0,1,0,0,1,6,7
2022-05-01,Modoc,0.05,0,0,0,0,0,6,6
2022-05-01,Modoc,0.95,1,4,0,0,4,6,10
2022-05-08,Modoc,0.5,0,2,0,0,1,6,7
2022-05-08,Modoc,0.05,0,0,0,0,0,6,6
2022-05-08,Modoc,0.95,1,5,0,0,4,6,10
2022-05-15,Modoc,0.5,0,3,0,0,1,6,7
2022-05-15,Modoc,0.05,0,0,0,0,0,6,6
2022-05-15,Modoc,0.95,1,7,0,0,4,6,10
2022-05-22,Modoc,0.5,0,4,0,0,1,6,7
2022-05-22,Modoc,0.05,0,1,0,0,0,6,6
2022-05-22,Modoc,0.95,1,9,0,0,4,6,10
2022-05-29,Modoc,0.5,0,5,0,0,1,6,7
2022-05-29,Modoc,0.05,0,1,0,0,0,6,6
2022-05-29,Modoc,0.95,1,11,0,0,4,6,10
2022-06-05,Modoc,0.5,0,7,0,0,1,6,7
2022-06-05,Modoc,0.05,0,2,0,0,0,6,6
2022-06-05,Modoc,0.95,1,14,0,0,4,6,10
2022-06-12,Modoc,0.5,0,8,0,0,1,6,7
2022-06-12,Modoc,0.05,0,3,0,0,0,6,6
2022-06-12,Modoc,0.95,1,16,0,0,4,6,10
2022-06-19,Modoc,0.5,0,9,0,0,1,6,7
2022-06-19,Modoc,0.05,0,3,0,0,0,6,6
2022-06-19,Modoc,0.95,1,18,0,0,4,6,10
2022-06-26,Modoc,0.5,0,11,0,0,1,6,7
2022-06-26,Modoc,0.05,0,4,0,0,0,6,6
2022-06-26,Modoc,0.95,1,21,0,0,4,6,10
2022-07-03,Modoc,0.5,0,12,0,0,1,6,7
2022-07-03,Modoc,0.05,0,5,0,0,0,6,6
2022-07-03,Modoc,0.95,1,23,0,0,4,6,10
2022-07-10,Modoc,0.5,0,13,0,0,1,6,7
2022-07-10,Modoc,0.05,0,5,0,0,0,6,6
2022-07-10,Modoc,0.95,2,25,0,0,4,6,10
2022-07-17,Modoc,0.5,0,12,0,0,1,6,7
2022-07-17,Modoc,0.05,0,5,0,0,0,6,6
2022-07-17,Modoc,0.95,2,23,0,0,4,6,10
2022-07-24,Modoc,0.5,0,11,0,0,1,6,7
2022-07-24,Modoc,0.05,0,4,0,0,0,6,6
2022-07-24,Modoc,0.95,1,20,0,0,4,6,10
2022-07-31,Modoc,0.5,0,8,0,0,2,6,8
2022-07-31,Modoc,0.05,0,3,0,0,0,6,6
2022-07-31,Modoc,0.95,1,17,0,0,4,6,10
2022-08-07,Modoc,0.5,0,6,0,0,2,6,8
2022-08-07,Modoc,0.05,0,2,0,0,0,6,6
2022-08-07,Modoc,0.95,1,13,0,0,4,6,10
2022-08-14,Modoc,0.5,0,5,0,0,2,6,8
2022-08-14,Modoc,0.05,0,1,0,0,0,6,6
2022-08-14,Modoc,0.95,1,11,0,0,4,6,10
2022-08-21,Modoc,0.5,0,4,0,0,2,6,8
2022-08-21,Modoc,0.05,0,1,0,0,0,6,6
2022-08-21,Modoc,0.95,1,9,0,0,4,6,10
2022-08-28,Modoc,0.5,0,3,0,0,2,6,8
2022-08-28,Modoc,0.05,0,0,0,0,0,6,6
2022-08-28,Modoc,0.95,1,7,0,0,4,6,10
2022-09-04,Modoc,0.5,0,2,0,0,2,6,8
2022-09-04,Modoc,0.05,0,0,0,0,0,6,6
2022-09-04,Modoc,0.95,1,6,0,0,4,6,10
2022-09-11,Modoc,0.5,0,1,0,0,2,6,8
2022-09-11,Modoc,0.05,0,0,0,0,0,6,6
2022-09-11,Modoc,0.95,0,5,0,0,4,6,10
2022-09-18,Modoc,0.5,0,1,0,0,2,6,8
2022-09-18,Modoc,0.05,0,0,0,0,0,6,6
2022-09-18,Modoc,0.95,0,5,0,0,4,6,10
2022-09-25,Modoc,0.5,0,1,0,0,2,6,8
2022-09-25,Modoc,0.05,0,0,0,0,0,6,6
2022-09-25,Modoc,0.95,0,5,0,0,4,6,10
2022-10-02,Modoc,0.5,0,0,0,0,2,6,8
2022-10-02,Modoc,0.05,0,0,0,0,0,6,6
2022-10-02,Modoc,0.95,0,4,0,0,4,6,10
2022-10-09,Modoc,0.5,0,0,0,0,2,6,8
2022-10-09,Modoc,0.05,0,0,0,0,0,6,6
2022-10-09,Modoc,0.95,0,4,0,0,4,6,10
2022-10-16,Modoc,0.5,0,0,0,0,2,6,8
2022-10-16,Modoc,0.05,0,0,0,0,0,6,6
2022-10-16,Modoc,0.95,0,4,0,0,5,6,11
2022-10-23,Modoc,0.5,0,0,0,0,2,6,8
2022-10-23,Modoc,0.05,0,0,0,0,0,6,6
2022-10-23,Modoc,0.95,0,4,0,0,5,6,11
2022-10-30,Modoc,0.5,0,0,0,0,2,6,8
2022-10-30,Modoc,0.05,0,0,0,0,0,6,6
2022-10-30,Modoc,0.95,0,3,0,0,5,6,11
2022-11-06,Modoc,0.5,0,0,0,0,2,6,8
2022-11-06,Modoc,0.05,0,0,0,0,0,6,6
2022-11-06,Modoc,0.95,0,3,0,0,5,6,11
2022-11-13,Modoc,0.5,0,0,0,0,2,6,8
2022-11-13,Modoc,0.05,0,0,0,0,0,6,6
2022-11-13,Modoc,0.95,0,4,0,0,5,6,11
2022-11-20,Modoc,0.5,0,0,0,0,2,6,8
2022-11-20,Modoc,0.05,0,0,0,0,0,6,6
2022-11-20,Modoc,0.95,0,3,0,0,5,6,11
2022-11-27,Modoc,0.5,0,0,0,0,2,6,8
2022-11-27,Modoc,0.05,0,0,0,0,0,6,6
2022-11-27,Modoc,0.95,0,3,0,0,5,6,11
2021-12-19,Mono,0.5,2,58,0,0,0,4,4
2021-12-19,Mono,0.05,0,24,0,0,0,4,4
2021-12-19,Mono,0.95,11,112,3,1,1,4,5
2021-12-26,Mono,0.5,3,102,0,0,0,4,4
2021-12-26,Mono,0.05,0,44,0,0,0,4,4
2021-12-26,Mono,0.95,16,196,3,1,2,4,6
2022-01-02,Mono,0.5,6,150,1,0,1,4,5
2022-01-02,Mono,0.05,0,61,0,0,0,4,4
2022-01-02,Mono,0.95,25,284,5,1,3,4,7
2022-01-09,Mono,0.5,7,165,1,0,1,4,5
2022-01-09,Mono,0.05,0,65,0,0,0,4,4
2022-01-09,Mono,0.95,30,313,6,2,3,4,7
2022-01-16,Mono,0.5,6,137,1,0,1,4,5
2022-01-16,Mono,0.05,0,54,0,0,0,4,4
2022-01-16,Mono,0.95,30,262,7,2,4,4,8
2022-01-23,Mono,0.5,5,92,1,0,2,4,6
2022-01-23,Mono,0.05,0,38,0,0,0,4,4
2022-01-23,Mono,0.95,23,174,6,2,5,4,9
2022-01-30,Mono,0.5,3,55.5,1,0,2,4,6
2022-01-30,Mono,0.05,0,22,0,0,0,4,4
2022-01-30,Mono,0.95,16,108,5,2,6,4,10
2022-02-06,Mono,0.5,1,31,0,0,3,4,7
2022-02-06,Mono,0.05,0,12,0,0,0,4,4
2022-02-06,Mono,0.95,11,65,4,1,7,4,11
2022-02-13,Mono,0.5,1,18,0,0,3,4,7
2022-02-13,Mono,0.05,0,6,0,0,0,4,4
2022-02-13,Mono,0.95,6,39,2,1,7,4,11
2022-02-20,Mono,0.5,0,10,0,0,3,4,7
2022-02-20,Mono,0.05,0,3,0,0,0,4,4
2022-02-20,Mono,0.95,5,25,2,1,7,4,11
2022-02-27,Mono,0.5,0,6,0,0,3,4,7
2022-02-27,Mono,0.05,0,1,0,0,0,4,4
2022-02-27,Mono,0.95,3,17,1,1,7,4,11
2022-03-06,Mono,0.5,0,4,0,0,3,4,7
2022-03-06,Mono,0.05,0,0,0,0,0,4,4
2022-03-06,Mono,0.95,2,10,1,0,7,4,11
2022-03-13,Mono,0.5,0,3,0,0,3,4,7
2022-03-13,Mono,0.05,0,0,0,0,0,4,4
2022-03-13,Mono,0.95,2,8,1,0,7,4,11
2022-03-20,Mono,0.5,0,3,0,0,3,4,7
2022-03-20,Mono,0.05,0,0,0,0,0,4,4
2022-03-20,Mono,0.95,1,8,0,0,7,4,11
2022-03-27,Mono,0.5,0,3,0,0,3,4,7
2022-03-27,Mono,0.05,0,0,0,0,0,4,4
2022-03-27,Mono,0.95,1,8,0,0,7,4,11
2022-04-03,Mono,0.5,0,3,0,0,3,4,7
2022-04-03,Mono,0.05,0,0,0,0,0,4,4
2022-04-03,Mono,0.95,1,8,0,0,7,4,11
2022-04-10,Mono,0.5,0,3,0,0,3,4,7
2022-04-10,Mono,0.05,0,0,0,0,0,4,4
2022-04-10,Mono,0.95,1,9,0,0,7,4,11
2022-04-17,Mono,0.5,0,4,0,0,3,4,7
2022-04-17,Mono,0.05,0,1,0,0,0,4,4
2022-04-17,Mono,0.95,1,10,0,0,7,4,11
2022-04-24,Mono,0.5,0,5,0,0,3,4,7
2022-04-24,Mono,0.05,0,1,0,0,0,4,4
2022-04-24,Mono,0.95,1,12,0,0,7,4,11
2022-05-01,Mono,0.5,0,6,0,0,3,4,7
2022-05-01,Mono,0.05,0,1,0,0,0,4,4
2022-05-01,Mono,0.95,1,14,0,0,7,4,11
2022-05-08,Mono,0.5,0,8,0,0,3,4,7
2022-05-08,Mono,0.05,0,2,0,0,0,4,4
2022-05-08,Mono,0.95,1,17,0,0,8,4,12
2022-05-15,Mono,0.5,0,10,0,0,3,4,7
2022-05-15,Mono,0.05,0,3,0,0,0.9499999999999318,4,4.949999999999932
2022-05-15,Mono,0.95,1,21,0,0,8,4,12
2022-05-22,Mono,0.5,0,12,0,0,3,4,7
2022-05-22,Mono,0.05,0,4,0,0,1,4,5
2022-05-22,Mono,0.95,1,25,0,0,8,4,12
2022-05-29,Mono,0.5,0,13,0,0,3,4,7
2022-05-29,Mono,0.05,0,4,0,0,1,4,5
2022-05-29,Mono,0.95,1,27,0,0,8,4,12
2022-06-05,Mono,0.5,0,14,0,0,3,4,7
2022-06-05,Mono,0.05,0,5,0,0,1,4,5
2022-06-05,Mono,0.95,1,29,0,0,8,4,12
2022-06-12,Mono,0.5,0,14,0,0,3,4,7
2022-06-12,Mono,0.05,0,5,0,0,1,4,5
2022-06-12,Mono,0.95,2,29,1,0,8,4,12
2022-06-19,Mono,0.5,0,14,0,0,3,4,7
2022-06-19,Mono,0.05,0,5,0,0,1,4,5
2022-06-19,Mono,0.95,2,29,1,0,8,4,12
2022-06-26,Mono,0.5,0,15,0,0,3,4,7
2022-06-26,Mono,0.05,0,5,0,0,1,4,5
2022-06-26,Mono,0.95,2,30,1,0,8,4,12
2022-07-03,Mono,0.5,0,15,0,0,3,4,7
2022-07-03,Mono,0.05,0,5,0,0,1,4,5
2022-07-03,Mono,0.95,2,30,1,0,8,4,12
2022-07-10,Mono,0.5,0,14,0,0,3,4,7
2022-07-10,Mono,0.05,0,5,0,0,1,4,5
2022-07-10,Mono,0.95,2,28,1,0,8,4,12
2022-07-17,Mono,0.5,0,12,0,0,3,4,7
2022-07-17,Mono,0.05,0,4,0,0,1,4,5
2022-07-17,Mono,0.95,2,26,1,0,8,4,12
2022-07-24,Mono,0.5,0,10,0,0,3,4,7
2022-07-24,Mono,0.05,0,3,0,0,1,4,5
2022-07-24,Mono,0.95,1,23,0,0,8,4,12
2022-07-31,Mono,0.5,0,9,0,0,4,4,8
2022-07-31,Mono,0.05,0,3,0,0,1,4,5
2022-07-31,Mono,0.95,1,20,0,0,8,4,12
2022-08-07,Mono,0.5,0,7,0,0,4,4,8
2022-08-07,Mono,0.05,0,2,0,0,1,4,5
2022-08-07,Mono,0.95,1,16,0,0,8,4,12
2022-08-14,Mono,0.5,0,5,0,0,4,4,8
2022-08-14,Mono,0.05,0,1,0,0,1,4,5
2022-08-14,Mono,0.95,1,13,0,0,8,4,12
2022-08-21,Mono,0.5,0,4,0,0,4,4,8
2022-08-21,Mono,0.05,0,1,0,0,1,4,5
2022-08-21,Mono,0.95,1,10,0,0,8,4,12
2022-08-28,Mono,0.5,0,3,0,0,4,4,8
2022-08-28,Mono,0.05,0,0,0,0,1,4,5
2022-08-28,Mono,0.95,1,8,0,0,8,4,12
2022-09-04,Mono,0.5,0,2,0,0,4,4,8
2022-09-04,Mono,0.05,0,0,0,0,1,4,5
2022-09-04,Mono,0.95,0,7,0,0,8,4,12
2022-09-11,Mono,0.5,0,2,0,0,4,4,8
2022-09-11,Mono,0.05,0,0,0,0,1,4,5
2022-09-11,Mono,0.95,0,7,0,0,8,4,12
2022-09-18,Mono,0.5,0,1,0,0,4,4,8
2022-09-18,Mono,0.05,0,0,0,0,1,4,5
2022-09-18,Mono,0.95,0,6,0,0,8,4,12
2022-09-25,Mono,0.5,0,1,0,0,4,4,8
2022-09-25,Mono,0.05,0,0,0,0,1,4,5
2022-09-25,Mono,0.95,0,6,0,0,8,4,12
2022-10-02,Mono,0.5,0,1,0,0,4,4,8
2022-10-02,Mono,0.05,0,0,0,0,1,4,5
2022-10-02,Mono,0.95,0,7,0,0,8,4,12
2022-10-09,Mono,0.5,0,1,0,0,4,4,8
2022-10-09,Mono,0.05,0,0,0,0,1,4,5
2022-10-09,Mono,0.95,0,7,0,0,8,4,12
2022-10-16,Mono,0.5,0,0,0,0,4,4,8
2022-10-16,Mono,0.05,0,0,0,0,1,4,5
2022-10-16,Mono,0.95,0,8,0,0,8,4,12
2022-10-23,Mono,0.5,0,0,0,0,4,4,8
2022-10-23,Mono,0.05,0,0,0,0,1,4,5
2022-10-23,Mono,0.95,0,9,0,0,8,4,12
2022-10-30,Mono,0.5,0,0,0,0,4,4,8
2022-10-30,Mono,0.05,0,0,0,0,1,4,5
2022-10-30,Mono,0.95,0,10,0,0,8,4,12
2022-11-06,Mono,0.5,0,0,0,0,4,4,8
2022-11-06,Mono,0.05,0,0,0,0,1,4,5
2022-11-06,Mono,0.95,0,11,0,0,8,4,12
2022-11-13,Mono,0.5,0,0,0,0,4,4,8
2022-11-13,Mono,0.05,0,0,0,0,1,4,5
2022-11-13,Mono,0.95,0,12,0,0,8,4,12
2022-11-20,Mono,0.5,0,0,0,0,4,4,8
2022-11-20,Mono,0.05,0,0,0,0,1,4,5
2022-11-20,Mono,0.95,0,14,0,0,8,4,12
2022-11-27,Mono,0.5,0,0,0,0,4,4,8
2022-11-27,Mono,0.05,0,0,0,0,1,4,5
2022-11-27,Mono,0.95,0,16,0,0,8,4,12
2021-12-19,Monterey,0.5,28,523,5,1,1,639,640
2021-12-19,Monterey,0.05,17,113.94999999999993,2,0,0,639,639
2021-12-19,Monterey,0.95,43,1439,10,5,5,639,644
2021-12-26,Monterey,0.5,34,644,6,1,3,639,642
2021-12-26,Monterey,0.05,21,138,2,0,0,639,639
2021-12-26,Monterey,0.95,50,1806.0999999999985,11,5.049999999999272,8,639,647
2022-01-02,Monterey,0.5,45,883,8,2,5,639,644
2022-01-02,Monterey,0.05,28,192.94999999999993,3,0,1,639,640
2022-01-02,Monterey,0.95,63.04999999999927,2503.0999999999985,14,7,12,639,651
2022-01-09,Monterey,0.5,59,1234,10,2,9,639,648
2022-01-09,Monterey,0.05,41,269.94999999999993,5,0,3,639,642
2022-01-09,Monterey,0.95,80,3461.199999999997,16,8,17,639,656
2022-01-16,Monterey,0.5,77,1648,12,3,13,639,652
2022-01-16,Monterey,0.05,55,353.89999999999986,6,0,5,639,644
2022-01-16,Monterey,0.95,102,4591.199999999997,20,11,24,639,663
2022-01-23,Monterey,0.5,92,1913,15,5,18,639,657
2022-01-23,Monterey,0.05,67,408,8,0,8,639,647
2022-01-23,Monterey,0.95,120,5328.0999999999985,23,15,33,639,672
2022-01-30,Monterey,0.5,97,1875,16,6,25,639,664
2022-01-30,Monterey,0.05,72,401.94999999999993,9,0,12,639,651
2022-01-30,Monterey,0.95,126,5226.249999999996,24,17,43,639,682
2022-02-06,Monterey,0.5,89,1561,15,6,32,639,671
2022-02-06,Monterey,0.05,65,340,8,0,17,639,656
2022-02-06,Monterey,0.95,118,4402.149999999998,24,18,53,639,692
2022-02-13,Monterey,0.5,74,1164,13,5,39,639,678
2022-02-13,Monterey,0.05,53,258,7,0,21,639,660
2022-02-13,Monterey,0.95,99,3222.0999999999985,21,16,62,639,701
2022-02-20,Monterey,0.5,56,803,10,4,44,639,683
2022-02-20,Monterey,0.05,38,179.94999999999993,5,0,25,639,664
2022-02-20,Monterey,0.95,77,2244.0499999999993,17,13,68,639,707
2022-02-27,Monterey,0.5,41,556,8,3,48,639,687
2022-02-27,Monterey,0.05,26,123,3,0,29,639,668
2022-02-27,Monterey,0.95,58,1554,14,10,73,639,712
2022-03-06,Monterey,0.5,29,393,6,2,51,639,690
2022-03-06,Monterey,0.05,17,84,2,0,31,639,670
2022-03-06,Monterey,0.95,44,1135,11,8,76,639,715
2022-03-13,Monterey,0.5,21,292,4,2,53,639,692
2022-03-13,Monterey,0.05,11,62,1,0,33,639,672
2022-03-13,Monterey,0.95,33,858,8,6,79,639,718
2022-03-20,Monterey,0.5,15,229,3,1,55,639,694
2022-03-20,Monterey,0.05,7,49,0,0,34,639,673
2022-03-20,Monterey,0.95,25.049999999999272,672.0999999999985,6,5,81,639,720
2022-03-27,Monterey,0.5,12,187,2,1,56,639,695
2022-03-27,Monterey,0.05,5,38,0,0,35,639,674
2022-03-27,Monterey,0.95,21,540.0499999999993,5,4,82,639,721
2022-04-03,Monterey,0.5,10,163,2,1,57,639,696
2022-04-03,Monterey,0.05,3,35,0,0,36,639,675
2022-04-03,Monterey,0.95,17,470,4,3,83,639,722
2022-04-10,Monterey,0.5,7,149,1,0,58,639,697
2022-04-10,Monterey,0.05,3,31,0,0,36,639,675
2022-04-10,Monterey,0.95,15,430,4,3,84,639,723
2022-04-17,Monterey,0.5,7,152,1,0,58,639,697
2022-04-17,Monterey,0.05,2,32,0,0,37,639,676
2022-04-17,Monterey,0.95,14,430,3,2,84,639,723
2022-04-24,Monterey,0.5,7,167,1,0,59,639,698
2022-04-24,Monterey,0.05,2,35,0,0,38,639,677
2022-04-24,Monterey,0.95,14,473,3,2,85,639,724
2022-05-01,Monterey,0.5,7,196,1,0,59,639,698
2022-05-01,Monterey,0.05,3,41,0,0,38,639,677
2022-05-01,Monterey,0.95,15,557,3,2,85,639,724
2022-05-08,Monterey,0.5,9,236,1,0,60,639,699
2022-05-08,Monterey,0.05,3,49,0,0,39,639,678
2022-05-08,Monterey,0.95,16,657.0499999999993,3,2.0499999999992724,86,639,725
2022-05-15,Monterey,0.5,10,294,1,0,61,639,700
2022-05-15,Monterey,0.05,4,61.94999999999993,0,0,39,639,678
2022-05-15,Monterey,0.95,18,831,3,3,87,639,726
2022-05-22,Monterey,0.5,12,362,1,1,62,639,701
2022-05-22,Monterey,0.05,6,75,0,0,40,639,679
2022-05-22,Monterey,0.95,22,1024.0499999999993,4,3,88,639,727
2022-05-29,Monterey,0.5,15,464,1,1,63,639,702
2022-05-29,Monterey,0.05,8,95,0,0,41,639,680
2022-05-29,Monterey,0.95,26,1319,4,4,89,639,728
2022-06-05,Monterey,0.5,20,583,2,1,64,639,703
2022-06-05,Monterey,0.05,11,120,0,0,42,639,681
2022-06-05,Monterey,0.95,30,1666.0999999999985,4,4,91,639,730
2022-06-12,Monterey,0.5,25,769,2,1,66,639,705
2022-06-12,Monterey,0.05,15,164,0,0,44,639,683
2022-06-12,Monterey,0.95,38,2173.0499999999993,5,5,93,639,732
2022-06-19,Monterey,0.5,33,1006,3,2,68,639,707
2022-06-19,Monterey,0.05,20,212,0,0,45,639,684
2022-06-19,Monterey,0.95,48,2819.0999999999985,7,6,95,639,734
2022-06-26,Monterey,0.5,40,1209,4,2,71,639,710
2022-06-26,Monterey,0.05,26,258.94999999999993,1,0,48,639,687
2022-06-26,Monterey,0.95,57,3326.0499999999993,8,8,98,639,737
2022-07-03,Monterey,0.5,46,1333,4,3,74,639,713
2022-07-03,Monterey,0.05,31,291,1,0,51,639,690
2022-07-03,Monterey,0.95,65,3778.149999999998,9,9,102,639,741
2022-07-10,Monterey,0.5,50,1368,5,3,78,639,717
2022-07-10,Monterey,0.05,33,313.94999999999993,1,0,54,639,693
2022-07-10,Monterey,0.95,67.04999999999927,3820.5999999999913,9,10,107,639,746
2022-07-17,Monterey,0.5,48,1291,5,3,82,639,721
2022-07-17,Monterey,0.05,32,276.94999999999993,1,0,57,639,696
2022-07-17,Monterey,0.95,66,3626,9,10,111,639,750
2022-07-24,Monterey,0.5,44,1178,4,3,85,639,724
2022-07-24,Monterey,0.05,30,245,1,0,60,639,699
2022-07-24,Monterey,0.95,62,3306.0499999999993,9,10,115.04999999999927,639,754.0499999999993
2022-07-31,Monterey,0.5,40,1020.5,4,3,89,639,728
2022-07-31,Monterey,0.05,26,211,1,0,63,639,702
2022-07-31,Monterey,0.95,56,2904.2499999999964,8,10,120,639,759
2022-08-07,Monterey,0.5,35,925,3,2,92,639,731
2022-08-07,Monterey,0.05,23,208,1,0,66,639,705
2022-08-07,Monterey,0.95,51,2590.0499999999993,7,8.049999999999272,123,639,762
2022-08-14,Monterey,0.5,33,864,3,2,95,639,734
2022-08-14,Monterey,0.05,21,184,1,0,68,639,707
2022-08-14,Monterey,0.95,48,2370,7,8,127,639,766
2022-08-21,Monterey,0.5,31,802,3,2,97,639,736
2022-08-21,Monterey,0.05,18,176,0,0,70,639,709
2022-08-21,Monterey,0.95,45,2264.0499999999993,6,7,130,639,769
2022-08-28,Monterey,0.5,28,744,3,2,100,639,739
2022-08-28,Monterey,0.05,16,157,0,0,72,639,711
2022-08-28,Monterey,0.95,42,2101.0499999999993,6,7,132,639,771
2022-09-04,Monterey,0.5,25,658,2,2,102,639,741
2022-09-04,Monterey,0.05,14,145.94999999999993,0,0,74,639,713
2022-09-04,Monterey,0.95,40,1862.0999999999985,6,6,135,639,774
2022-09-11,Monterey,0.5,22,568,2,2,104,639,743
2022-09-11,Monterey,0.05,12,117,0,0,76,639,715
