date,county,quantile,hosp_census_with_covid,cases,icu,death,cum_death,prev_cum_est_deaths,total_cum_death,Rt
2021-12-20,California,0.5,3568,70186,875,357,0,76791,77148,NA
2021-12-20,California,0.05,3370,50178.9,813,295,0,76791,77086,NA
2021-12-20,California,0.95,3771,100706.34999999999,940,429,0,76791,77220,NA
2021-12-27,California,0.5,4808,127533.5,920,368,0,77293,77661,NA
2021-12-27,California,0.05,4562.95,90393.75,856,302,0,77293,77595,NA
2021-12-27,California,0.95,5064.049999999999,188664.74999999997,989,446,0,77293,77739,NA
2022-01-03,California,0.5,7972,246038.5,1278,499,0,77785,78284,NA
2022-01-03,California,0.05,7608.9,169888.2,1198.95,408,0,77785,78193,NA
2022-01-03,California,0.95,8362,373474.6999999998,1364,614,0,77785,78399,NA
2022-01-10,California,0.5,12532,365092,1930,806,0,78370,79176,NA
2022-01-10,California,0.05,11962,253703.5,1815,649,0,78370,79019,NA
2022-01-10,California,0.95,13146,554467.5499999999,2051,1002,0,78370,79372,NA
2022-01-17,California,0.5,15950,386043,2566,1194,0,79310,80504,NA
2022-01-17,California,0.05,15236,273102.75,2422,962,0,79310,80272,NA
2022-01-17,California,0.95,16694.05,574379.1499999999,2717,1500,0,79310,80810,NA
2022-01-24,California,0.5,16394,324111.5,2825,1430,0,80730,82160,NA
2022-01-24,California,0.05,15695.949999999999,237268.05,2670,1157,0,80730,81887,NA
2022-01-24,California,0.95,17145.05,463464.79999999976,2988,1791,0,80730,82521,NA
2022-01-31,California,0.5,14339,230110,2645,1422,0,82493,83915,NA
2022-01-31,California,0.05,13716.9,169636.8,2499,1161,0,82493,83654,NA
2022-01-31,California,0.95,14988,323230.54999999976,2800,1768.0499999999993,0,82493,84261.05,NA
2022-02-07,California,0.5,11251,156569.5,2200,1227,0,84389,85616,NA
2022-02-07,California,0.05,10764,117302.5,2078,1002,0,84389,85391,NA
2022-02-07,California,0.95,11760.05,217349.14999999997,2330,1506.0499999999993,0,84389,85895.05,NA
2022-02-14,California,0.5,8298,106373.5,1693,959,0,86157,87116,NA
2022-02-14,California,0.05,7933,78877.84999999999,1593,791,0,86157,86948,NA
2022-02-14,California,0.95,8689,146801.64999999997,1799,1166,0,86157,87323,NA
2022-02-21,California,0.5,5945,74296,1242,709,0,87581,88290,NA
2022-02-21,California,0.05,5666.95,54712.95,1164,588,0,87581,88169,NA
2022-02-21,California,0.95,6233,103727.54999999997,1324,862,0,87581,88443,NA
2022-02-28,California,0.5,4237,54902,888,511,0,88577,89088,NA
2022-02-28,California,0.05,4027,39781.84999999999,828,422,0,88577,88999,NA
2022-02-28,California,0.95,4459,76797.29999999999,954,625,0,88577,89202,NA
2022-03-07,California,0.5,3055,41541,632,366,0,89262,89628,NA
2022-03-07,California,0.05,2888,30174.850000000002,582,300,0,89262,89562,NA
2022-03-07,California,0.95,3228,58802.5,684,446,0,89262,89708,NA
2022-03-14,California,0.5,2250,33217,453,263,0,89756,90019,NA
2022-03-14,California,0.05,2116,23985.399999999998,412,214,0,89756,89970,NA
2022-03-14,California,0.95,2391,47494.49999999999,496,323,0,89756,90079,NA
2022-03-21,California,0.5,1715,27849.5,331,194,0,90113,90307,NA
2022-03-21,California,0.05,1602,19860.95,298,156,0,90113,90269,NA
2022-03-21,California,0.95,1832,40104.399999999994,366,240,0,90113,90353,NA
2022-03-28,California,0.5,1359,24561,249,147,0,90362,90509,NA
2022-03-28,California,0.05,1263.9499999999998,17315,221.94999999999993,116,0,90362,90478,NA
2022-03-28,California,0.95,1460,35675.649999999994,278,186,0,90362,90548,NA
2022-04-04,California,0.5,1136,23079.5,195,117,0,90537,90654,NA
2022-04-04,California,0.05,1049,16343.95,171,90,0,90537,90627,NA
2022-04-04,California,0.95,1225,33191.299999999996,221,148,0,90537,90685,NA
2022-04-11,California,0.5,1011,23208.5,162,98,0,90675,90773,NA
2022-04-11,California,0.05,933,16509.9,140,75,0,90675,90750,NA
2022-04-11,California,0.95,1093,33126.34999999999,185,127,0,90675,90802,NA
2022-04-18,California,0.5,964,24647,144,87,0,90799,90886,NA
2022-04-18,California,0.05,888,18005.55,124,66,0,90799,90865,NA
2022-04-18,California,0.95,1044.0499999999993,34642.59999999999,165.04999999999927,114,0,90799,90913,NA
2022-04-25,California,0.5,993,27903,138,83,0,90909,90992,NA
2022-04-25,California,0.05,916,20566.85,119,63,0,90909,90972,NA
2022-04-25,California,0.95,1074,38606.25,159,109,0,90909,91018,NA
2022-05-02,California,0.5,1104,33494,145,86,0,91000,91086,NA
2022-05-02,California,0.05,1022,25022.35,124,66,0,91000,91066,NA
2022-05-02,California,0.95,1188,45832.149999999994,166,111,0,91000,91111,NA
2022-05-09,California,0.5,1301,41608.5,163,96,0,91081,91177,NA
2022-05-09,California,0.05,1210,31189.850000000002,141,74,0,91081,91155,NA
2022-05-09,California,0.95,1397,57080.2,186,122,0,91081,91203,NA
2022-05-16,California,0.5,1585,51909.5,193,113,0,91163,91276,NA
2022-05-16,California,0.05,1481,38974.549999999996,169,88,0,91163,91251,NA
2022-05-16,California,0.95,1693.0499999999993,71440.15,218.04999999999927,145,0,91163,91308,NA
2022-05-23,California,0.5,1922,62094.5,231,139,0,91279,91418,NA
2022-05-23,California,0.05,1803,46011.1,205,109,0,91279,91388,NA
2022-05-23,California,0.95,2043,85549.2,259,174,0,91279,91453,NA
2022-05-30,California,0.5,2238,69739,268,166,0,91394,91560,NA
2022-05-30,California,0.05,2112,52245.7,239,132,0,91394,91526,NA
2022-05-30,California,0.95,2375,95313.44999999998,298,210,0,91394,91604,NA
2022-06-06,California,0.5,2533,77517,303,191,0,91538,91729,NA
2022-06-06,California,0.05,2393,58508.8,272,152,0,91538,91690,NA
2022-06-06,California,0.95,2677,106615.15000000001,335,240,0,91538,91778,NA
2022-06-13,California,0.5,2775,82134,332,214,0,91674,91888,NA
2022-06-13,California,0.05,2629,61543.649999999994,300,171,0,91674,91845,NA
2022-06-13,California,0.95,2929,112317.34999999998,366,267,0,91674,91941,NA
2022-06-20,California,0.5,2997,88709,357,233,0,91846,92079,NA
2022-06-20,California,0.05,2841,65948.5,323,187,0,91846,92033,NA
2022-06-20,California,0.95,3156,123823.64999999997,393,293,0,91846,92139,NA
2022-06-27,California,0.5,3294.5,99596.5,388,253,0,92053,92306,NA
2022-06-27,California,0.05,3124,73535,352,203,0,92053,92256,NA
2022-06-27,California,0.95,3465,140232.25,426,314,0,92053,92367,NA
2022-07-04,California,0.5,3696,114808,431,280,0,92266,92546,NA
2022-07-04,California,0.05,3515,82650.79999999999,393,225,0,92266,92491,NA
2022-07-04,California,0.95,3886,164630.75,471,352,0,92266,92618,NA
2022-07-11,California,0.5,4207,132785.5,488,319,0,92530,92849,NA
2022-07-11,California,0.05,3997,93614.5,446,253,0,92530,92783,NA
2022-07-11,California,0.95,4425,194527.74999999994,531,405.0499999999993,0,92530,92935.05,NA
2022-07-18,California,0.5,4603,138221.5,539,365,0,92808,93173,NA
2022-07-18,California,0.05,4375.95,98733.3,495,286,0,92808,93094,NA
2022-07-18,California,0.95,4832,202812.64999999988,585,467,0,92808,93275,NA
2022-07-25,California,0.5,4686.5,131899,556,392,0,93092,93484,NA
2022-07-25,California,0.05,4455,94485.15,510,308,0,93092,93400,NA
2022-07-25,California,0.95,4923.049999999999,192038.5,604.0499999999993,508,0,93092,93600,NA
2022-08-01,California,0.5,4498,120776.5,540,391,0,93439,93830,NA
2022-08-01,California,0.05,4274,86750.5,496,306,0,93439,93745,NA
2022-08-01,California,0.95,4718.049999999999,174475.34999999998,586,504,0,93439,93943,NA
2022-08-08,California,0.5,4145,107320.5,502,372,0,93790,94162,NA
2022-08-08,California,0.05,3941,77560.15,458,290,0,93790,94080,NA
2022-08-08,California,0.95,4351.049999999999,153911.55,545,478,0,93790,94268,NA
2022-08-15,California,0.5,3754,95303.5,456,340,0,94103,94443,NA
2022-08-15,California,0.05,3554,68147.84999999999,416,266,0,94103,94369,NA
2022-08-15,California,0.95,3960,136473.19999999998,497,435.0499999999993,0,94103,94538.05,NA
2022-08-22,California,0.5,3386,85776,412,307,0,94391,94698,NA
2022-08-22,California,0.05,3202,61790.549999999996,374,240,0,94391,94631,NA
2022-08-22,California,0.95,3576,123430.15,450,392,0,94391,94783,NA
2022-08-29,California,0.5,3075,79062.5,372,277,0,94665,94942,NA
2022-08-29,California,0.05,2912,56527.95,338,216,0,94665,94881,NA
2022-08-29,California,0.95,3245.0499999999993,114248.49999999999,410,355,0,94665,95020,NA
2022-09-05,California,0.5,2803,71662.5,339,253,0,94881,95134,NA
2022-09-05,California,0.05,2651,51249.25,305,197,0,94881,95078,NA
2022-09-05,California,0.95,2960.0499999999993,105040.84999999999,374,327,0,94881,95208,NA
2022-09-12,California,0.5,2528,63870,306,231,0,95122,95353,NA
2022-09-12,California,0.05,2383.95,45832.700000000004,274.94999999999993,178,0,95122,95300,NA
2022-09-12,California,0.95,2677,93297.89999999997,340,299,0,95122,95421,NA
2022-09-19,California,0.5,2246,55738,273,207,0,95344,95551,NA
2022-09-19,California,0.05,2114,39476.75,243,159,0,95344,95503,NA
2022-09-19,California,0.95,2384,80027.64999999997,303,270,0,95344,95614,NA
2022-09-26,California,0.5,1995,49910.5,243,183,0,95526,95709,NA
2022-09-26,California,0.05,1873,35398.05,216,139,0,95526,95665,NA
2022-09-26,California,0.95,2118,72838.04999999997,270,238,0,95526,95764,NA
2022-10-03,California,0.5,1803,46309.5,218,162,0,95700,95862,NA
2022-10-03,California,0.05,1693,32618.45,193,123,0,95700,95823,NA
2022-10-03,California,0.95,1921,68234.1,245,212,0,95700,95912,NA
2022-10-10,California,0.5,1658,43084,200,148,0,95814,95962,NA
2022-10-10,California,0.05,1551,30363.95,175,112,0,95814,95926,NA
2022-10-10,California,0.95,1768.0499999999993,63151.14999999998,225,194,0,95814,96008,NA
2022-10-17,California,0.5,1544,40178.5,186,137,0,95977,96114,NA
2022-10-17,California,0.05,1438,28742.8,162,103,0,95977,96080,NA
2022-10-17,California,0.95,1652,58091.04999999997,211,179,0,95977,96156,NA
2022-10-24,California,0.5,1478,39802,176,128,0,96131,96259,NA
2022-10-24,California,0.05,1373,28635.149999999998,152,97,0,96131,96228,NA
2022-10-24,California,0.95,1582,57231.2,200,168,0,96131,96299,NA
2022-10-31,California,0.5,1462,40950.5,173,124,0,96337,96461,NA
2022-10-31,California,0.05,1355,29973.899999999998,150,93,0,96337,96430,NA
2022-10-31,California,0.95,1573,58084.79999999999,197,162,0,96337,96499,NA
2021-12-20,Alameda,0.5,72,2161.5,15,6,0,1536,1542,2.160011741462239
2021-12-20,Alameda,0.05,53,687.9499999999999,9,2,0,1536,1538,2.160011741462239
2021-12-20,Alameda,0.95,96,4868.049999999999,23,12,0,1536,1548,2.160011741462239
2021-12-27,Alameda,0.5,113,3835.5,18,6,0,1545,1551,2.114051580751763
2021-12-27,Alameda,0.05,85,1285.7999999999997,10,2,0,1545,1547,2.114051580751763
2021-12-27,Alameda,0.95,142,8823.05,26,12,0,1545,1557,2.114051580751763
2022-01-03,Alameda,0.5,198,7311.5,28,9,0,1557,1566,1.7631059616514926
2022-01-03,Alameda,0.05,159,2318.7999999999997,18,3,0,1557,1560,1.7631059616514926
2022-01-03,Alameda,0.95,241,17028.399999999994,39,17,0,1557,1574,1.7631059616514926
2022-01-10,Alameda,0.5,322,11157.5,44,16,0,1562,1578,1.3050868752376172
2022-01-10,Alameda,0.05,268,3649.6999999999994,31,7,0,1562,1569,1.3050868752376172
2022-01-10,Alameda,0.95,384,26410.199999999997,60,28,0,1562,1590,1.3050868752376172
2022-01-17,Alameda,0.5,426,12584,62,25,0,1577,1602,1.0083383187488077
2022-01-17,Alameda,0.05,356,4167.85,45,12,0,1577,1589,1.0083383187488077
2022-01-17,Alameda,0.95,502,29194.249999999996,82,43,0,1577,1620,1.0083383187488077
2022-01-24,Alameda,0.5,453,11083.5,70,32,0,1609,1641,0.8032457771489604
2022-01-24,Alameda,0.05,379,3612.8999999999996,52,16,0,1609,1625,0.8032457771489604
2022-01-24,Alameda,0.95,535,25568.899999999987,92,53,0,1609,1662,0.8032457771489604
2022-01-31,Alameda,0.5,407,8558,67,33,0,1650,1683,0.7077878182094797
2022-01-31,Alameda,0.05,340,2834.6999999999994,49,16,0,1650,1666,0.7077878182094797
2022-01-31,Alameda,0.95,482,20029.999999999985,88,55,0,1650,1705,0.7077878182094797
2022-02-07,Alameda,0.5,327,6061,57,29,0,1700,1729,0.6591887068542945
2022-02-07,Alameda,0.05,270,1965.7999999999997,41,14,0,1700,1714,0.6591887068542945
2022-02-07,Alameda,0.95,391,13910.899999999987,75,50,0,1700,1750,0.6591887068542945
2022-02-14,Alameda,0.5,247,4249,44,24,0,1743,1767,0.6535173968483017
2022-02-14,Alameda,0.05,201,1389.9499999999998,31,11,0,1743,1754,0.6535173968483017
2022-02-14,Alameda,0.95,298,9847,60,41,0,1743,1784,0.6535173968483017
2022-02-21,Alameda,0.5,181,3075.5,33,18,0,1783,1801,0.6632038604843409
2022-02-21,Alameda,0.05,144.94999999999993,993.9499999999999,22,8,0,1783,1791,0.6632038604843409
2022-02-21,Alameda,0.95,223,7081.199999999997,46,32,0,1783,1815,0.6632038604843409
2022-02-28,Alameda,0.5,131,2282.5,24,13,0,1810,1823,0.6610287960129806
2022-02-28,Alameda,0.05,102,733,15,5,0,1810,1815,0.6610287960129806
2022-02-28,Alameda,0.95,165,5295.399999999994,34,24,0,1810,1834,0.6610287960129806
2022-03-07,Alameda,0.5,95,1667,17,9,0,1827,1836,0.7171992192569072
2022-03-07,Alameda,0.05,71,546.9499999999999,10,4,0,1827,1831,0.7171992192569072
2022-03-07,Alameda,0.95,123,3803.0499999999993,26,18,0,1827,1845,0.7171992192569072
2022-03-14,Alameda,0.5,70,1362.5,12,7,0,1839,1846,0.7823958241252982
2022-03-14,Alameda,0.05,51,432,7,2,0,1839,1841,0.7823958241252982
2022-03-14,Alameda,0.95,94,3085,20,14,0,1839,1853,0.7823958241252982
2022-03-21,Alameda,0.5,55,1139,9,5,0,1848,1853,0.8801225922260143
2022-03-21,Alameda,0.05,37,378.94999999999993,4,1,0,1848,1849,0.8801225922260143
2022-03-21,Alameda,0.95,74,2643.0499999999993,15,11,0,1848,1859,0.8801225922260143
2022-03-28,Alameda,0.5,45,1072.5,7,4,0,1854,1858,0.987371141563128
2022-03-28,Alameda,0.05,30,351,3,1,0,1854,1855,0.987371141563128
2022-03-28,Alameda,0.95,63,2441.2999999999956,12,9,0,1854,1863,0.987371141563128
2022-04-04,Alameda,0.5,41,1114,6,3,0,1858,1861,1.084385095524933
2022-04-04,Alameda,0.05,27,353,2,1,0,1858,1859,1.084385095524933
2022-04-04,Alameda,0.95,58,2542.0499999999993,11,8,0,1858,1866,1.084385095524933
2022-04-11,Alameda,0.5,41,1198,6,3,0,1861,1864,1.1282775973475514
2022-04-11,Alameda,0.05,26,379,2,0,0,1861,1861,1.1282775973475514
2022-04-11,Alameda,0.95,57,2751,10,7,0,1861,1868,1.1282775973475514
2022-04-18,Alameda,0.5,43,1339,6,3,0,1867,1870,1.1415669873322953
2022-04-18,Alameda,0.05,28,425,2,0,0,1867,1867,1.1415669873322953
2022-04-18,Alameda,0.95,60,3111.0999999999985,10,7,0,1867,1874,1.1415669873322953
2022-04-25,Alameda,0.5,46,1505,6,3,0,1871,1874,1.1919892602661997
2022-04-25,Alameda,0.05,31,486,2,0,0,1871,1871,1.1919892602661997
2022-04-25,Alameda,0.95,63,3436.0499999999993,10,7,0,1871,1878,1.1919892602661997
2022-05-02,Alameda,0.5,51,1787,6,3,0,1877,1880,1.2511008530813341
2022-05-02,Alameda,0.05,35,569.9499999999999,2,1,0,1877,1878,1.2511008530813341
2022-05-02,Alameda,0.95,70,4059,11,8,0,1877,1885,1.2511008530813341
2022-05-09,Alameda,0.5,60,2152.5,7,4,0,1878,1882,1.2439338410224168
2022-05-09,Alameda,0.05,43,688.9499999999999,3,1,0,1878,1879,1.2439338410224168
2022-05-09,Alameda,0.95,81,4857.049999999999,12,8,0,1878,1886,1.2439338410224168
2022-05-16,Alameda,0.5,72,2600.5,8,5,0,1884,1889,1.235911889281038
2022-05-16,Alameda,0.05,53,842.9499999999999,4,1,0,1884,1885,1.235911889281038
2022-05-16,Alameda,0.95,95,6061.0999999999985,14,10,0,1884,1894,1.235911889281038
2022-05-23,Alameda,0.5,87,3137,10,6,0,1891,1897,1.1885997068916354
2022-05-23,Alameda,0.05,65,1029.9499999999998,5,2,0,1891,1893,1.1885997068916354
2022-05-23,Alameda,0.95,112,7107.049999999999,16,12,0,1891,1903,1.1885997068916354
2022-05-30,Alameda,0.5,102,3632,12,7,0,1895,1902,1.1320632969002937
2022-05-30,Alameda,0.05,78,1250,6,2,0,1895,1897,1.1320632969002937
2022-05-30,Alameda,0.95,129,8105.049999999999,19,13,0,1895,1908,1.1320632969002937
2022-06-06,Alameda,0.5,115,4010,13,8,0,1899,1907,1.0603404723878127
2022-06-06,Alameda,0.05,89,1310,7,3,0,1899,1902,1.0603404723878127
2022-06-06,Alameda,0.95,145,8897,21,15,0,1899,1914,1.0603404723878127
2022-06-13,Alameda,0.5,123,4051.5,14,9,0,1904,1913,1.0397127147766556
2022-06-13,Alameda,0.05,95,1331.9499999999998,8,3,0,1904,1907,1.0397127147766556
2022-06-13,Alameda,0.95,154,9113.999999999985,22,17,0,1904,1921,1.0397127147766556
2022-06-20,Alameda,0.5,128,4182,15,9,0,1908,1917,1.0522575925974165
2022-06-20,Alameda,0.05,100,1347.85,9,3,0,1908,1911,1.0522575925974165
2022-06-20,Alameda,0.95,160,9587.149999999998,23,18,0,1908,1926,1.0522575925974165
2022-06-27,Alameda,0.5,132,4360,15,9,0,1920,1929,1.080935324160786
2022-06-27,Alameda,0.05,103,1365.9499999999998,9,4,0,1920,1924,1.080935324160786
2022-06-27,Alameda,0.95,166,9863.599999999991,24,18,0,1920,1938,1.080935324160786
2022-07-04,Alameda,0.5,139,4638,16,10,0,1928,1938,1.1027657382804847
2022-07-04,Alameda,0.05,109,1497,9,4,0,1928,1932,1.1027657382804847
2022-07-04,Alameda,0.95,173,10655.249999999996,24,19,0,1928,1947,1.1027657382804847
2022-07-11,Alameda,0.5,150,5106,17,11,0,1939,1950,1.0941722461709507
2022-07-11,Alameda,0.05,118,1629,10,4,0,1939,1943,1.0941722461709507
2022-07-11,Alameda,0.95,186,11508.05,26,19,0,1939,1958,1.0941722461709507
2022-07-18,Alameda,0.5,161,5420,19,11,0,1947,1958,1.0364424123946316
2022-07-18,Alameda,0.05,128,1765.9499999999998,11,4,0,1947,1951,1.0364424123946316
2022-07-18,Alameda,0.95,198,12354.05,28,21,0,1947,1968,1.0364424123946316
2022-07-25,Alameda,0.5,169,5386.5,20,12,0,1956,1968,0.9521464695219617
2022-07-25,Alameda,0.05,135,1798.95,12,5,0,1956,1961,0.9521464695219617
2022-07-25,Alameda,0.95,207,12519.599999999991,29,23,0,1956,1979,0.9521464695219617
2022-08-01,Alameda,0.5,167,5221,20,13,0,1968,1981,0.8968048368593917
2022-08-01,Alameda,0.05,132,1672.8999999999996,12,5,0,1968,1973,0.8968048368593917
2022-08-01,Alameda,0.95,205,11875.299999999996,29,23,0,1968,1991,0.8968048368593917
2022-08-08,Alameda,0.5,156,4621,19,12,0,1975,1987,0.8635852075632117
2022-08-08,Alameda,0.05,123,1464,11,5,0,1975,1980,0.8635852075632117
2022-08-08,Alameda,0.95,193,10323.749999999989,28,23,0,1975,1998,0.8635852075632117
2022-08-15,Alameda,0.5,141,4026,17,11,0,1988,1999,0.8818268950651263
2022-08-15,Alameda,0.05,110,1303.85,10,4,0,1988,1992,0.8818268950651263
2022-08-15,Alameda,0.95,176,9253.399999999994,26,22,0,1988,2010,0.8818268950651263
2022-08-22,Alameda,0.5,126,3666.5,15,10,0,1997,2007,0.8759864495610268
2022-08-22,Alameda,0.05,98,1149.9499999999998,9,4,0,1997,2001,0.8759864495610268
2022-08-22,Alameda,0.95,158,8420.249999999996,23,19,0,1997,2016,0.8759864495610268
2022-08-29,Alameda,0.5,114,3299,14,9,0,2004,2013,0.8809606614986745
2022-08-29,Alameda,0.05,87,1084,8,3,0,2004,2007,0.8809606614986745
2022-08-29,Alameda,0.95,143,7588.899999999987,21,17,0,2004,2021,0.8809606614986745
2022-09-05,Alameda,0.5,102,3005.5,12,8,0,2015,2023,0.8588068090696259
2022-09-05,Alameda,0.05,78,954.8999999999999,7,3,0,2015,2018,0.8588068090696259
2022-09-05,Alameda,0.95,131,6989.149999999998,19,16,0,2015,2031,0.8588068090696259
2022-09-12,Alameda,0.5,92,2627,11,7,0,2019,2026,0.863307809023498
2022-09-12,Alameda,0.05,69,856.9499999999999,6,2,0,2019,2021,0.863307809023498
2022-09-12,Alameda,0.95,121,6175.0999999999985,18,15,0,2019,2034,0.863307809023498
2022-09-19,Alameda,0.5,83,2327.5,10,7,0,2024,2031,0.8573735846825287
2022-09-19,Alameda,0.05,61,774,5,2,0,2024,2026,0.8573735846825287
2022-09-19,Alameda,0.95,108,5314.049999999999,16,14,0,2024,2038,0.8573735846825287
2022-09-26,Alameda,0.5,73,2078,9,6,0,2028,2034,0.9079840926019658
2022-09-26,Alameda,0.05,53,664,4,2,0,2028,2030,0.9079840926019658
2022-09-26,Alameda,0.95,97,4719.299999999996,15,12,0,2028,2040,0.9079840926019658
2022-10-03,Alameda,0.5,67,1954.5,8,5,0,2030,2035,0.9490163882835105
2022-10-03,Alameda,0.05,48,628.7999999999997,4,1,0,2030,2031,0.9490163882835105
2022-10-03,Alameda,0.95,89,4420.0999999999985,14,11,0,2030,2041,0.9490163882835105
2022-10-10,Alameda,0.5,62,1942,7,5,0,2033,2038,0.959455032769057
2022-10-10,Alameda,0.05,45,633,3,1,0,2033,2034,0.959455032769057
2022-10-10,Alameda,0.95,84,4348.049999999999,13,10,0,2033,2043,0.959455032769057
2022-10-17,Alameda,0.5,61,1873,7,5,0,2036,2041,0.9686107790305396
2022-10-17,Alameda,0.05,43,614,3,1,0,2036,2037,0.9686107790305396
2022-10-17,Alameda,0.95,81,4302.199999999997,12,10,0,2036,2046,0.9686107790305396
2022-10-24,Alameda,0.5,59,1850,7,4,0,2044,2048,0.9695134198643626
2022-10-24,Alameda,0.05,41,610.9499999999999,3,1,0,2044,2045,0.9695134198643626
2022-10-24,Alameda,0.95,80,4218.049999999999,12,9,0,2044,2053,0.9695134198643626
2022-10-31,Alameda,0.5,58,1784.5,7,4,0,2058,2062,0.9459786073856061
2022-10-31,Alameda,0.05,40,590.8999999999999,3,1,0,2058,2059,0.9459786073856061
2022-10-31,Alameda,0.95,79,4133.249999999996,12,9,0,2058,2067,0.9459786073856061
2021-12-20,Amador,0.5,5,57,2,0,0,70,70,1.6753559187164242
2021-12-20,Amador,0.05,0,38,0,0,0,70,70,1.6753559187164242
2021-12-20,Amador,0.95,12,78,4,4,0,70,74,1.6753559187164242
2021-12-27,Amador,0.5,6,101,1,0,0,70,70,1.786838290437168
2021-12-27,Amador,0.05,1,76,0,0,0,70,70,1.786838290437168
2021-12-27,Amador,0.95,14,130,4,3,0,70,73,1.786838290437168
2022-01-03,Amador,0.5,10,211,2,0,0,70,70,1.491765223352179
2022-01-03,Amador,0.05,3,170,0,0,0,70,70,1.491765223352179
2022-01-03,Amador,0.95,22,255,5,3,0,70,73,1.491765223352179
2022-01-10,Amador,0.5,18,373,3,0,0,71,71,1.258115944752705
2022-01-10,Amador,0.05,6.949999999999932,312,0,0,0,71,71,1.258115944752705
2022-01-10,Amador,0.95,36,436,7,5,0,71,76,1.258115944752705
2022-01-17,Amador,0.5,26,485,5,0,0,71,71,1.12602308499627
2022-01-17,Amador,0.05,11,414,1,0,0,71,71,1.12602308499627
2022-01-17,Amador,0.95,50,560,10,9,0,71,80,1.12602308499627
2022-01-24,Amador,0.5,30,507,6,0,0,73,73,0.7993633196888622
2022-01-24,Amador,0.05,14,435.94999999999993,2,0,0,73,73,0.7993633196888622
2022-01-24,Amador,0.95,57,582.0499999999993,12,12,0,73,85,0.7993633196888622
2022-01-31,Amador,0.5,27,355,6,0,0,73,73,0.7106339198013469
2022-01-31,Amador,0.05,12,299,2,0,0,73,73,0.7106339198013469
2022-01-31,Amador,0.95,51,415,12,15,0,73,88,0.7106339198013469
2022-02-07,Amador,0.5,19,204,5,0,0,74,74,0.6990829810416368
2022-02-07,Amador,0.05,7,166,1,0,0,74,74,0.6990829810416368
2022-02-07,Amador,0.95,37,247,10,12,0,74,86,0.6990829810416368
2022-02-14,Amador,0.5,12,118,3,0,0,78,78,0.793023022147473
2022-02-14,Amador,0.05,4,90.94999999999993,1,0,0,78,78,0.793023022147473
2022-02-14,Amador,0.95,25,149,7,8,0,78,86,0.793023022147473
2022-02-21,Amador,0.5,7,79,2,0,0,81,81,0.9296268829070113
2022-02-21,Amador,0.05,1,58,0,0,0,81,81,0.9296268829070113
2022-02-21,Amador,0.95,17,103,5,6,0,81,87,0.9296268829070113
2022-02-28,Amador,0.5,5,66,1,0,0,84,84,0.9275927804687912
2022-02-28,Amador,0.05,1,47,0,0,0,84,84,0.9275927804687912
2022-02-28,Amador,0.95,13,87,4,4,0,84,88,0.9275927804687912
2022-03-07,Amador,0.5,4,57,1,0,0,84,84,0.7599969588351262
2022-03-07,Amador,0.05,0,40,0,0,0,84,84,0.7599969588351262
2022-03-07,Amador,0.95,10,76,3,3,0,84,87,0.7599969588351262
2022-03-14,Amador,0.5,3,38,1,0,0,86,86,0.7131831248716807
2022-03-14,Amador,0.05,0,26,0,0,0,86,86,0.7131831248716807
2022-03-14,Amador,0.95,8,54,3,2,0,86,88,0.7131831248716807
2022-03-21,Amador,0.5,1,23,0,0,0,86,86,0.6998765652246639
2022-03-21,Amador,0.05,0,14,0,0,0,86,86,0.6998765652246639
2022-03-21,Amador,0.95,6,34,2,2,0,86,88,0.6998765652246639
2022-03-28,Amador,0.5,1,13,0,0,0,86,86,0.8232749737384448
2022-03-28,Amador,0.05,0,7,0,0,0,86,86,0.8232749737384448
2022-03-28,Amador,0.95,3,20,1,1,0,86,87,0.8232749737384448
2022-04-04,Amador,0.5,0,9,0,0,0,86,86,1.0256640151762957
2022-04-04,Amador,0.05,0,4.949999999999932,0,0,0,86,86,1.0256640151762957
2022-04-04,Amador,0.95,3,15,1,1,0,86,87,1.0256640151762957
2022-04-11,Amador,0.5,0,9,0,0,0,86,86,1.1705012535364037
2022-04-11,Amador,0.05,0,5,0,0,0,86,86,1.1705012535364037
2022-04-11,Amador,0.95,3,15,1,1,0,86,87,1.1705012535364037
2022-04-18,Amador,0.5,0,12,0,0,0,86,86,1.1929185389967327
2022-04-18,Amador,0.05,0,6,0,0,0,86,86,1.1929185389967327
2022-04-18,Amador,0.95,3,19,1,1,0,86,87,1.1929185389967327
2022-04-25,Amador,0.5,0,16,0,0,0,86,86,1.1309071317989687
2022-04-25,Amador,0.05,0,10,0,0,0,86,86,1.1309071317989687
2022-04-25,Amador,0.95,3,24,1,1,0,86,87,1.1309071317989687
2022-05-02,Amador,0.5,0,21,0,0,0,86,86,1.2437731462347763
2022-05-02,Amador,0.05,0,13,0,0,0,86,86,1.2437731462347763
2022-05-02,Amador,0.95,3,29,1,1,0,86,87,1.2437731462347763
2022-05-09,Amador,0.5,1,30,0,0,0,86,86,1.337985917226019
2022-05-09,Amador,0.05,0,20,0,0,0,86,86,1.337985917226019
2022-05-09,Amador,0.95,4,40,1,1,0,86,87,1.337985917226019
2022-05-16,Amador,0.5,1,49,0,0,0,86,86,1.230496880605069
2022-05-16,Amador,0.05,0,36,0,0,0,86,86,1.230496880605069
2022-05-16,Amador,0.95,5,63,1,1,0,86,87,1.230496880605069
