date,county,quantile,hosp_census_with_covid,cases
2021-12-19,California,0.5,3218,66604.5
2021-12-19,California,0.05,3105,43171.149999999994
2021-12-19,California,0.95,3328,110632.09999999999
2021-12-26,California,0.5,4353,113994
2021-12-26,California,0.05,4223,72611.29999999999
2021-12-26,California,0.95,4482,195005.74999999994
2022-01-02,California,0.5,7060,219716.5
2022-01-02,California,0.05,6904,134088.65
2022-01-02,California,0.95,7228,405636.95000000007
2022-01-09,California,0.5,11163,363883.5
2022-01-09,California,0.05,10957,220321.7
2022-01-09,California,0.95,11372.05,679548.25
2022-01-16,California,0.5,14563,457715
2022-01-16,California,0.05,14325,275220.75
2022-01-16,California,0.95,14808,854849.4999999999
2022-01-23,California,0.5,15278,438092.5
2022-01-23,California,0.05,15037,275737.05
2022-01-23,California,0.95,15526,801779.4499999997
2022-01-30,California,0.5,13555,357557
2022-01-30,California,0.05,13333,229833.9
2022-01-30,California,0.95,13780,623556.75
2022-02-06,California,0.5,10795,266537.5
2022-02-06,California,0.05,10594,174846.19999999998
2022-02-06,California,0.95,11006,454515.75
2022-02-13,California,0.5,8040,191456
2022-02-13,California,0.05,7871,127087.6
2022-02-13,California,0.95,8211,313536
2022-02-20,California,0.5,5782,136931.5
2022-02-20,California,0.05,5642,90787.34999999999
2022-02-20,California,0.95,5923,222291.69999999998
2022-02-27,California,0.5,4149,101062
2022-02-27,California,0.05,4034,67096.59999999999
2022-02-27,California,0.95,4270,161877.2499999999
2022-03-06,California,0.5,3023,76789
2022-03-06,California,0.05,2923,50957.8
2022-03-06,California,0.95,3123,125906.9
2022-03-13,California,0.5,2238,59881.5
2022-03-13,California,0.05,2153,39217.45
2022-03-13,California,0.95,2324,96426.65
2022-03-20,California,0.5,1703,48620.5
2022-03-20,California,0.05,1628,31767.75
2022-03-20,California,0.95,1780,80618.3
2022-03-27,California,0.5,1355,41270
2022-03-27,California,0.05,1287,26753.05
2022-03-27,California,0.95,1423,69257.04999999996
2022-04-03,California,0.5,1128,36842
2022-04-03,California,0.05,1066,23909.8
2022-04-03,California,0.95,1188,60624.5
2022-04-10,California,0.5,992,35089
2022-04-10,California,0.05,936,22852.85
2022-04-10,California,0.95,1049,57643.34999999997
2022-04-17,California,0.5,935,35234
2022-04-17,California,0.05,880,23379.85
2022-04-17,California,0.95,990,57337.39999999995
2022-04-24,California,0.5,947,38176
2022-04-24,California,0.05,892,25609.75
2022-04-24,California,0.95,1006,59844.44999999997
2022-05-01,California,0.5,1027,43064.5
2022-05-01,California,0.05,968,29380
2022-05-01,California,0.95,1086,66824.99999999999
2022-05-08,California,0.5,1184,51745
2022-05-08,California,0.05,1122,35638.65
2022-05-08,California,0.95,1248.0499999999993,78865.34999999999
2022-05-15,California,0.5,1429,63185
2022-05-15,California,0.05,1359,43855.799999999996
2022-05-15,California,0.95,1499,98672.34999999995
2022-05-22,California,0.5,1771,79400.5
2022-05-22,California,0.05,1692,54759.95
2022-05-22,California,0.95,1850,122907.29999999997
2022-05-29,California,0.5,2207,99679
2022-05-29,California,0.05,2105,69166.8
2022-05-29,California,0.95,2313,155356.49999999997
2022-06-05,California,0.5,2770,126192.5
2022-06-05,California,0.05,2567,86668
2022-06-05,California,0.95,2949,196193.8
2022-06-12,California,0.5,3468,157844
2022-06-12,California,0.05,3086,108487.44999999998
2022-06-12,California,0.95,3785,244840.6499999999
2022-06-19,California,0.5,4239,190570.5
2022-06-19,California,0.05,3656,132584.85
2022-06-19,California,0.95,4723,298362.45
2022-06-26,California,0.5,4977,219971.5
2022-06-26,California,0.05,4200.95,152228.6
2022-06-26,California,0.95,5621,344457.8999999999
2022-07-03,California,0.5,5568,240392
2022-07-03,California,0.05,4650,166671.30000000002
2022-07-03,California,0.95,6362,382956.14999999997
2022-07-10,California,0.5,5950,252330
2022-07-10,California,0.05,4956,172854.4
2022-07-10,California,0.95,6826.049999999999,400508.19999999966
2022-07-17,California,0.5,6085,252025.5
2022-07-17,California,0.05,5081,169445.9
2022-07-17,California,0.95,6941.149999999998,405515.0499999999
2022-07-24,California,0.5,6006,243143.5
2022-07-24,California,0.05,5037,162851.8
2022-07-24,California,0.95,6767.0999999999985,393155.94999999984
2022-07-31,California,0.5,5748,227913.5
2022-07-31,California,0.05,4860,153630.35
2022-07-31,California,0.95,6431.049999999999,371990.8
2022-08-07,California,0.5,5392,211861
2022-08-07,California,0.05,4589,142061.84999999998
2022-08-07,California,0.95,5994,348955.85
2022-08-14,California,0.5,4970,194101.5
2022-08-14,California,0.05,4256,130293.35
2022-08-14,California,0.95,5514.049999999999,315308.2
2022-08-21,California,0.5,4546,175824
2022-08-21,California,0.05,3920,118612.5
2022-08-21,California,0.95,5046.049999999999,286014.29999999993
2021-12-19,Alameda,0.5,67,1828
2021-12-19,Alameda,0.05,53,384.94999999999993
2021-12-19,Alameda,0.95,83,5168.0999999999985
2021-12-26,Alameda,0.5,107,3328
2021-12-26,Alameda,0.05,88,714.8499999999998
2021-12-26,Alameda,0.95,128,9532.149999999998
2022-01-02,Alameda,0.5,187,6318.5
2022-01-02,Alameda,0.05,161,1323.8999999999999
2022-01-02,Alameda,0.95,214,18131.549999999992
2022-01-09,Alameda,0.5,304,10634
2022-01-09,Alameda,0.05,270,2252.95
2022-01-09,Alameda,0.95,339,30927.44999999998
2022-01-16,Alameda,0.5,413,13878.5
2022-01-16,Alameda,0.05,373,3010.95
2022-01-16,Alameda,0.95,453,39903.79999999999
2022-01-23,Alameda,0.5,450,13907.5
2022-01-23,Alameda,0.05,411,2891
2022-01-23,Alameda,0.95,491,40177.64999999999
2022-01-30,Alameda,0.5,414,11874
2022-01-30,Alameda,0.05,376,2476.8999999999996
2022-01-30,Alameda,0.95,452,34155.49999999999
2022-02-06,Alameda,0.5,335,8960.5
2022-02-06,Alameda,0.05,302,1921.8999999999996
2022-02-06,Alameda,0.95,370,25351.79999999999
2022-02-13,Alameda,0.5,252,6487.5
2022-02-13,Alameda,0.05,222,1391
2022-02-13,Alameda,0.95,282,18732.199999999997
2022-02-20,Alameda,0.5,185,4784
2022-02-20,Alameda,0.05,161,1032.9499999999998
2022-02-20,Alameda,0.95,210,14000.749999999989
2022-02-27,Alameda,0.5,135,3626.5
2022-02-27,Alameda,0.05,115,789
2022-02-27,Alameda,0.95,156,10255.199999999997
2022-03-06,Alameda,0.5,98,2673
2022-03-06,Alameda,0.05,81,561.9499999999999
2022-03-06,Alameda,0.95,117,7546.0999999999985
2022-03-13,Alameda,0.5,72,2098.5
2022-03-13,Alameda,0.05,57,420.89999999999986
2022-03-13,Alameda,0.95,88,5980.549999999992
2022-03-20,Alameda,0.5,55,1713.5
2022-03-20,Alameda,0.05,42,371
2022-03-20,Alameda,0.95,69,4881.0999999999985
2022-03-27,Alameda,0.5,46,1573
2022-03-27,Alameda,0.05,34,344.94999999999993
2022-03-27,Alameda,0.95,60,4619.249999999996
2022-04-03,Alameda,0.5,42,1534.5
2022-04-03,Alameda,0.05,31,325
2022-04-03,Alameda,0.95,55,4446.049999999999
2022-04-10,Alameda,0.5,41,1642.5
2022-04-10,Alameda,0.05,30,341
2022-04-10,Alameda,0.95,53,4863.299999999996
2022-04-17,Alameda,0.5,42,1722.5
2022-04-17,Alameda,0.05,31,363
2022-04-17,Alameda,0.95,55,4982.299999999996
2022-04-24,Alameda,0.5,45,1936.5
2022-04-24,Alameda,0.05,33,382.94999999999993
2022-04-24,Alameda,0.95,58,5593.049999999999
2022-05-01,Alameda,0.5,51,2283
2022-05-01,Alameda,0.05,38,491
2022-05-01,Alameda,0.95,65,6574.199999999997
2022-05-08,Alameda,0.5,61,2703.5
2022-05-08,Alameda,0.05,46,596
2022-05-08,Alameda,0.95,76,7994.299999999996
2022-05-15,Alameda,0.5,73,3287.5
2022-05-15,Alameda,0.05,58,684
2022-05-15,Alameda,0.95,90,9433.149999999998
2022-05-22,Alameda,0.5,87,3958
2022-05-22,Alameda,0.05,70,832
2022-05-22,Alameda,0.95,105,11205.199999999997
2022-05-29,Alameda,0.5,102,4598.5
2022-05-29,Alameda,0.05,81,972.8999999999999
2022-05-29,Alameda,0.95,125,13101.149999999983
2022-06-05,Alameda,0.5,117,5311.5
2022-06-05,Alameda,0.05,88,1089.7999999999997
2022-06-05,Alameda,0.95,154,15641.049999999985
2022-06-12,Alameda,0.5,133,5929
2022-06-12,Alameda,0.05,91,1206.9
2022-06-12,Alameda,0.95,189,18637.399999999994
2022-06-19,Alameda,0.5,147,6591.5
2022-06-19,Alameda,0.05,91,1374.5499999999995
2022-06-19,Alameda,0.95,232,20685.05
2022-06-26,Alameda,0.5,160,7038.5
2022-06-26,Alameda,0.05,91,1385.8999999999999
2022-06-26,Alameda,0.95,268,23502.349999999995
2022-07-03,Alameda,0.5,171,7137.5
2022-07-03,Alameda,0.05,90,1389
2022-07-03,Alameda,0.95,299,23702.699999999975
2022-07-10,Alameda,0.5,177,7449
2022-07-10,Alameda,0.05,88,1470.9
2022-07-10,Alameda,0.95,312,24479
2022-07-17,Alameda,0.5,180,7400
2022-07-17,Alameda,0.05,87,1375.9499999999998
2022-07-17,Alameda,0.95,309,25062.74999999999
2022-07-24,Alameda,0.5,179,7218
2022-07-24,Alameda,0.05,87,1350.95
2022-07-24,Alameda,0.95,299,23759.549999999977
2022-07-31,Alameda,0.5,174,6989.5
2022-07-31,Alameda,0.05,83,1389.7999999999997
2022-07-31,Alameda,0.95,282,22063.249999999996
2022-08-07,Alameda,0.5,168,6651
2022-08-07,Alameda,0.05,81,1311.8999999999999
2022-08-07,Alameda,0.95,263.0499999999993,20742.899999999987
2022-08-14,Alameda,0.5,157,6296.5
2022-08-14,Alameda,0.05,80,1291
2022-08-14,Alameda,0.95,245,19471.69999999999
2022-08-21,Alameda,0.5,146,5846.5
2022-08-21,Alameda,0.05,77,1171.8999999999999
2022-08-21,Alameda,0.95,227,17733.05
2021-12-19,Amador,0.5,4,53
2021-12-19,Amador,0.05,1,26
2021-12-19,Amador,0.95,8,97
2021-12-26,Amador,0.5,4,89
2021-12-26,Amador,0.05,1,44
2021-12-26,Amador,0.95,9,155.04999999999927
2022-01-02,Amador,0.5,7,164
2022-01-02,Amador,0.05,3,83
2022-01-02,Amador,0.95,12,271
2022-01-09,Amador,0.5,12,296
2022-01-09,Amador,0.05,6,135
2022-01-09,Amador,0.95,18,464
2022-01-16,Amador,0.5,17,424
2022-01-16,Amador,0.05,10,192.94999999999993
2022-01-16,Amador,0.95,25,672
2022-01-23,Amador,0.5,20,469
2022-01-23,Amador,0.05,12,221.94999999999993
2022-01-23,Amador,0.95,28,748.0499999999993
2022-01-30,Amador,0.5,18,370
2022-01-30,Amador,0.05,11,200
2022-01-30,Amador,0.95,27,650.0499999999993
2022-02-06,Amador,0.5,14,248
2022-02-06,Amador,0.05,8,141
2022-02-06,Amador,0.95,22,497.0499999999993
2022-02-13,Amador,0.5,10,159
2022-02-13,Amador,0.05,5,91
2022-02-13,Amador,0.95,17,335
2022-02-20,Amador,0.5,7,106
2022-02-20,Amador,0.05,3,60
2022-02-20,Amador,0.95,12,230
2022-02-27,Amador,0.5,5,77
2022-02-27,Amador,0.05,1,41
2022-02-27,Amador,0.95,9,152
2022-03-06,Amador,0.5,3,55
2022-03-06,Amador,0.05,1,27
2022-03-06,Amador,0.95,6,107
2022-03-13,Amador,0.5,2,36
2022-03-13,Amador,0.05,0,16
2022-03-13,Amador,0.95,5,72
2022-03-20,Amador,0.5,1,23
2022-03-20,Amador,0.05,0,10
2022-03-20,Amador,0.95,3,50
2022-03-27,Amador,0.5,1,15
2022-03-27,Amador,0.05,0,6
2022-03-27,Amador,0.95,3,32
2022-04-03,Amador,0.5,0,11
2022-04-03,Amador,0.05,0,4
2022-04-03,Amador,0.95,2,26
2022-04-10,Amador,0.5,0,10
2022-04-10,Amador,0.05,0,4
2022-04-10,Amador,0.95,2,24
2022-04-17,Amador,0.5,0,12
2022-04-17,Amador,0.05,0,5
2022-04-17,Amador,0.95,2,26
2022-04-24,Amador,0.5,0,15
2022-04-24,Amador,0.05,0,6
2022-04-24,Amador,0.95,2,30
2022-05-01,Amador,0.5,0,20
2022-05-01,Amador,0.05,0,9
2022-05-01,Amador,0.95,2,37
2022-05-08,Amador,0.5,0,26
2022-05-08,Amador,0.05,0,12
2022-05-08,Amador,0.95,2,47
2022-05-15,Amador,0.5,0,41
2022-05-15,Amador,0.05,0,18
2022-05-15,Amador,0.95,2,69
2022-05-22,Amador,0.5,1,63
2022-05-22,Amador,0.05,0,27
2022-05-22,Amador,0.95,3,103
2022-05-29,Amador,0.5,1,96
2022-05-29,Amador,0.05,0,37
2022-05-29,Amador,0.95,4,159
2022-06-05,Amador,0.5,2,149
2022-06-05,Amador,0.05,0,51
2022-06-05,Amador,0.95,6,272
2022-06-12,Amador,0.5,3,223
2022-06-12,Amador,0.05,0,59
2022-06-12,Amador,0.95,9,459
2022-06-19,Amador,0.5,5,310
2022-06-19,Amador,0.05,1,69
2022-06-19,Amador,0.95,13,685
2022-06-26,Amador,0.5,6,393
2022-06-26,Amador,0.05,1,81
2022-06-26,Amador,0.95,16,832
2022-07-03,Amador,0.5,7,434
2022-07-03,Amador,0.05,1,85
2022-07-03,Amador,0.95,17,852.0499999999993
2022-07-10,Amador,0.5,7,420
2022-07-10,Amador,0.05,1,89
2022-07-10,Amador,0.95,16,796
2022-07-17,Amador,0.5,7,376
2022-07-17,Amador,0.05,1,91.94999999999993
2022-07-17,Amador,0.95,14,703
2022-07-24,Amador,0.5,6,311
2022-07-24,Amador,0.05,1,89
2022-07-24,Amador,0.95,13,613.0499999999993
2022-07-31,Amador,0.5,5,256
2022-07-31,Amador,0.05,1,79.94999999999993
2022-07-31,Amador,0.95,11,519
2022-08-07,Amador,0.5,4,210
2022-08-07,Amador,0.05,1,69.94999999999993
2022-08-07,Amador,0.95,10,430
2022-08-14,Amador,0.5,3,173
2022-08-14,Amador,0.05,0,62
2022-08-14,Amador,0.95,8,368
2022-08-21,Amador,0.5,3,147
2022-08-21,Amador,0.05,0,58
2022-08-21,Amador,0.95,7,314
2021-12-19,Butte,0.5,22,200
2021-12-19,Butte,0.05,14,38
2021-12-19,Butte,0.95,31,583
2021-12-26,Butte,0.5,26,326
2021-12-26,Butte,0.05,17,64
2021-12-26,Butte,0.95,36,966.0499999999993
2022-01-02,Butte,0.5,37,512
2022-01-02,Butte,0.05,27,97
2022-01-02,Butte,0.95,49,1523.0499999999993
2022-01-09,Butte,0.5,52,775
2022-01-09,Butte,0.05,39,153.94999999999993
2022-01-09,Butte,0.95,66,2326.0499999999993
2022-01-16,Butte,0.5,70,1109
2022-01-16,Butte,0.05,55,225.94999999999993
2022-01-16,Butte,0.95,87,3367.199999999997
2022-01-23,Butte,0.5,86,1422
2022-01-23,Butte,0.05,70,288.94999999999993
2022-01-23,Butte,0.95,105,4281.299999999996
2022-01-30,Butte,0.5,93,1557
2022-01-30,Butte,0.05,76,328
2022-01-30,Butte,0.95,113,4595.0999999999985
2022-02-06,Butte,0.5,88,1460
2022-02-06,Butte,0.05,71,298
2022-02-06,Butte,0.95,107,4422.149999999998
2022-02-13,Butte,0.5,75,1231
2022-02-13,Butte,0.05,60,256
2022-02-13,Butte,0.95,92,3803.0499999999993
2022-02-20,Butte,0.5,60,992
2022-02-20,Butte,0.05,46,209.94999999999993
2022-02-20,Butte,0.95,75,3099.0999999999985
2022-02-27,Butte,0.5,45,726
2022-02-27,Butte,0.05,33,152.94999999999993
2022-02-27,Butte,0.95,57,2298.149999999998
2022-03-06,Butte,0.5,32,512
2022-03-06,Butte,0.05,22,107.94999999999993
2022-03-06,Butte,0.95,43,1600.1499999999978
2022-03-13,Butte,0.5,22,356
2022-03-13,Butte,0.05,14,71
2022-03-13,Butte,0.95,31,1123.0499999999993
2022-03-20,Butte,0.5,15,256
2022-03-20,Butte,0.05,9,53
2022-03-20,Butte,0.95,23,812
2022-03-27,Butte,0.5,11,180
2022-03-27,Butte,0.05,6,36
2022-03-27,Butte,0.95,17,572.0499999999993
2022-04-03,Butte,0.5,8,140
2022-04-03,Butte,0.05,4,27
2022-04-03,Butte,0.95,13,444.0499999999993
2022-04-10,Butte,0.5,6,116
2022-04-10,Butte,0.05,3,22
2022-04-10,Butte,0.95,11,362.0499999999993
2022-04-17,Butte,0.5,5,101
2022-04-17,Butte,0.05,2,20
2022-04-17,Butte,0.95,10,322.0499999999993
2022-04-24,Butte,0.5,5,96
2022-04-24,Butte,0.05,2,19
2022-04-24,Butte,0.95,9,309
2022-05-01,Butte,0.5,5,98
2022-05-01,Butte,0.05,2,20
2022-05-01,Butte,0.95,9,309
2022-05-08,Butte,0.5,5,113
2022-05-08,Butte,0.05,2,23
2022-05-08,Butte,0.95,10,350
2022-05-15,Butte,0.5,7,143
2022-05-15,Butte,0.05,3,29
2022-05-15,Butte,0.95,12,434
2022-05-22,Butte,0.5,8,187
2022-05-22,Butte,0.05,4,35
2022-05-22,Butte,0.95,14,578
2022-05-29,Butte,0.5,11,246
2022-05-29,Butte,0.05,5,50
2022-05-29,Butte,0.95,19,770.0999999999985
2022-06-05,Butte,0.5,15,325
2022-06-05,Butte,0.05,7,61
2022-06-05,Butte,0.95,26,1070
2022-06-12,Butte,0.5,20,425
2022-06-12,Butte,0.05,9,76
2022-06-12,Butte,0.95,38,1539.0499999999993
2022-06-19,Butte,0.5,26,538
2022-06-19,Butte,0.05,10,98
2022-06-19,Butte,0.95,55,2088
2022-06-26,Butte,0.5,32,671
2022-06-26,Butte,0.05,12,108.94999999999993
2022-06-26,Butte,0.95,72,2738
2022-07-03,Butte,0.5,39,815
2022-07-03,Butte,0.05,14,131
2022-07-03,Butte,0.95,89,3292.0999999999985
2022-07-10,Butte,0.5,45,901
2022-07-10,Butte,0.05,15,146
2022-07-10,Butte,0.95,98,3558.0499999999993
2022-07-17,Butte,0.5,50,952.5
2022-07-17,Butte,0.05,17,145
2022-07-17,Butte,0.95,100,3522.149999999998
2022-07-24,Butte,0.5,51,966.5
2022-07-24,Butte,0.05,18,159.94999999999993
2022-07-24,Butte,0.95,94,3415.0499999999993
2022-07-31,Butte,0.5,49,922.5
2022-07-31,Butte,0.05,20,154
2022-07-31,Butte,0.95,86,3058.0999999999985
2022-08-07,Butte,0.5,46,877
2022-08-07,Butte,0.05,21,156.94999999999993
2022-08-07,Butte,0.95,78,2800.149999999998
2022-08-14,Butte,0.5,41,778
2022-08-14,Butte,0.05,21,152.94999999999993
2022-08-14,Butte,0.95,69,2428.0499999999993
2022-08-21,Butte,0.5,37,716
2022-08-21,Butte,0.05,20,133.94999999999993
2022-08-21,Butte,0.95,61,2193.0499999999993
2021-12-19,Calaveras,0.5,3,81
