date,county,quantile,hosp_census_with_covid,cases,icu,death,cum_death,prev_cum_est_deaths,total_cum_death,Rt
2022-05-25,California,0.95,2156.0499999999993,92797.69999999995,278.0499999999993,177,0,91209,91386,NA
2022-06-01,California,0.5,2348,73511,287,168,0,91339,91507,NA
2022-06-01,California,0.05,2215,54219,258,133,0,91339,91472,NA
2022-06-01,California,0.95,2489,103331.59999999992,320,212,0,91339,91551,NA
2022-06-08,California,0.5,2633,80911.5,323,192,0,91469,91661,NA
2022-06-08,California,0.05,2491,59508.8,291,153,0,91469,91622,NA
2022-06-08,California,0.95,2781,114024.35,357,241,0,91469,91710,NA
2022-06-15,California,0.5,2868,84978.5,352,213,0,91614,91827,NA
2022-06-15,California,0.05,2714,63487.9,318,171,0,91614,91785,NA
2022-06-15,California,0.95,3026,119536.3,387,267,0,91614,91881,NA
2022-06-22,California,0.5,3119,94109,380,230,0,91791,92021,NA
2022-06-22,California,0.05,2959,68733.7,345,184,0,91791,91975,NA
2022-06-22,California,0.95,3286,132442.29999999996,417,289,0,91791,92080,NA
2022-06-29,California,0.5,3468,106879,419,252,0,92015,92267,NA
2022-06-29,California,0.05,3293,76739.29999999999,381,203,0,92015,92218,NA
2022-06-29,California,0.95,3649,155402.44999999998,459,316,0,92015,92331,NA
2022-07-06,California,0.5,3898,121087.5,468,283,0,92218,92501,NA
2022-07-06,California,0.05,3705,85598.45,428,227,0,92218,92445,NA
2022-07-06,California,0.95,4102,178209.4,511,356,0,92218,92574,NA
2022-07-13,California,0.5,4342,135023.5,522,320,0,92495,92815,NA
2022-07-13,California,0.05,4133,93687.5,478,253,0,92495,92748,NA
2022-07-13,California,0.95,4563,200522.59999999995,568,406,0,92495,92901,NA
2022-07-20,California,0.5,4612,136796,562,354,0,92775,93129,NA
2022-07-20,California,0.05,4384.95,94953.9,515.9499999999999,278,0,92775,93053,NA
2022-07-20,California,0.95,4841,200792.44999999992,611,456,0,92775,93231,NA
2022-07-27,California,0.5,4596,128580,567,371,0,93090,93461,NA
2022-07-27,California,0.05,4373,91625.85,520,292,0,93090,93382,NA
2022-07-27,California,0.95,4829,189371.74999999997,616,474.0499999999993,0,93090,93564.05,NA
2022-08-03,California,0.5,4351,115639,542,364,0,93434,93798,NA
2022-08-03,California,0.05,4138.95,82260.79999999999,497.94999999999993,285,0,93434,93719,NA
2022-08-03,California,0.95,4567,172055.54999999996,589,468,0,93434,93902,NA
2022-08-10,California,0.5,3980,103221,499,341,0,93765,94106,NA
2022-08-10,California,0.05,3781,72712.65,456,268,0,93765,94033,NA
2022-08-10,California,0.95,4188,151541.19999999998,544,443,0,93765,94208,NA
2022-08-17,California,0.5,3585,91051,451,312,0,94073,94385,NA
2022-08-17,California,0.05,3405,64453.85,411,244,0,94073,94317,NA
2022-08-17,California,0.95,3777,132173.1999999999,493,400,0,94073,94473,NA
2022-08-24,California,0.5,3241,82584,406,280,0,94352,94632,NA
2022-08-24,California,0.05,3075,58662.7,369,219,0,94352,94571,NA
2022-08-24,California,0.95,3423,120927.49999999996,446,358,0,94352,94710,NA
2022-08-31,California,0.5,2964,76697,370,254,0,94605,94859,NA
2022-08-31,California,0.05,2809,54110.95,335,198,0,94605,94803,NA
2022-08-31,California,0.95,3128.0499999999993,111683.14999999998,407,325,0,94605,94930,NA
2022-09-07,California,0.5,2694,68469.5,338,231,0,94840,95071,NA
2022-09-07,California,0.05,2547,48278.75,303,178.94999999999993,0,94840,95018.95,NA
2022-09-07,California,0.95,2848,101555.24999999996,373,296,0,94840,95136,NA
2022-09-14,California,0.5,2396,59526,301,208,0,95068,95276,NA
2022-09-14,California,0.05,2263,42161.2,270,162,0,95068,95230,NA
2022-09-14,California,0.95,2537,87638.69999999997,334,267,0,95068,95335,NA
2022-09-21,California,0.5,2114,52336.5,266,184,0,95272,95456,NA
2022-09-21,California,0.05,1991,36957.55,238,143,0,95272,95415,NA
2022-09-21,California,0.95,2244,76871.75,297,238,0,95272,95510,NA
2022-09-28,California,0.5,1902,48841.5,238,164,0,95469,95633,NA
2022-09-28,California,0.05,1786,33957.4,211,125,0,95469,95594,NA
2022-09-28,California,0.95,2021,73253.65,266,212,0,95469,95681,NA
2022-10-05,California,0.5,1739,45344,217,148,0,95657,95805,NA
2022-10-05,California,0.05,1627,31662.55,192,113,0,95657,95770,NA
2022-10-05,California,0.95,1858,67583.19999999998,245,194,0,95657,95851,NA
2022-10-12,California,0.5,1593,40966,199,136,0,95815,95951,NA
2022-10-12,California,0.05,1485,28761.75,175,104,0,95815,95919,NA
2022-10-12,California,0.95,1705,61624.3,226,178,0,95815,95993,NA
2022-10-17,California,0.5,1451,37193,182,125,0,95902,96027,NA
2022-10-17,California,0.05,1346,25811.55,158,94,0,95902,95996,NA
2022-10-17,California,0.95,1559,55176.249999999985,207,165,0,95902,96067,NA
2021-12-22,Alameda,0.5,89,2580,18,5,0,1535,1540,2.157431407168814
2021-12-22,Alameda,0.05,67,804.9499999999999,11,1,0,1535,1536,2.157431407168814
2021-12-22,Alameda,0.95,114,5971.149999999998,26,13,0,1535,1548,2.157431407168814
2021-12-29,Alameda,0.5,136,4558,21,6,0,1547,1553,2.080436897414738
2021-12-29,Alameda,0.05,107,1413.85,14,1,0,1547,1548,2.080436897414738
2021-12-29,Alameda,0.95,169,10406.1,31,14,0,1547,1561,2.080436897414738
2022-01-05,Alameda,0.5,234,8401.5,33,9,0,1556,1565,1.6670651541350603
2022-01-05,Alameda,0.05,193,2610.8999999999996,23,3,0,1556,1559,1.6670651541350603
2022-01-05,Alameda,0.95,279,19752.15,45,21,0,1556,1577,1.6670651541350603
2022-01-12,Alameda,0.5,367,11995,52,16,0,1562,1578,1.22696818915046
2022-01-12,Alameda,0.05,308,3792.599999999999,38,5,0,1562,1567,1.22696818915046
2022-01-12,Alameda,0.95,429,28353.1,68,34,0,1562,1596,1.22696818915046
2022-01-19,Alameda,0.5,461,12722,69,24,0,1579,1603,0.932246658733582
2022-01-19,Alameda,0.05,389,4016.749999999999,52,9,0,1579,1588,0.932246658733582
2022-01-19,Alameda,0.95,540,30230.14999999995,89,50.04999999999927,0,1579,1629.0499999999993,0.932246658733582
2022-01-26,Alameda,0.5,467,10653.5,75,29,0,1616,1645,0.7441231701672147
2022-01-26,Alameda,0.05,396,3309.6499999999996,57,11,0,1616,1627,0.7441231701672147
2022-01-26,Alameda,0.95,545,24566.39999999998,96,61,0,1616,1677,0.7441231701672147
2022-02-02,Alameda,0.5,399,7350,68,29,0,1655,1684,0.6734996551195922
2022-02-02,Alameda,0.05,337,2291.95,51,10,0,1655,1665,0.6734996551195922
2022-02-02,Alameda,0.95,469,17323.149999999998,89,59,0,1655,1714,0.6734996551195922
2022-02-09,Alameda,0.5,310,5246,56,25,0,1711,1736,0.6474377706765778
2022-02-09,Alameda,0.05,259,1630.9499999999998,41,9,0,1711,1720,0.6474377706765778
2022-02-09,Alameda,0.95,367,12132.1,73,52,0,1711,1763,0.6474377706765778
2022-02-16,Alameda,0.5,231,3710,43,19,0,1758,1777,0.6497468390443305
2022-02-16,Alameda,0.05,189,1149.9499999999998,31,6,0,1758,1764,0.6497468390443305
2022-02-16,Alameda,0.95,276,8739.05,57,41,0,1758,1799,0.6497468390443305
2022-02-23,Alameda,0.5,169,2730,32,15,0,1788,1803,0.6690145178082748
2022-02-23,Alameda,0.05,134,837,21,5,0,1788,1793,0.6690145178082748
2022-02-23,Alameda,0.95,207,6353.199999999997,44,31,0,1788,1819,0.6690145178082748
2022-03-02,Alameda,0.5,123,2048.5,23,11,0,1814,1825,0.6855705562006317
2022-03-02,Alameda,0.05,96,644,15,3,0,1814,1817,0.6855705562006317
2022-03-02,Alameda,0.95,154,4912.349999999995,33,23,0,1814,1837,0.6855705562006317
2022-03-09,Alameda,0.5,92,1598,17,8,0,1826,1834,0.784056474880337
2022-03-09,Alameda,0.05,68,500,10,2,0,1826,1828,0.784056474880337
2022-03-09,Alameda,0.95,118,3745.0999999999985,25,18,0,1826,1844,0.784056474880337
2022-03-16,Alameda,0.5,69,1345,12,6,0,1839,1845,0.8750972193209687
2022-03-16,Alameda,0.05,51,421,7,1,0,1839,1840,0.8750972193209687
2022-03-16,Alameda,0.95,91,3173.0499999999993,19,13,0,1839,1852,0.8750972193209687
2022-03-23,Alameda,0.5,58,1283,10,4,0,1849,1853,0.9532797791224288
2022-03-23,Alameda,0.05,41,405,5,1,0,1849,1850,0.9532797791224288
2022-03-23,Alameda,0.95,77,3036.0999999999985,16,11,0,1849,1860,0.9532797791224288
2022-03-30,Alameda,0.5,50,1266,8,4,0,1852,1856,1.02788675706858
2022-03-30,Alameda,0.05,35,392,4,0,0,1852,1852,1.02788675706858
2022-03-30,Alameda,0.95,70,2988.199999999997,14,9,0,1852,1861,1.02788675706858
2022-04-06,Alameda,0.5,47,1298,7,3,0,1857,1860,1.0363471261559114
2022-04-06,Alameda,0.05,33,410.94999999999993,3,0,0,1857,1857,1.0363471261559114
2022-04-06,Alameda,0.95,65,3003.199999999997,12,8,0,1857,1865,1.0363471261559114
2022-04-13,Alameda,0.5,48,1349,7,3,0,1860,1863,1.0815077087189446
2022-04-13,Alameda,0.05,32,419,3,0,0,1860,1860,1.0815077087189446
2022-04-13,Alameda,0.95,65,3137.0499999999993,12,8,0,1860,1868,1.0815077087189446
2022-04-20,Alameda,0.5,48,1435.5,6,3,0,1864,1867,1.1148912120943315
2022-04-20,Alameda,0.05,33,444.94999999999993,3,0,0,1864,1864,1.1148912120943315
2022-04-20,Alameda,0.95,67,3436,12,8,0,1864,1872,1.1148912120943315
2022-04-27,Alameda,0.5,51,1613,7,3,0,1868,1871,1.1912479642113931
2022-04-27,Alameda,0.05,35,487,3,0,0,1868,1868,1.1912479642113931
2022-04-27,Alameda,0.95,70,3797,12,8,0,1868,1876,1.1912479642113931
2022-05-04,Alameda,0.5,57,1905,7,3,0,1874,1877,1.221931924743049
2022-05-04,Alameda,0.05,40,590,3,0,0,1874,1874,1.221931924743049
2022-05-04,Alameda,0.95,76,4406.049999999999,12,9,0,1874,1883,1.221931924743049
2022-05-11,Alameda,0.5,66,2262,8,4,0,1875,1879,1.219373254188217
2022-05-11,Alameda,0.05,48,684,4,0,0,1875,1875,1.219373254188217
2022-05-11,Alameda,0.95,87,5168,14,9,0,1875,1884,1.219373254188217
2022-05-18,Alameda,0.5,77,2633.5,9,4,0,1884,1888,1.1904002150697306
2022-05-18,Alameda,0.05,58,796,5,1,0,1884,1885,1.1904002150697306
2022-05-18,Alameda,0.95,101,6154.199999999997,16,11,0,1884,1895,1.1904002150697306
2022-05-25,Alameda,0.5,90,3114.5,11,5,0,1890,1895,1.1496551033582452
2022-05-25,Alameda,0.05,68,987,6,1,0,1890,1891,1.1496551033582452
2022-05-25,Alameda,0.95,115,7260.149999999998,17,12,0,1890,1902,1.1496551033582452
2022-06-01,Alameda,0.5,101,3361,12,6,0,1895,1901,1.1145792575386508
2022-06-01,Alameda,0.05,78,1036.9499999999998,7,1,0,1895,1896,1.1145792575386508
2022-06-01,Alameda,0.95,129,7874.199999999997,19,14,0,1895,1909,1.1145792575386508
2022-06-08,Alameda,0.5,112,3697.5,14,7,0,1897,1904,1.0915951311844965
2022-06-08,Alameda,0.05,87,1176.9,8,2,0,1897,1899,1.0915951311844965
2022-06-08,Alameda,0.95,140,8589.299999999996,21,16,0,1897,1913,1.0915951311844965
2022-06-15,Alameda,0.5,121,3981.5,15,7,0,1903,1910,1.1053627065654457
2022-06-15,Alameda,0.05,95,1258,9,2,0,1903,1905,1.1053627065654457
2022-06-15,Alameda,0.95,152,9333.149999999998,23,17,0,1903,1920,1.1053627065654457
2022-06-22,Alameda,0.5,131,4242,16,8,0,1908,1916,1.0603579629618456
2022-06-22,Alameda,0.05,102,1314.9499999999998,9,2,0,1908,1910,1.0603579629618456
2022-06-22,Alameda,0.95,163,10086.199999999995,24,18,0,1908,1926,1.0603579629618456
2022-06-29,Alameda,0.5,138,4438.5,17,9,0,1919,1928,1.048052890804576
2022-06-29,Alameda,0.05,109,1365.9,10,2,0,1919,1921,1.048052890804576
2022-06-29,Alameda,0.95,171,10445.249999999996,25,20,0,1919,1939,1.048052890804576
2022-07-06,Alameda,0.5,143,4449,18,9,0,1928,1937,1.0906580675658644
2022-07-06,Alameda,0.05,113,1455.9499999999998,11,2.949999999999932,0,1928,1930.95,1.0906580675658644
2022-07-06,Alameda,0.95,175,10473.64999999999,26,20,0,1928,1948,1.0906580675658644
2022-07-13,Alameda,0.5,150,4810.5,18,10,0,1941,1951,1.0939241691381594
2022-07-13,Alameda,0.05,119,1490.9,11,3,0,1941,1944,1.0939241691381594
2022-07-13,Alameda,0.95,184,11440.249999999996,27,21,0,1941,1962,1.0939241691381594
2022-07-20,Alameda,0.5,161,5202,20,10,0,1945,1955,1.057318909615339
2022-07-20,Alameda,0.05,127,1638.9,12,3,0,1945,1948,1.057318909615339
2022-07-20,Alameda,0.95,198,12169.05,29,22,0,1945,1967,1.057318909615339
2022-07-27,Alameda,0.5,170,5493.5,21,11,0,1956,1967,0.941411727644894
2022-07-27,Alameda,0.05,136,1825.95,13,3,0,1956,1959,0.941411727644894
2022-07-27,Alameda,0.95,207,12536.05,30,23,0,1956,1979,0.941411727644894
2022-08-03,Alameda,0.5,169,5063,21,11,0,1968,1979,0.8706115593781898
2022-08-03,Alameda,0.05,136,1613,13,3,0,1968,1971,0.8706115593781898
2022-08-03,Alameda,0.95,205,11875.499999999993,30,25,0,1968,1993,0.8706115593781898
2022-08-10,Alameda,0.5,156,4360.5,20,11,0,1973,1984,0.8372712443522556
2022-08-10,Alameda,0.05,123,1349,12,3,0,1973,1976,0.8372712443522556
2022-08-10,Alameda,0.95,191,10531.1,29,24,0,1973,1997,0.8372712443522556
2022-08-17,Alameda,0.5,138,3689.5,18,10,0,1984,1994,0.8672953231735604
2022-08-17,Alameda,0.05,108,1169.9499999999998,11,3,0,1984,1987,0.8672953231735604
2022-08-17,Alameda,0.95,171,8684.449999999993,26,22,0,1984,2006,0.8672953231735604
2022-08-24,Alameda,0.5,122,3355,16,9,0,1993,2002,0.916055311671218
2022-08-24,Alameda,0.05,94,1046.9499999999998,9,2,0,1993,1995,0.916055311671218
2022-08-24,Alameda,0.95,152,7994,23,20,0,1993,2013,0.916055311671218
2022-08-31,Alameda,0.5,111,3202,14,8,0,2004,2012,0.8716467729748497
2022-08-31,Alameda,0.05,86,997.95,8,2,0,2004,2006,0.8716467729748497
2022-08-31,Alameda,0.95,139,7374.149999999998,21,18,0,2004,2022,0.8716467729748497
2022-09-07,Alameda,0.5,102,2904,13,7,0,2015,2022,0.8368609734645055
2022-09-07,Alameda,0.05,78,925,7,2,0,2015,2017,0.8368609734645055
2022-09-07,Alameda,0.95,129,6760.249999999996,20,16,0,2015,2031,0.8368609734645055
2022-09-14,Alameda,0.5,91,2478,12,6,0,2015,2021,0.8280148649872006
2022-09-14,Alameda,0.05,68,763,6,1,0,2015,2016,0.8280148649872006
2022-09-14,Alameda,0.95,116,5744.749999999989,18,15,0,2015,2030,0.8280148649872006
2022-09-21,Alameda,0.5,79,2122,10,6,0,2021,2027,0.8520153650464553
2022-09-21,Alameda,0.05,58,671.9499999999999,5,1,0,2021,2022,0.8520153650464553
2022-09-21,Alameda,0.95,103,4907.0999999999985,16,14,0,2021,2035,0.8520153650464553
2022-09-28,Alameda,0.5,70,1951,9,5,0,2026,2031,0.9284116780726976
2022-09-28,Alameda,0.05,50,614.9499999999999,4,1,0,2026,2027,0.9284116780726976
2022-09-28,Alameda,0.95,91,4461,15,12,0,2026,2038,0.9284116780726976
2022-10-05,Alameda,0.5,64,1908,8,4,0,2029,2033,0.9785480057761952
2022-10-05,Alameda,0.05,47,606,4,1,0,2029,2030,0.9785480057761952
2022-10-05,Alameda,0.95,85,4331.0999999999985,14,11,0,2029,2040,0.9785480057761952
2022-10-12,Alameda,0.5,62,1862,8,4,0,2031,2035,0.9801134532280106
2022-10-12,Alameda,0.05,44,602.9499999999999,3,1,0,2031,2032,0.9801134532280106
2022-10-12,Alameda,0.95,83,4293,13,10,0,2031,2041,0.9801134532280106
2022-10-17,Alameda,0.5,62,1870.5,8,4,0,2031,2035,0.9922123874591549
2022-10-17,Alameda,0.05,43,582.9499999999999,3,1,0,2031,2032,0.9922123874591549
2022-10-17,Alameda,0.95,84,4462.0999999999985,13,10,0,2031,2041,0.9922123874591549
2021-12-22,Amador,0.5,6,68,2,1,0,70,71,1.7508429497415523
2021-12-22,Amador,0.05,1,40,0,0,0,70,70,1.7508429497415523
2021-12-22,Amador,0.95,11,107,4,2,0,70,72,1.7508429497415523
2021-12-29,Amador,0.5,6,124,1,0,0,70,70,1.7937753585693
2021-12-29,Amador,0.05,2,75,0,0,0,70,70,1.7937753585693
2021-12-29,Amador,0.95,14,185,4,2,0,70,72,1.7937753585693
2022-01-05,Amador,0.5,11,238,2,0,0,71,71,1.5652979738141215
2022-01-05,Amador,0.05,4,146,0,0,0,71,71,1.5652979738141215
2022-01-05,Amador,0.95,21,346.0499999999993,5,2,0,71,73,1.5652979738141215
2022-01-12,Amador,0.5,18,381,3,1,0,71,72,1.2508485093639798
2022-01-12,Amador,0.05,8,236.89999999999984,1,0,0,71,71,1.2508485093639798
2022-01-12,Amador,0.95,32,553,7,3,0,71,74,1.2508485093639798
2022-01-19,Amador,0.5,23,453,4,1,0,72,73,0.988568723294614
2022-01-19,Amador,0.05,11,290.94999999999993,1,0,0,72,72,0.988568723294614
2022-01-19,Amador,0.95,40,658.0499999999993,9,4,0,72,76,0.988568723294614
2022-01-26,Amador,0.5,25,400,5,2,0,73,75,0.8084813479434425
2022-01-26,Amador,0.05,13,257,2,0,0,73,73,0.8084813479434425
2022-01-26,Amador,0.95,42,583.0499999999993,10,5,0,73,78,0.8084813479434425
2022-02-02,Amador,0.5,21,285,5,2,0,73,75,0.7042130536121888
2022-02-02,Amador,0.05,9,183,1,0,0,73,73,0.7042130536121888
2022-02-02,Amador,0.95,37,422,10,5,0,73,78,0.7042130536121888
2022-02-09,Amador,0.5,16,180,4,1,0,76,77,0.7126356330064663
2022-02-09,Amador,0.05,6,114,1,0,0,76,76,0.7126356330064663
2022-02-09,Amador,0.95,28,272,8,4,0,76,80,0.7126356330064663
2022-02-16,Amador,0.5,11,118,3,1,0,78,79,0.7797853939009973
2022-02-16,Amador,0.05,3,73,0,0,0,78,78,0.7797853939009973
2022-02-16,Amador,0.95,20,178.04999999999927,6,3,0,78,81,0.7797853939009973
2022-02-23,Amador,0.5,7,85,2,1,0,81,82,0.7827370142462278
2022-02-23,Amador,0.05,2,51,0,0,0,81,81,0.7827370142462278
2022-02-23,Amador,0.95,15,132,5,3,0,81,84,0.7827370142462278
2022-03-02,Amador,0.5,4,63,1,0,0,84,84,0.7085395397752496
2022-03-02,Amador,0.05,1,36,0,0,0,84,84,0.7085395397752496
2022-03-02,Amador,0.95,12,100,4,2,0,84,86,0.7085395397752496
2022-03-09,Amador,0.5,3,42,1,0,0,85,85,0.6817208151121033
2022-03-09,Amador,0.05,0,22,0,0,0,85,85,0.6817208151121033
2022-03-09,Amador,0.95,9,68,3,2,0,85,87,0.6817208151121033
2022-03-16,Amador,0.5,1,27,0,0,0,86,86,0.7298998296444161
2022-03-16,Amador,0.05,0,13,0,0,0,86,86,0.7298998296444161
2022-03-16,Amador,0.95,6,46,2,1,0,86,87,0.7298998296444161
2022-03-23,Amador,0.5,1,18,0,0,0,86,86,0.7890117348805881
2022-03-23,Amador,0.05,0,9,0,0,0,86,86,0.7890117348805881
2022-03-23,Amador,0.95,5,32,2,1,0,86,87,0.7890117348805881
2022-03-30,Amador,0.5,1,13,0,0,0,86,86,0.8580119582547271
2022-03-30,Amador,0.05,0,6,0,0,0,86,86,0.8580119582547271
2022-03-30,Amador,0.95,3,23,1,1,0,86,87,0.8580119582547271
2022-04-06,Amador,0.5,0,11,0,0,0,86,86,0.9778351999498612
2022-04-06,Amador,0.05,0,5,0,0,0,86,86,0.9778351999498612
2022-04-06,Amador,0.95,3,19,1,1,0,86,87,0.9778351999498612
2022-04-13,Amador,0.5,0,11,0,0,0,86,86,1.1436848465358662
2022-04-13,Amador,0.05,0,5,0,0,0,86,86,1.1436848465358662
2022-04-13,Amador,0.95,3,19,1,1,0,86,87,1.1436848465358662
2022-04-20,Amador,0.5,0,13,0,0,0,86,86,1.2013406731874396
2022-04-20,Amador,0.05,0,6,0,0,0,86,86,1.2013406731874396
2022-04-20,Amador,0.95,3,23,1,1,0,86,87,1.2013406731874396
2022-04-27,Amador,0.5,0,17,0,0,0,86,86,1.258761105055569
2022-04-27,Amador,0.05,0,8,0,0,0,86,86,1.258761105055569
2022-04-27,Amador,0.95,3,28,1,1,0,86,87,1.258761105055569
2022-05-04,Amador,0.5,0,23,0,0,0,86,86,1.3224137399084894
2022-05-04,Amador,0.05,0,13,0,0,0,86,86,1.3224137399084894
2022-05-04,Amador,0.95,3,37,1,1,0,86,87,1.3224137399084894
2022-05-11,Amador,0.5,1,34,0,0,0,86,86,1.3706609450370189
2022-05-11,Amador,0.05,0,19,0,0,0,86,86,1.3706609450370189
2022-05-11,Amador,0.95,4,53,1,1,0,86,87,1.3706609450370189
2022-05-18,Amador,0.5,1,51,0,0,0,86,86,1.2925792915399754
2022-05-18,Amador,0.05,0,29,0,0,0,86,86,1.2925792915399754
2022-05-18,Amador,0.95,5,78,1,1,0,86,87,1.2925792915399754
2022-05-25,Amador,0.5,2,73,0,0,0,86,86,1.1608100311081189
2022-05-25,Amador,0.05,0,43.94999999999993,0,0,0,86,86,1.1608100311081189
2022-05-25,Amador,0.95,7,109,2,1,0,86,87,1.1608100311081189
2022-06-01,Amador,0.5,2,90,0,0,0,87,87,1.0871771781272144
2022-06-01,Amador,0.05,0,55,0,0,0,87,87,1.0871771781272144
2022-06-01,Amador,0.95,8,133,2,1,0,87,88,1.0871771781272144
2022-06-08,Amador,0.5,4,101,1,0,0,87,87,1.020541422067911
2022-06-08,Amador,0.05,0,62,0,0,0,87,87,1.020541422067911
2022-06-08,Amador,0.95,9,147,2,2,0,87,89,1.020541422067911
2022-06-15,Amador,0.5,4,102,1,0,0,87,87,0.9790382919702272
2022-06-15,Amador,0.05,0,63,0,0,0,87,87,0.9790382919702272
2022-06-15,Amador,0.95,10,154,3,2,0,87,89,0.9790382919702272
2022-06-22,Amador,0.5,4,99,1,0,0,87,87,0.9311918915357584
2022-06-22,Amador,0.05,0,61,0,0,0,87,87,0.9311918915357584
2022-06-22,Amador,0.95,10,150,3,2,0,87,89,0.9311918915357584
