county,date,quantile,hosp_census_with_covid,icu,cases,deaths,cumulative_deaths,Rt
Alameda,2022-06-19,0.5,121,16,2923,8,1922,1.1613233278144053
Alameda,2022-06-19,0.04999999999999999,95,9,2042.95,3,1917,1.098949636288987
Alameda,2022-06-19,0.95,157,25,4001.0999999999985,15,1929,1.2479225217788452
Alameda,2022-06-26,0.5,144,19,3390,9,1931,1.1232730912522255
Alameda,2022-06-26,0.04999999999999999,116,11,2385.95,3,1923,1.0663463939367428
Alameda,2022-06-26,0.95,182,28,4611,16,1942,1.1803527519085846
Alameda,2022-07-03,0.5,162,21,3732,10,1942,1.0877846681141548
Alameda,2022-07-03,0.04999999999999999,132,13,2628,4,1931.9499999999998,1.037512407401543
Alameda,2022-07-03,0.95,203,32,5043,19,1956,1.1486380446437447
Alameda,2022-07-10,0.5,176.5,23,3967,11,1954,1.016991766819431
Alameda,2022-07-10,0.04999999999999999,144,14,2829.9,5,1941,0.960523437274879
Alameda,2022-07-10,0.95,218,34,5345,21,1971,1.0829081715048492
Alameda,2022-07-17,0.5,182,24,3953,12,1967,0.9714316577979129
Alameda,2022-07-17,0.04999999999999999,149,15,2817.95,5,1951,0.9250687643341616
Alameda,2022-07-17,0.95,222,36,5298.0999999999985,22,1987,1.0081956233372922
Alameda,2022-07-24,0.5,178,24,3722,12,1980,0.9450578668226756
Alameda,2022-07-24,0.04999999999999999,145,15,2660.95,6,1962,0.9010269546071916
Alameda,2022-07-24,0.95,216,35,5051.049999999999,22,2002,0.9976088708146176
Alameda,2022-07-31,0.5,169,23,3494,12,1992,0.9406170835103942
Alameda,2022-07-31,0.04999999999999999,137,14,2517,5,1972,0.8805325063972942
Alameda,2022-07-31,0.95,204,34,4693.049999999999,22,2017,0.99237801530255
Alameda,2022-08-07,0.5,158,21,3245.5,11,2004,0.9223278965859314
Alameda,2022-08-07,0.04999999999999999,128,13,2358,5,1982,0.8716949905273024
Alameda,2022-08-07,0.95,191,31,4436,21,2031,0.9788766493892082
Alameda,2022-08-14,0.5,146,20,2975,11,2015,0.8883038871661324
Alameda,2022-08-14,0.04999999999999999,118,12,2160,5,1991,0.8105880268022215
