county,date,other,delta,omicron,alpha,epsilon,gamma,iota,zeta,beta,mu
Sacramento,2022-02-04,3,1,13,0,0,0,0,0,0,0
Sacramento,2022-02-05,3,1,21,0,0,0,0,0,0,0
Sacramento,2022-02-06,5,0,37,0,0,0,0,0,0,0
Sacramento,2022-02-07,22,1,147,0,0,0,0,0,0,0
Sacramento,2022-02-08,13,0,96,0,0,0,0,0,0,0
Sacramento,2022-02-09,9,0,111,0,0,0,0,0,0,0
Sacramento,2022-02-10,4,3,76,0,0,0,0,0,0,0
Sacramento,2022-02-11,5,1,93,0,0,0,0,0,0,0
Sacramento,2022-02-12,4,0,50,0,0,0,0,0,0,0
Sacramento,2022-02-13,2,0,33,0,0,0,0,0,0,0
Sacramento,2022-02-14,12,0,79,0,0,0,0,0,0,0
Sacramento,2022-02-15,4,1,37,0,0,0,0,0,0,0
Sacramento,2022-02-16,7,0,61,0,0,0,0,0,0,0
Sacramento,2022-02-17,4,0,36,0,0,0,0,0,0,0
Sacramento,2022-02-18,4,0,36,0,0,0,0,0,0,0
Sacramento,2022-02-19,0,0,15,0,0,0,0,0,0,0
Sacramento,2022-02-20,0,0,8,0,0,0,0,0,0,0
Sacramento,2022-02-21,4,0,15,0,0,0,0,0,0,0
Sacramento,2022-02-22,6,0,46,0,0,0,0,0,0,0
Sacramento,2022-02-23,15,0,25,0,0,0,0,0,0,0
Sacramento,2022-02-24,3,0,22,0,0,0,0,0,0,0
Sacramento,2022-02-25,4,0,44,0,0,0,0,0,0,0
Sacramento,2022-02-26,2,0,13,0,0,0,0,0,0,0
Sacramento,2022-02-27,0,0,9,0,0,0,0,0,0,0
Sacramento,2022-02-28,3,0,29,0,0,0,0,0,0,0
Sacramento,2022-03-01,6,0,26,0,0,0,0,0,0,0
Sacramento,2022-03-02,7,0,20,0,0,0,0,0,0,0
Sacramento,2022-03-03,5,0,24,0,0,0,0,0,0,0
Sacramento,2022-03-04,3,0,19,0,0,0,0,0,0,0
Sacramento,2022-03-05,0,0,7,0,0,0,0,0,0,0
Sacramento,2022-03-06,0,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-07,4,0,17,0,0,0,0,0,0,0
Sacramento,2022-03-08,2,0,20,0,0,0,0,0,0,0
Sacramento,2022-03-09,2,0,24,0,0,0,0,0,0,0
Sacramento,2022-03-10,1,0,13,0,0,0,0,0,0,0
Sacramento,2022-03-11,0,0,18,0,0,0,0,0,0,0
Sacramento,2022-03-12,2,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-13,0,0,6,0,0,0,0,0,0,0
Sacramento,2022-03-14,4,0,6,0,0,0,0,0,0,0
Sacramento,2022-03-15,1,0,10,0,0,0,0,0,0,0
Sacramento,2022-03-16,1,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-17,3,0,1,0,0,0,0,0,0,0
Sacramento,2022-03-18,0,0,17,0,0,0,0,0,0,0
Sacramento,2022-03-19,2,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-20,0,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-21,4,0,18,0,0,0,0,0,0,0
Sacramento,2022-03-22,2,0,14,0,0,0,0,0,0,0
Sacramento,2022-03-23,2,0,10,0,0,0,0,0,0,0
Sacramento,2022-03-24,2,0,12,0,0,0,0,0,0,0
Sacramento,2022-03-25,3,0,12,0,0,0,0,0,0,0
Sacramento,2022-03-26,2,0,14,0,0,0,0,0,0,0
Sacramento,2022-03-27,0,0,7,0,0,0,0,0,0,0
Sacramento,2022-03-28,2,0,19,0,0,0,0,0,0,0
Sacramento,2022-03-29,3,0,20,0,0,0,0,0,0,0
Sacramento,2022-03-30,1,0,16,0,0,0,0,0,0,0
Sacramento,2022-03-31,1,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-01,0,0,12,0,0,0,0,0,0,0
Sacramento,2022-04-02,1,0,2,0,0,0,0,0,0,0
Sacramento,2022-04-03,0,0,5,0,0,0,0,0,0,0
Sacramento,2022-04-04,2,0,12,0,0,0,0,0,0,0
Sacramento,2022-04-05,3,0,15,0,0,0,0,0,0,0
Sacramento,2022-04-06,1,0,5,0,0,0,0,0,0,0
Sacramento,2022-04-07,2,0,18,0,0,0,0,0,0,0
Sacramento,2022-04-08,2,0,12,0,0,0,0,0,0,0
Sacramento,2022-04-09,2,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-10,0,0,6,0,0,0,0,0,0,0
Sacramento,2022-04-11,1,0,13,0,0,0,0,0,0,0
Sacramento,2022-04-12,1,0,11,0,0,0,0,0,0,0
Sacramento,2022-04-13,1,0,18,0,0,0,0,0,0,0
Sacramento,2022-04-14,0,0,6,0,0,0,0,0,0,0
Sacramento,2022-04-15,7,0,12,0,0,0,0,0,0,0
Sacramento,2022-04-16,0,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-17,0,0,2,0,0,0,0,0,0,0
Sacramento,2022-04-18,5,0,22,0,0,0,0,0,0,0
Sacramento,2022-04-19,5,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-20,8,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-21,5,0,4,0,0,0,0,0,0,0
Sacramento,2022-04-22,2,0,11,0,0,0,0,0,0,0
Sacramento,2022-04-23,0,0,4,0,0,0,0,0,0,0
Sacramento,2022-04-24,1,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-25,6,0,10,0,0,0,0,0,0,0
Sacramento,2022-04-26,3,0,14,0,0,0,0,0,0,0
Sacramento,2022-04-27,5,0,15,0,0,0,0,0,0,0
Sacramento,2022-04-28,3,0,9,0,0,0,0,0,0,0
Sacramento,2022-04-29,2,0,11,0,0,0,0,0,0,0
Sacramento,2022-04-30,2,0,8,0,0,0,0,0,0,0
Sacramento,2022-05-01,0,0,6,0,0,0,0,0,0,0
Sacramento,2022-05-02,14,0,18,0,0,0,0,0,0,0
Sacramento,2022-05-03,3,0,20,0,0,0,0,0,0,0
Sacramento,2022-05-04,4,0,13,0,0,0,0,0,0,0
Sacramento,2022-05-05,4,0,27,0,0,0,0,0,0,0
Sacramento,2022-05-06,7,0,12,0,0,0,0,0,0,0
Sacramento,2022-05-07,2,0,4,0,0,0,0,0,0,0
Sacramento,2022-05-08,2,0,3,0,0,0,0,0,0,0
Sacramento,2022-05-09,4,0,15,0,0,0,0,0,0,0
Sacramento,2022-05-10,0,0,7,0,0,0,0,0,0,0
Sacramento,2022-05-12,0,0,1,0,0,0,0,0,0,0
Sacramento,2022-05-13,0,0,1,0,0,0,0,0,0,0
Sacramento,2022-05-17,0,0,2,0,0,0,0,0,0,0
Sacramento,2022-05-18,1,0,1,0,0,0,0,0,0,0
Sacramento,2022-05-23,0,0,1,0,0,0,0,0,0,0
San Benito,2021-12-01,2,4,0,0,0,0,0,0,0,0
San Benito,2021-12-02,0,3,0,0,0,0,0,0,0,0
San Benito,2021-12-03,0,2,0,0,0,0,0,0,0,0
San Benito,2021-12-05,0,16,0,0,0,0,0,0,0,0
San Benito,2021-12-06,0,7,0,0,0,0,0,0,0,0
San Benito,2021-12-07,0,8,0,0,0,0,0,0,0,0
San Benito,2021-12-08,0,3,1,0,0,0,0,0,0,0
San Benito,2021-12-09,0,1,0,0,0,0,0,0,0,0
San Benito,2021-12-10,0,2,1,0,0,0,0,0,0,0
San Benito,2021-12-12,0,12,0,0,0,0,0,0,0,0
San Benito,2021-12-13,0,11,1,0,0,0,0,0,0,0
San Benito,2021-12-14,1,1,0,0,0,0,0,0,0,0
San Benito,2021-12-15,0,12,1,0,0,0,0,0,0,0
San Benito,2021-12-16,0,5,0,0,0,0,0,0,0,0
San Benito,2021-12-17,0,0,1,0,0,0,0,0,0,0
San Benito,2021-12-18,0,1,0,0,0,0,0,0,0,0
San Benito,2021-12-19,0,1,1,0,0,0,0,0,0,0
San Benito,2021-12-20,0,2,2,0,0,0,0,0,0,0
San Benito,2021-12-21,1,1,0,0,0,0,0,0,0,0
San Benito,2021-12-22,0,1,0,0,0,0,0,0,0,0
San Benito,2021-12-23,0,3,2,0,0,0,0,0,0,0
San Benito,2021-12-26,0,0,0,0,1,0,0,0,0,0
San Benito,2021-12-27,0,0,9,0,0,0,0,0,0,0
San Benito,2021-12-28,1,0,0,0,1,0,0,0,0,0
San Benito,2021-12-30,1,1,1,0,1,0,0,0,0,0
San Benito,2021-12-31,0,0,2,0,0,0,0,0,0,0
San Benito,2022-01-02,0,0,1,0,0,0,0,0,0,0
San Benito,2022-01-03,0,1,1,0,0,0,0,0,0,0
San Benito,2022-01-04,0,0,1,0,0,0,0,0,0,0
San Benito,2022-01-05,2,0,0,0,0,0,0,0,0,0
San Benito,2022-01-06,1,1,12,0,0,0,0,0,0,0
San Benito,2022-01-07,1,0,3,0,0,0,0,0,0,0
San Benito,2022-01-08,1,0,0,0,0,0,0,0,0,0
San Benito,2022-01-09,0,0,10,0,0,0,0,0,0,0
San Benito,2022-01-10,1,0,10,0,0,0,0,0,0,0
San Benito,2022-01-11,0,0,1,0,0,0,1,0,0,0
San Benito,2022-01-12,1,0,0,0,0,0,0,0,0,0
San Benito,2022-01-13,0,0,1,0,0,0,0,0,0,0
San Benito,2022-01-15,0,1,3,0,0,0,0,0,0,0
San Benito,2022-01-16,1,1,3,0,0,0,0,0,0,0
San Benito,2022-01-17,0,0,6,0,0,0,0,0,0,0
San Benito,2022-01-18,2,0,3,0,0,0,0,0,0,0
San Benito,2022-01-19,0,0,2,0,0,0,0,0,0,0
San Benito,2022-01-20,0,0,1,0,1,0,0,0,0,0
San Benito,2022-01-21,0,0,3,0,1,0,0,0,0,0
San Benito,2022-01-22,1,0,0,0,0,0,0,0,0,0
San Benito,2022-01-23,0,0,2,0,1,0,0,0,0,0
San Benito,2022-01-24,0,0,3,0,0,0,0,0,0,0
San Benito,2022-01-25,0,0,3,0,0,0,0,0,0,0
San Benito,2022-01-26,2,0,0,0,1,0,0,0,0,0
San Benito,2022-01-27,1,1,3,0,0,0,0,0,0,0
San Benito,2022-01-28,0,0,2,0,0,0,0,0,0,0
San Benito,2022-01-29,0,0,3,0,0,0,0,0,0,0
San Benito,2022-01-30,3,0,33,0,0,0,0,0,0,0
San Benito,2022-01-31,2,0,22,0,0,0,0,0,0,0
San Benito,2022-02-01,1,1,16,0,0,0,0,0,0,0
San Benito,2022-02-02,0,0,17,0,0,0,0,0,0,0
San Benito,2022-02-03,0,0,6,0,0,0,0,0,0,0
San Benito,2022-02-05,0,0,2,0,0,0,0,0,0,0
San Benito,2022-02-06,1,0,38,0,1,0,0,0,0,0
San Benito,2022-02-07,0,0,14,0,0,0,0,0,0,0
San Benito,2022-02-08,0,0,10,0,0,0,0,0,0,0
San Benito,2022-02-09,1,0,9,0,0,0,0,0,0,0
San Benito,2022-02-10,0,0,7,0,0,0,0,0,0,0
San Benito,2022-02-11,0,0,4,0,0,0,0,0,0,0
San Benito,2022-02-13,3,0,7,0,0,0,0,0,0,0
San Benito,2022-02-14,0,0,8,0,0,0,0,0,0,0
San Benito,2022-02-15,0,0,4,0,0,0,0,0,0,0
San Benito,2022-02-16,0,0,6,0,0,0,0,0,0,0
San Benito,2022-02-17,0,0,10,0,0,0,0,0,0,0
San Benito,2022-02-18,0,0,4,0,0,0,0,0,0,0
San Benito,2022-02-19,0,0,3,0,0,0,0,0,0,0
San Benito,2022-02-20,1,0,6,0,0,0,0,0,0,0
San Benito,2022-02-22,1,0,3,0,0,0,0,0,0,0
San Benito,2022-02-23,0,0,5,0,0,0,0,0,0,0
San Benito,2022-02-24,2,0,2,0,0,0,0,0,0,0
San Benito,2022-02-25,0,0,1,0,0,0,0,0,0,0
San Benito,2022-02-28,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-01,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-02,0,0,5,0,0,0,0,0,0,0
San Benito,2022-03-03,1,0,3,0,0,0,0,0,0,0
San Benito,2022-03-04,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-07,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-08,0,0,2,0,0,0,0,0,0,0
San Benito,2022-03-09,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-10,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-11,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-14,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-15,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-16,0,0,4,0,0,0,0,0,0,0
San Benito,2022-03-17,1,0,3,0,0,0,0,0,0,0
San Benito,2022-03-19,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-22,0,0,2,0,0,0,0,0,0,0
San Benito,2022-03-24,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-28,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-30,0,0,1,0,0,0,0,0,0,0
San Benito,2022-04-04,0,0,3,0,0,0,0,0,0,0
San Benito,2022-04-06,0,0,4,0,0,0,0,0,0,0
San Benito,2022-04-07,0,0,1,0,0,0,0,0,0,0
San Benito,2022-04-08,0,0,1,0,0,0,0,0,0,0
San Benito,2022-04-10,0,0,1,0,0,0,0,0,0,0
San Benito,2022-04-13,0,0,2,0,0,0,0,0,0,0
San Benito,2022-04-14,0,0,1,0,0,0,0,0,0,0
San Bernardino,2021-12-01,6,284,0,0,0,0,0,0,0,0
San Bernardino,2021-12-02,1,113,0,0,0,0,0,0,0,0
San Bernardino,2021-12-03,1,103,0,0,0,0,0,0,0,0
San Bernardino,2021-12-04,0,102,0,0,0,0,0,0,0,0
San Bernardino,2021-12-05,4,30,0,0,0,0,0,0,0,0
San Bernardino,2021-12-06,7,306,1,0,0,0,0,0,0,0
San Bernardino,2021-12-07,5,269,2,0,0,0,0,0,0,0
San Bernardino,2021-12-08,4,258,6,0,0,0,0,0,0,0
San Bernardino,2021-12-09,2,209,2,0,0,0,0,0,0,0
San Bernardino,2021-12-10,1,199,4,0,0,0,0,0,0,0
San Bernardino,2021-12-11,2,100,1,0,0,0,0,0,0,0
San Bernardino,2021-12-12,1,33,0,0,0,0,0,0,0,0
San Bernardino,2021-12-13,4,264,14,1,0,0,0,0,0,0
San Bernardino,2021-12-14,6,181,30,0,0,0,0,0,0,0
San Bernardino,2021-12-15,6,218,47,0,1,0,0,0,0,0
San Bernardino,2021-12-16,0,179,65,0,0,0,0,0,0,0
San Bernardino,2021-12-17,1,193,75,0,0,0,0,0,0,0
San Bernardino,2021-12-18,1,133,56,0,0,0,0,0,0,0
San Bernardino,2021-12-19,0,16,12,0,0,0,0,0,0,0
San Bernardino,2021-12-20,2,106,72,0,1,0,0,0,0,0
San Bernardino,2021-12-21,18,227,355,0,0,0,0,0,0,0
San Bernardino,2021-12-22,13,218,454,1,1,0,0,0,0,0
San Bernardino,2021-12-23,4,86,267,0,0,0,0,0,0,0
San Bernardino,2021-12-24,2,23,39,1,0,0,0,0,0,0
San Bernardino,2021-12-25,0,5,22,0,0,0,0,0,0,0
San Bernardino,2021-12-26,2,15,34,0,0,0,0,0,0,0
San Bernardino,2021-12-27,7,85,493,2,1,0,1,0,0,0
San Bernardino,2021-12-28,21,45,184,2,3,0,0,0,0,0
San Bernardino,2021-12-29,5,24,116,0,2,0,0,0,0,0
San Bernardino,2021-12-30,4,34,264,1,2,1,1,0,0,0
San Bernardino,2021-12-31,4,2,12,1,0,0,0,0,0,0
San Bernardino,2022-01-01,1,4,3,0,0,0,0,0,0,0
San Bernardino,2022-01-02,5,7,18,1,0,0,0,0,0,0
San Bernardino,2022-01-03,7,21,273,0,1,0,0,0,0,0
San Bernardino,2022-01-04,11,24,147,2,2,0,1,0,0,0
San Bernardino,2022-01-05,8,26,43,1,2,1,0,0,0,0
San Bernardino,2022-01-06,10,13,53,0,1,0,0,0,0,0
San Bernardino,2022-01-07,10,10,53,0,1,0,1,0,0,0
San Bernardino,2022-01-08,3,4,25,0,0,0,0,0,0,0
San Bernardino,2022-01-09,5,3,8,1,0,0,0,0,0,0
San Bernardino,2022-01-10,9,15,21,2,3,0,1,0,0,0
San Bernardino,2022-01-11,9,11,60,0,3,0,0,0,0,0
San Bernardino,2022-01-12,11,18,34,3,3,1,2,0,0,0
San Bernardino,2022-01-13,5,15,25,0,3,0,1,0,0,0
San Bernardino,2022-01-14,5,6,46,0,1,2,0,0,0,0
San Bernardino,2022-01-15,3,12,37,1,1,0,1,0,0,0
San Bernardino,2022-01-16,1,1,21,0,0,0,0,0,0,0
San Bernardino,2022-01-17,3,3,31,0,2,0,1,0,0,0
San Bernardino,2022-01-18,3,10,61,4,1,0,1,0,0,0
San Bernardino,2022-01-19,3,15,79,1,0,0,0,0,0,0
San Bernardino,2022-01-20,26,6,85,0,0,0,0,0,0,1
San Bernardino,2022-01-21,2,14,120,0,0,1,0,0,0,0
San Bernardino,2022-01-22,2,7,103,0,3,0,0,0,0,0
San Bernardino,2022-01-23,0,1,24,0,1,0,0,0,0,0
San Bernardino,2022-01-24,5,12,197,0,1,0,0,0,0,0
San Bernardino,2022-01-25,11,11,306,1,1,0,0,0,0,0
San Bernardino,2022-01-26,13,14,126,1,3,0,0,0,0,0
San Bernardino,2022-01-27,5,5,69,1,2,0,1,0,0,0
San Bernardino,2022-01-28,9,7,83,1,0,0,0,0,0,0
San Bernardino,2022-01-29,4,5,366,1,1,0,0,0,0,0
San Bernardino,2022-01-30,9,2,57,0,0,0,0,0,0,0
San Bernardino,2022-01-31,17,3,466,0,1,0,0,0,0,0
San Bernardino,2022-02-01,14,6,234,0,0,0,0,0,0,0
San Bernardino,2022-02-02,17,3,277,0,0,1,1,0,0,0
San Bernardino,2022-02-03,2,3,95,0,0,0,0,0,0,0
San Bernardino,2022-02-04,4,2,184,0,0,0,0,0,0,0
San Bernardino,2022-02-05,5,0,49,0,0,0,0,0,0,0
San Bernardino,2022-02-06,4,0,64,0,0,0,0,0,0,0
San Bernardino,2022-02-07,7,3,289,0,1,0,0,0,0,0
San Bernardino,2022-02-08,11,1,264,1,1,0,0,0,0,0
San Bernardino,2022-02-09,10,2,244,0,0,0,0,0,0,0
San Bernardino,2022-02-10,6,1,218,0,0,0,0,0,0,0
San Bernardino,2022-02-11,6,2,198,0,0,0,0,0,0,0
San Bernardino,2022-02-12,4,1,126,0,0,0,0,0,0,0
San Bernardino,2022-02-13,2,1,51,0,0,0,0,0,0,0
San Bernardino,2022-02-14,8,1,201,0,0,0,0,0,0,0
San Bernardino,2022-02-15,12,0,146,0,0,0,0,0,0,0
San Bernardino,2022-02-16,5,1,131,0,0,0,0,0,0,0
San Bernardino,2022-02-17,5,0,133,0,0,0,0,0,0,0
San Bernardino,2022-02-18,2,0,120,0,0,0,0,0,0,0
San Bernardino,2022-02-19,0,1,54,0,0,0,0,0,0,0
San Bernardino,2022-02-20,2,0,31,0,0,0,0,0,0,0
San Bernardino,2022-02-21,0,2,33,0,0,0,0,0,0,0
San Bernardino,2022-02-22,2,0,131,0,0,0,0,0,0,0
San Bernardino,2022-02-23,3,0,75,0,0,0,0,0,0,0
San Bernardino,2022-02-24,1,0,29,0,0,0,0,0,0,0
San Bernardino,2022-02-25,1,0,34,0,0,0,0,0,0,0
San Bernardino,2022-02-26,2,0,15,0,0,0,0,0,0,0
San Bernardino,2022-02-27,3,0,14,0,0,0,0,0,0,0
San Bernardino,2022-02-28,2,0,25,0,0,0,0,0,0,0
San Bernardino,2022-03-01,1,1,15,0,0,0,0,0,0,0
San Bernardino,2022-03-02,1,0,19,0,0,0,0,0,0,0
San Bernardino,2022-03-03,1,0,14,0,0,0,0,0,0,0
San Bernardino,2022-03-04,2,0,16,0,0,0,0,0,0,0
San Bernardino,2022-03-05,1,0,9,0,0,0,0,0,0,0
San Bernardino,2022-03-06,1,0,8,0,0,0,0,0,0,0
San Bernardino,2022-03-07,1,0,14,0,0,0,0,0,0,0
San Bernardino,2022-03-08,5,0,11,0,0,0,0,0,0,0
San Bernardino,2022-03-09,0,0,2,0,0,0,0,0,0,0
San Bernardino,2022-03-10,1,0,10,0,0,0,0,0,0,0
San Bernardino,2022-03-11,0,0,7,0,0,0,0,0,0,0
San Bernardino,2022-03-12,0,0,9,0,0,0,0,0,0,0
San Bernardino,2022-03-13,2,0,8,0,0,0,0,0,0,0
San Bernardino,2022-03-14,0,0,5,0,0,0,0,0,0,0
San Bernardino,2022-03-15,2,0,7,0,0,0,0,0,0,0
San Bernardino,2022-03-16,0,0,3,0,0,0,0,0,0,0
San Bernardino,2022-03-17,0,0,8,0,0,0,0,0,0,0
San Bernardino,2022-03-18,2,0,11,0,0,0,0,0,0,0
San Bernardino,2022-03-19,1,0,7,0,0,0,0,0,0,0
San Bernardino,2022-03-20,0,0,2,0,0,0,0,0,0,0
San Bernardino,2022-03-21,0,0,15,0,0,0,0,0,0,0
San Bernardino,2022-03-22,0,0,9,0,0,0,0,0,0,0
San Bernardino,2022-03-23,0,0,11,0,0,0,0,0,0,0
San Bernardino,2022-03-24,2,0,9,0,0,0,0,0,0,0
San Bernardino,2022-03-25,1,0,10,0,0,0,0,0,0,0
San Bernardino,2022-03-26,0,0,9,0,0,0,0,0,0,0
San Bernardino,2022-03-27,0,0,11,0,0,0,0,0,0,0
San Bernardino,2022-03-28,1,0,6,0,0,0,0,0,0,0
San Bernardino,2022-03-29,0,0,10,0,0,0,0,0,0,0
San Bernardino,2022-03-30,0,0,10,0,0,0,0,0,0,0
San Bernardino,2022-03-31,1,0,11,0,0,0,0,0,0,0
San Bernardino,2022-04-01,1,0,8,0,0,0,0,0,0,0
San Bernardino,2022-04-02,0,0,5,0,0,0,0,0,0,0
San Bernardino,2022-04-03,0,0,8,0,0,0,0,0,0,0
San Bernardino,2022-04-04,1,0,15,0,0,0,0,0,0,0
San Bernardino,2022-04-05,1,0,10,0,0,0,0,0,0,0
San Bernardino,2022-04-06,1,0,8,0,0,0,0,0,0,0
San Bernardino,2022-04-07,0,0,8,0,0,0,0,0,0,0
San Bernardino,2022-04-08,0,0,7,0,0,0,0,0,0,0
San Bernardino,2022-04-09,1,0,4,0,0,0,0,0,0,0
San Bernardino,2022-04-10,0,0,7,0,0,0,0,0,0,0
San Bernardino,2022-04-11,0,0,12,0,0,0,0,0,0,0
San Bernardino,2022-04-12,0,0,4,0,0,0,0,0,0,0
San Bernardino,2022-04-13,1,0,9,0,0,0,0,0,0,0
San Bernardino,2022-04-14,2,0,12,0,0,0,0,0,0,0
San Bernardino,2022-04-15,0,0,10,0,0,0,0,0,0,0
San Bernardino,2022-04-16,1,0,6,0,0,0,0,0,0,0
San Bernardino,2022-04-17,0,0,3,0,0,0,0,0,0,0
San Bernardino,2022-04-18,2,0,22,0,0,0,0,0,0,0
San Bernardino,2022-04-19,3,0,12,0,0,0,0,0,0,0
San Bernardino,2022-04-20,5,0,12,0,0,0,0,0,0,0
San Bernardino,2022-04-21,4,0,3,0,0,0,0,0,0,0
San Bernardino,2022-04-22,1,0,4,0,0,0,0,0,0,0
San Bernardino,2022-04-23,4,0,8,0,0,0,0,0,0,0
San Bernardino,2022-04-24,2,0,9,0,0,0,0,0,0,0
San Bernardino,2022-04-25,7,0,6,0,0,0,0,0,0,0
San Bernardino,2022-04-26,1,0,7,0,0,0,0,0,0,0
San Bernardino,2022-04-27,4,0,9,0,0,0,0,0,0,0
San Bernardino,2022-04-28,1,0,3,0,0,0,0,0,0,0
San Bernardino,2022-04-29,4,0,4,0,0,0,0,0,0,0
San Bernardino,2022-04-30,2,0,9,0,0,0,0,0,0,0
San Bernardino,2022-05-01,7,0,14,0,0,0,0,0,0,0
San Bernardino,2022-05-02,4,0,10,0,0,0,0,0,0,0
San Bernardino,2022-05-03,2,0,10,0,0,0,0,0,0,0
San Bernardino,2022-05-04,4,0,9,0,0,0,0,0,0,0
San Bernardino,2022-05-05,2,0,7,0,0,0,0,0,0,0
San Bernardino,2022-05-06,6,0,13,0,0,0,0,0,0,0
San Bernardino,2022-05-07,4,0,8,0,0,0,0,0,0,0
San Bernardino,2022-05-08,2,0,9,0,0,0,0,0,0,0
San Bernardino,2022-05-09,4,0,7,0,0,0,0,0,0,0
San Bernardino,2022-05-10,1,0,7,0,0,0,0,0,0,0
San Bernardino,2022-05-11,1,0,10,0,0,0,0,0,0,0
San Bernardino,2022-05-12,0,0,5,0,0,0,0,0,0,0
San Bernardino,2022-05-13,1,0,2,0,0,0,0,0,0,0
San Bernardino,2022-05-14,0,0,1,0,0,0,0,0,0,0
San Bernardino,2022-05-18,0,0,1,0,0,0,0,0,0,0
San Diego,2021-12-01,0,2,0,0,0,0,0,0,0,0
San Diego,2021-12-02,0,5,0,0,0,0,0,0,0,0
San Diego,2021-12-03,0,1,0,0,0,0,0,0,0,0
San Diego,2021-12-04,0,1,0,0,0,0,0,0,0,0
San Diego,2021-12-05,1,3,0,0,0,0,0,0,0,0
San Diego,2021-12-06,0,4,0,0,0,0,0,0,0,0
San Diego,2021-12-07,0,8,0,0,0,0,0,0,0,0
San Diego,2021-12-08,0,6,0,0,0,0,0,0,0,0
San Diego,2021-12-09,0,4,0,0,0,0,0,0,0,0
San Diego,2021-12-10,0,8,1,0,0,0,0,0,0,0
San Diego,2021-12-11,0,4,0,0,0,0,0,0,0,0
San Diego,2021-12-12,0,4,0,0,0,0,0,0,0,0
San Diego,2021-12-13,0,6,1,0,0,0,0,0,0,0
San Diego,2021-12-14,0,8,6,0,0,0,0,0,0,0
San Diego,2021-12-15,0,8,1,0,0,0,0,0,0,0
San Diego,2021-12-16,0,7,0,0,0,0,0,0,0,0
San Diego,2021-12-17,0,4,6,0,0,0,0,0,0,0
San Diego,2021-12-18,0,8,5,0,0,0,0,0,0,0
San Diego,2021-12-19,0,4,5,0,0,0,0,0,0,0
San Diego,2021-12-20,0,2,5,0,0,0,0,0,0,0
San Diego,2021-12-21,0,7,5,0,0,0,0,0,0,0
San Diego,2021-12-22,0,3,8,0,0,0,0,0,0,0
San Diego,2021-12-23,0,2,9,0,0,0,0,0,0,0
San Diego,2021-12-24,0,0,2,0,0,0,0,0,0,0
San Diego,2021-12-25,0,0,1,0,0,0,0,0,0,0
San Diego,2021-12-26,0,0,11,0,0,0,0,0,0,0
San Diego,2021-12-27,0,0,15,0,0,0,0,0,0,0
San Diego,2021-12-28,1,5,23,0,0,0,0,0,0,0
San Diego,2021-12-29,0,3,22,0,0,0,0,0,0,0
San Diego,2021-12-30,0,7,21,0,0,0,0,0,0,0
San Diego,2021-12-31,0,0,1,0,0,0,0,0,0,0
San Diego,2022-01-01,0,0,1,0,0,0,0,0,0,0
San Diego,2022-01-02,0,0,3,0,0,0,0,0,0,0
San Diego,2022-01-03,0,0,5,0,0,0,0,0,0,0
San Diego,2022-01-04,0,0,9,0,0,0,0,0,0,0
San Diego,2022-01-05,0,0,17,0,0,0,0,0,0,0
San Diego,2022-01-06,0,1,12,0,0,0,0,0,0,0
San Diego,2022-01-07,0,0,6,0,0,0,0,0,0,0
San Diego,2022-01-10,0,0,6,0,0,0,0,0,0,0
San Diego,2022-01-12,0,0,1,0,0,0,0,0,0,0
San Diego,2022-01-13,0,0,4,0,0,0,0,0,0,0
San Diego,2022-01-14,1,0,7,0,0,0,0,0,0,0
San Diego,2022-01-15,0,0,6,0,0,0,0,0,0,0
San Diego,2022-01-16,0,0,7,0,0,0,0,0,0,0
San Diego,2022-01-17,0,0,1,0,0,0,0,0,0,0
San Diego,2022-01-18,0,0,5,0,0,0,0,0,0,0
San Diego,2022-01-19,0,0,4,0,0,0,0,0,0,0
San Diego,2022-01-20,0,0,3,0,0,0,0,0,0,0
San Diego,2022-01-21,0,0,7,0,0,0,0,0,0,0
San Diego,2022-01-22,0,0,11,0,0,0,0,0,0,0
San Diego,2022-01-23,0,0,7,0,0,0,0,0,0,0
San Diego,2022-01-24,0,0,9,0,0,0,0,0,0,0
