county,date,other,delta,omicron,alpha,epsilon,gamma,iota,zeta,beta,mu
Inyo,2022-02-11,0,0,1,0,0,0,0,0,0,0
Inyo,2022-02-22,0,0,1,0,0,0,0,0,0,0
Inyo,2022-02-24,0,0,1,0,0,0,0,0,0,0
Inyo,2022-03-30,0,0,1,0,0,0,0,0,0,0
Inyo,2022-04-04,0,0,4,0,0,0,0,0,0,0
Kern,2021-12-01,1,22,0,0,0,0,0,0,0,0
Kern,2021-12-02,1,17,0,0,0,0,0,0,0,0
Kern,2021-12-03,0,26,0,0,0,0,0,0,0,0
Kern,2021-12-04,0,7,0,0,0,0,0,0,0,0
Kern,2021-12-05,0,7,0,0,0,0,0,0,0,0
Kern,2021-12-06,3,19,0,0,0,0,0,0,0,0
Kern,2021-12-07,2,32,0,0,0,0,0,0,0,0
Kern,2021-12-08,5,24,1,0,0,0,0,0,0,0
Kern,2021-12-09,0,13,0,0,0,0,0,0,0,0
Kern,2021-12-10,0,25,0,0,0,0,0,0,0,0
Kern,2021-12-11,1,8,0,0,0,0,0,0,0,0
Kern,2021-12-12,0,10,0,0,0,0,0,0,0,0
Kern,2021-12-13,1,29,0,0,0,0,0,0,0,0
Kern,2021-12-14,2,18,2,0,0,0,0,0,0,0
Kern,2021-12-15,0,13,1,0,0,0,0,0,0,0
Kern,2021-12-16,1,12,2,0,0,0,0,0,0,0
Kern,2021-12-17,0,17,6,0,0,0,0,0,0,0
Kern,2021-12-18,0,12,3,0,0,0,0,0,0,0
Kern,2021-12-19,0,4,4,0,0,0,0,0,0,0
Kern,2021-12-20,1,12,11,0,0,0,0,0,0,0
Kern,2021-12-21,0,11,11,0,0,0,0,0,0,0
Kern,2021-12-22,0,6,11,0,0,0,0,0,0,0
Kern,2021-12-23,0,3,1,0,0,0,0,0,0,0
Kern,2021-12-26,0,9,7,0,0,0,0,0,0,0
Kern,2021-12-27,1,2,14,0,0,0,0,0,0,0
Kern,2021-12-28,2,1,5,0,0,0,0,0,0,0
Kern,2021-12-29,3,2,20,0,0,0,0,0,0,0
Kern,2021-12-30,2,2,8,0,0,0,0,0,0,0
Kern,2021-12-31,1,1,1,0,0,0,0,0,0,0
Kern,2022-01-01,0,0,2,0,0,0,0,0,0,0
Kern,2022-01-02,1,3,3,0,0,0,0,0,0,0
Kern,2022-01-03,9,4,20,0,0,0,0,0,0,0
Kern,2022-01-04,8,1,7,0,0,0,0,0,0,0
Kern,2022-01-05,5,2,6,0,0,0,0,0,0,0
Kern,2022-01-06,10,3,29,0,0,0,0,0,0,0
Kern,2022-01-07,2,1,6,0,0,0,0,0,0,0
Kern,2022-01-08,0,2,3,0,0,0,0,0,0,0
Kern,2022-01-09,1,0,2,0,0,0,0,0,0,0
Kern,2022-01-10,8,3,13,0,1,0,0,0,0,0
Kern,2022-01-11,7,3,4,0,1,0,0,0,0,0
Kern,2022-01-12,8,3,26,0,1,0,0,0,0,0
Kern,2022-01-13,2,3,11,0,1,0,0,0,0,0
Kern,2022-01-14,1,2,17,0,0,0,0,0,0,0
Kern,2022-01-15,1,0,9,0,0,0,0,0,0,0
Kern,2022-01-16,2,0,5,0,0,0,0,0,0,0
Kern,2022-01-17,0,0,6,0,0,0,0,0,0,0
Kern,2022-01-18,4,1,6,0,2,0,0,0,0,0
Kern,2022-01-19,3,1,20,0,1,0,0,0,0,0
Kern,2022-01-20,2,1,4,1,0,0,0,0,0,0
Kern,2022-01-21,2,1,11,0,0,0,0,0,0,0
Kern,2022-01-22,1,0,2,0,0,0,0,0,0,0
Kern,2022-01-23,1,0,14,0,0,0,0,0,0,0
Kern,2022-01-24,5,0,44,0,2,0,0,0,0,0
Kern,2022-01-25,4,3,30,0,0,0,0,0,0,0
Kern,2022-01-26,2,0,33,0,0,0,0,0,0,0
Kern,2022-01-27,6,0,42,0,0,0,0,0,0,0
Kern,2022-01-28,3,0,30,0,0,0,0,0,0,0
Kern,2022-01-29,1,0,14,0,0,0,0,0,0,0
Kern,2022-01-30,1,0,28,0,0,0,0,0,0,0
Kern,2022-01-31,10,2,113,0,0,0,0,0,0,0
Kern,2022-02-01,15,0,108,0,0,0,0,0,0,0
Kern,2022-02-02,8,0,84,0,0,0,0,0,0,0
Kern,2022-02-03,5,0,16,0,0,0,0,0,0,0
Kern,2022-02-04,3,0,12,0,0,0,0,0,0,0
Kern,2022-02-05,1,0,9,0,0,0,0,0,0,0
Kern,2022-02-06,0,0,25,0,0,0,0,0,0,0
Kern,2022-02-07,6,0,70,0,1,0,0,0,0,0
Kern,2022-02-08,6,0,66,0,0,0,0,0,0,0
Kern,2022-02-09,2,1,41,0,0,0,0,0,0,0
Kern,2022-02-10,4,0,50,0,0,0,0,0,0,0
Kern,2022-02-11,2,0,43,0,0,0,0,0,0,0
Kern,2022-02-12,0,0,20,0,0,0,0,0,0,0
Kern,2022-02-13,0,0,17,0,0,0,0,0,0,0
Kern,2022-02-14,2,0,29,0,0,0,0,0,0,0
Kern,2022-02-15,7,0,62,0,0,0,0,0,0,0
Kern,2022-02-16,7,0,35,0,0,0,0,0,0,0
Kern,2022-02-17,5,0,32,0,0,0,0,0,0,0
Kern,2022-02-18,0,0,15,0,0,0,0,0,0,0
Kern,2022-02-19,0,0,13,0,0,0,0,0,0,0
Kern,2022-02-20,0,0,14,0,0,0,0,0,0,0
Kern,2022-02-21,0,0,20,0,0,0,0,0,0,0
Kern,2022-02-22,4,2,29,0,0,0,0,0,0,0
Kern,2022-02-23,1,0,19,0,0,0,0,0,0,0
Kern,2022-02-24,4,0,16,0,0,0,0,0,0,0
Kern,2022-02-25,1,0,8,0,0,0,0,0,0,0
Kern,2022-02-26,1,0,4,0,0,0,0,0,0,0
Kern,2022-02-27,1,0,4,0,0,0,0,0,0,0
Kern,2022-02-28,3,0,6,0,0,0,0,0,0,0
Kern,2022-03-01,2,0,10,0,0,0,0,0,0,0
Kern,2022-03-02,1,0,16,0,0,0,0,0,0,0
Kern,2022-03-03,0,0,4,0,0,0,0,0,0,0
Kern,2022-03-04,1,0,5,0,0,0,0,0,0,0
Kern,2022-03-05,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-07,0,0,3,0,0,0,0,0,0,0
Kern,2022-03-08,0,0,5,0,0,0,0,0,0,0
Kern,2022-03-09,1,0,6,0,0,0,0,0,0,0
Kern,2022-03-10,0,0,3,0,0,0,0,0,0,0
Kern,2022-03-11,0,0,4,0,0,0,0,0,0,0
Kern,2022-03-12,0,0,3,0,0,0,0,0,0,0
Kern,2022-03-13,1,0,1,0,0,0,0,0,0,0
Kern,2022-03-14,0,0,8,0,0,0,0,0,0,0
Kern,2022-03-15,0,0,3,0,0,0,0,0,0,0
Kern,2022-03-16,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-17,0,0,6,0,0,0,0,0,0,0
Kern,2022-03-18,0,0,4,0,0,0,0,0,0,0
Kern,2022-03-19,0,0,3,0,0,0,0,0,0,0
Kern,2022-03-20,1,0,0,0,0,0,0,0,0,0
Kern,2022-03-21,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-22,1,0,5,0,0,0,0,0,0,0
Kern,2022-03-23,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-24,0,0,2,0,0,0,0,0,0,0
Kern,2022-03-25,0,0,3,0,0,0,0,0,0,0
Kern,2022-03-26,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-28,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-29,0,0,1,0,0,0,0,0,0,0
Kern,2022-03-30,1,0,0,0,0,0,0,0,0,0
Kern,2022-04-01,2,0,0,0,0,0,0,0,0,0
Kern,2022-04-03,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-04,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-05,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-06,0,0,3,0,0,0,0,0,0,0
Kern,2022-04-07,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-08,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-12,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-14,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-16,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-17,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-18,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-19,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-20,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-23,0,0,2,0,0,0,0,0,0,0
Kern,2022-04-26,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-27,0,0,1,0,0,0,0,0,0,0
Kern,2022-04-28,1,0,1,0,0,0,0,0,0,0
Kern,2022-04-29,1,0,0,0,0,0,0,0,0,0
Kern,2022-04-30,1,0,0,0,0,0,0,0,0,0
Kern,2022-05-01,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-02,1,0,1,0,0,0,0,0,0,0
Kern,2022-05-03,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-04,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-06,1,0,2,0,0,0,0,0,0,0
Kern,2022-05-07,1,0,1,0,0,0,0,0,0,0
Kern,2022-05-08,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-09,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-10,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-12,0,0,1,0,0,0,0,0,0,0
Kern,2022-05-16,0,0,1,0,0,0,0,0,0,0
Kings,2021-12-01,0,13,0,0,0,0,0,0,0,0
Kings,2021-12-02,0,3,0,0,0,0,0,0,0,0
Kings,2021-12-03,1,17,0,0,0,0,0,0,0,0
Kings,2021-12-04,0,7,0,0,0,0,0,0,0,0
Kings,2021-12-05,0,5,0,0,0,0,0,0,0,0
Kings,2021-12-06,3,11,0,0,0,0,0,0,0,0
Kings,2021-12-07,3,16,0,0,0,0,0,0,0,0
Kings,2021-12-08,1,11,0,0,0,0,0,0,0,0
Kings,2021-12-09,1,2,0,0,0,0,0,0,0,0
Kings,2021-12-10,0,8,0,0,0,0,0,0,0,0
Kings,2021-12-11,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-12,0,4,0,0,0,0,0,0,0,0
Kings,2021-12-13,0,14,0,0,0,0,0,0,0,0
Kings,2021-12-14,1,7,1,0,0,0,0,0,0,0
Kings,2021-12-15,2,3,0,0,0,0,0,0,0,0
Kings,2021-12-16,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-17,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-18,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-20,0,1,1,0,0,0,0,0,0,0
Kings,2021-12-21,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-22,0,1,1,0,0,0,0,0,0,0
Kings,2021-12-23,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-28,6,2,3,0,0,0,0,0,0,0
Kings,2021-12-29,1,1,5,0,0,0,0,0,0,0
Kings,2021-12-30,2,1,3,0,0,0,0,0,0,0
Kings,2022-01-02,1,0,0,0,0,0,0,0,0,0
Kings,2022-01-03,2,0,2,0,0,0,0,0,0,0
Kings,2022-01-04,1,1,2,0,1,0,0,0,0,0
Kings,2022-01-05,0,0,0,0,1,0,0,0,0,0
Kings,2022-01-06,2,2,5,0,0,0,0,0,0,0
Kings,2022-01-07,3,0,1,0,0,0,0,0,0,0
Kings,2022-01-08,0,0,0,0,1,0,0,0,0,0
Kings,2022-01-09,5,0,0,0,0,0,0,0,0,0
Kings,2022-01-10,3,0,4,0,1,0,0,0,0,0
Kings,2022-01-11,4,1,11,0,0,0,0,0,0,0
Kings,2022-01-12,7,1,3,0,2,0,0,0,0,0
Kings,2022-01-13,7,2,8,0,0,0,0,0,0,0
Kings,2022-01-14,9,1,3,0,0,0,0,0,0,0
Kings,2022-01-15,2,0,5,0,0,0,0,0,0,0
Kings,2022-01-16,0,0,4,0,0,0,0,0,0,0
Kings,2022-01-17,4,1,0,0,0,0,0,0,0,0
Kings,2022-01-18,12,3,12,0,1,0,0,0,0,0
Kings,2022-01-19,4,1,1,0,0,0,0,0,0,0
Kings,2022-01-20,4,1,9,0,0,0,0,0,0,0
Kings,2022-01-21,1,2,4,2,0,0,0,0,0,0
Kings,2022-01-22,2,0,0,0,0,0,0,0,0,0
Kings,2022-01-23,4,1,1,0,0,0,0,0,0,0
Kings,2022-01-24,1,2,7,0,0,0,0,0,0,0
Kings,2022-01-25,4,1,15,0,0,0,0,0,0,0
Kings,2022-01-26,4,1,16,0,0,0,0,0,0,0
Kings,2022-01-27,4,0,8,0,1,0,0,0,0,0
Kings,2022-01-28,1,0,4,0,0,0,0,0,0,0
Kings,2022-01-29,0,0,3,0,0,0,0,0,0,0
Kings,2022-01-30,8,0,54,0,0,0,0,0,0,0
Kings,2022-01-31,13,1,127,0,0,0,0,0,0,0
Kings,2022-02-01,11,0,109,0,0,0,0,0,0,0
Kings,2022-02-02,13,2,86,0,0,0,0,0,0,0
Kings,2022-02-03,1,0,14,0,2,0,0,0,0,0
Kings,2022-02-04,4,0,10,0,1,0,0,0,0,0
Kings,2022-02-05,1,0,28,0,0,0,0,0,0,0
Kings,2022-02-06,2,0,23,0,0,0,0,0,0,0
Kings,2022-02-07,10,0,85,0,0,0,0,0,0,0
Kings,2022-02-08,7,1,50,0,0,0,0,0,0,0
Kings,2022-02-09,1,1,55,0,0,0,0,0,0,0
Kings,2022-02-10,4,0,32,0,0,0,0,0,0,0
Kings,2022-02-11,2,0,38,0,0,0,0,0,0,0
Kings,2022-02-12,0,0,14,0,0,0,0,0,0,0
Kings,2022-02-13,0,0,8,0,0,0,0,0,0,0
Kings,2022-02-14,4,0,26,0,0,0,0,0,0,0
Kings,2022-02-15,3,0,13,0,0,0,0,0,0,0
Kings,2022-02-16,3,0,25,0,0,0,0,0,0,0
Kings,2022-02-17,2,0,12,0,0,0,0,0,0,0
Kings,2022-02-18,1,0,13,0,0,0,0,0,0,0
Kings,2022-02-19,1,0,8,0,0,0,0,0,0,0
Kings,2022-02-20,1,0,4,0,0,0,0,0,0,0
Kings,2022-02-21,0,0,1,0,0,0,0,0,0,0
Kings,2022-02-22,6,0,18,0,0,0,0,0,0,0
Kings,2022-02-23,5,0,5,0,0,0,0,0,0,0
Kings,2022-02-24,1,0,5,0,0,0,0,0,0,0
Kings,2022-02-25,0,0,3,0,0,0,0,0,0,0
Kings,2022-02-26,1,0,5,0,0,0,0,0,0,0
Kings,2022-02-27,0,0,2,0,0,0,0,0,0,0
Kings,2022-02-28,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-01,3,0,2,0,0,0,0,0,0,0
Kings,2022-03-02,1,0,4,0,0,0,0,0,0,0
Kings,2022-03-03,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-05,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-07,1,0,3,0,0,0,0,0,0,0
Kings,2022-03-08,0,0,4,0,0,0,0,0,0,0
Kings,2022-03-09,1,0,9,0,0,0,0,0,0,0
Kings,2022-03-10,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-11,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-12,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-14,1,0,3,0,0,0,0,0,0,0
Kings,2022-03-15,3,0,1,0,0,0,0,0,0,0
Kings,2022-03-16,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-17,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-18,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-19,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-20,1,0,0,0,0,0,0,0,0,0
Kings,2022-03-21,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-23,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-24,0,0,3,0,0,0,0,0,0,0
Kings,2022-03-25,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-27,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-28,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-29,0,0,4,0,0,0,0,0,0,0
Kings,2022-03-30,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-31,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-03,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-04,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-05,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-06,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-08,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-18,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-20,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-22,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-23,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-28,0,0,2,0,0,0,0,0,0,0
Kings,2022-04-29,0,0,2,0,0,0,0,0,0,0
Kings,2022-05-03,0,0,2,0,0,0,0,0,0,0
Kings,2022-05-04,1,0,0,0,0,0,0,0,0,0
Kings,2022-05-05,0,0,3,0,0,0,0,0,0,0
Lake,2021-12-02,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-03,0,3,0,0,0,0,0,0,0,0
Lake,2021-12-04,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-06,0,4,0,0,0,0,0,0,0,0
Lake,2021-12-09,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-10,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-13,0,4,0,0,0,0,0,0,0,0
Lake,2021-12-14,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-18,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-20,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-22,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-30,0,1,6,0,0,0,0,0,0,0
Lake,2022-01-03,0,3,7,0,0,0,0,0,0,0
Lake,2022-01-06,1,2,1,0,0,0,0,0,0,0
Lake,2022-01-10,0,1,1,0,0,0,0,0,0,0
Lake,2022-01-11,1,0,0,0,0,0,0,0,0,0
Lake,2022-01-13,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-14,0,0,1,0,0,0,0,0,0,0
Lake,2022-01-15,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-17,0,2,0,0,0,0,0,0,0,0
Lake,2022-01-18,3,0,3,0,0,0,0,0,0,0
Lake,2022-01-24,1,0,10,0,0,0,0,0,0,0
Lake,2022-01-25,0,2,0,0,0,0,0,0,0,0
Lake,2022-01-26,0,0,2,0,0,0,0,0,0,0
Lake,2022-01-31,0,2,13,0,0,0,0,0,0,0
Lake,2022-02-01,1,0,5,0,0,0,0,0,0,0
Lake,2022-02-02,1,0,4,0,0,0,0,0,0,0
Lake,2022-02-03,1,0,2,0,0,0,0,0,0,0
Lake,2022-02-04,0,1,1,0,0,0,0,0,0,0
Lake,2022-02-07,3,0,11,0,0,0,0,0,0,0
Lake,2022-02-08,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-09,0,0,5,0,0,0,0,0,0,0
Lake,2022-02-10,0,0,7,0,0,0,0,0,0,0
Lake,2022-02-11,0,0,4,0,0,0,0,0,0,0
Lake,2022-02-12,2,0,4,0,0,0,0,0,0,0
Lake,2022-02-14,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-15,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-16,2,0,2,0,0,0,0,0,0,0
Lake,2022-02-17,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-18,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-19,2,0,1,0,0,0,0,0,0,0
Lake,2022-02-21,0,0,1,0,0,0,0,0,0,0
Lake,2022-02-22,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-23,1,0,0,0,0,0,0,0,0,0
Lake,2022-02-24,0,0,4,0,0,0,0,0,0,0
Lake,2022-02-28,0,0,4,0,0,0,0,0,0,0
Lake,2022-03-02,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-03,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-04,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-05,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-07,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-08,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-09,1,0,3,0,0,0,0,0,0,0
Lake,2022-03-10,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-12,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-16,1,0,1,0,0,0,0,0,0,0
Lake,2022-03-17,1,0,0,0,0,0,0,0,0,0
Lake,2022-04-14,0,0,1,0,0,0,0,0,0,0
Lassen,2021-12-08,0,1,0,0,0,0,0,0,0,0
Lassen,2021-12-23,0,1,0,0,0,0,0,0,0,0
Lassen,2022-01-04,0,0,1,0,0,0,0,0,0,0
Lassen,2022-01-20,1,0,0,0,0,0,0,0,0,0
Lassen,2022-01-22,0,0,8,0,0,0,0,0,0,0
Lassen,2022-01-23,0,0,1,0,0,0,0,0,0,0
Lassen,2022-01-24,0,0,1,0,0,0,0,0,0,0
Lassen,2022-01-28,0,0,3,0,0,0,0,0,0,0
Lassen,2022-02-07,1,0,0,0,0,0,0,0,0,0
Lassen,2022-02-08,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-10,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-14,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-15,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-17,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-18,0,0,2,0,0,0,0,0,0,0
Lassen,2022-02-21,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-22,1,0,1,0,0,0,0,0,0,0
Lassen,2022-02-24,0,0,3,0,0,0,0,0,0,0
Lassen,2022-02-25,1,0,0,0,0,0,0,0,0,0
Lassen,2022-02-26,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-04,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-16,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-17,0,0,2,0,0,0,0,0,0,0
Lassen,2022-03-18,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-19,0,0,1,0,0,0,0,0,0,0
Lassen,2022-04-25,0,0,1,0,0,0,0,0,0,0
Los Angeles,2021-12-01,3,40,1,0,0,0,0,0,0,0
Los Angeles,2021-12-02,1,31,0,0,0,0,0,0,0,0
Los Angeles,2021-12-03,0,30,0,0,0,0,0,0,0,0
Los Angeles,2021-12-04,0,15,0,0,0,0,0,0,0,0
Los Angeles,2021-12-05,1,15,0,0,0,0,0,0,0,0
Los Angeles,2021-12-06,0,59,0,0,0,0,0,0,0,0
Los Angeles,2021-12-07,1,65,3,0,0,0,0,0,0,0
Los Angeles,2021-12-08,0,60,5,0,0,0,0,0,0,0
Los Angeles,2021-12-09,0,51,2,0,0,0,0,0,0,0
Los Angeles,2021-12-10,0,63,4,0,0,0,0,0,0,0
Los Angeles,2021-12-11,0,27,4,0,0,0,0,0,0,0
Los Angeles,2021-12-12,0,14,1,0,0,0,0,0,0,0
Los Angeles,2021-12-13,2,69,14,0,0,0,0,0,0,0
Los Angeles,2021-12-14,4,39,19,0,0,0,0,0,0,0
Los Angeles,2021-12-15,1,48,45,0,0,0,0,0,0,0
Los Angeles,2021-12-16,0,58,55,1,0,0,0,0,0,0
Los Angeles,2021-12-17,1,53,53,0,0,0,0,0,0,0
Los Angeles,2021-12-18,0,22,64,0,0,0,0,0,0,0
Los Angeles,2021-12-19,0,11,58,0,0,0,0,0,0,0
Los Angeles,2021-12-20,0,35,108,0,0,0,0,0,0,0
Los Angeles,2021-12-21,8,45,299,0,1,0,0,0,0,0
Los Angeles,2021-12-22,1,46,369,0,0,0,0,0,0,0
Los Angeles,2021-12-23,0,28,255,0,0,0,0,0,0,0
Los Angeles,2021-12-24,1,7,64,0,0,0,0,0,0,0
Los Angeles,2021-12-25,0,3,11,0,0,0,0,0,0,0
Los Angeles,2021-12-26,0,10,174,0,0,0,0,0,0,0
Los Angeles,2021-12-27,0,33,453,0,0,1,3,0,0,0
Los Angeles,2021-12-28,8,8,105,1,2,0,1,0,0,0
Los Angeles,2021-12-29,3,5,59,0,1,0,0,0,0,0
Los Angeles,2021-12-30,0,16,172,0,1,0,0,0,0,0
Los Angeles,2021-12-31,1,3,61,0,0,0,0,0,0,0
Los Angeles,2022-01-01,0,0,18,0,0,0,0,0,0,0
Los Angeles,2022-01-02,0,2,83,0,1,0,0,0,0,0
Los Angeles,2022-01-03,8,6,176,0,0,0,0,0,0,0
Los Angeles,2022-01-04,7,9,65,0,0,0,0,0,0,0
Los Angeles,2022-01-05,1,8,43,1,0,0,0,0,0,0
Los Angeles,2022-01-06,1,6,24,0,0,0,0,0,0,0
Los Angeles,2022-01-07,2,5,34,0,0,1,0,0,0,0
Los Angeles,2022-01-08,1,3,20,0,0,0,0,0,0,0
Los Angeles,2022-01-09,0,1,22,0,0,1,0,0,0,0
Los Angeles,2022-01-10,4,5,30,0,0,0,0,0,0,0
Los Angeles,2022-01-11,3,6,25,0,1,0,0,0,0,0
Los Angeles,2022-01-12,5,7,57,1,0,0,0,0,0,0
Los Angeles,2022-01-13,11,6,34,1,0,0,0,0,0,0
Los Angeles,2022-01-14,2,3,32,2,0,1,0,0,0,0
Los Angeles,2022-01-15,1,5,30,0,1,0,0,0,0,0
Los Angeles,2022-01-16,0,1,118,0,0,0,0,0,0,0
Los Angeles,2022-01-17,2,3,249,0,0,0,0,0,0,0
Los Angeles,2022-01-18,3,2,44,0,0,0,0,0,0,0
Los Angeles,2022-01-19,3,7,71,1,0,0,0,0,0,0
Los Angeles,2022-01-20,5,1,40,0,1,1,0,0,0,0
Los Angeles,2022-01-21,3,1,36,0,0,0,0,0,0,0
Los Angeles,2022-01-22,1,0,33,0,0,0,0,0,0,0
Los Angeles,2022-01-23,0,0,28,0,0,0,0,0,0,0
Los Angeles,2022-01-24,2,3,163,0,1,0,0,0,0,0
Los Angeles,2022-01-25,3,2,85,0,0,0,0,0,0,0
Los Angeles,2022-01-26,4,2,34,0,0,0,0,0,0,0
Los Angeles,2022-01-27,3,0,42,0,0,0,0,0,0,0
Los Angeles,2022-01-28,0,1,25,0,0,0,0,0,0,0
Los Angeles,2022-01-29,3,1,72,0,0,0,0,0,0,0
Los Angeles,2022-01-30,0,0,37,0,0,0,0,0,0,0
Los Angeles,2022-01-31,8,0,42,0,0,0,0,0,0,0
Los Angeles,2022-02-01,15,0,81,0,0,0,0,0,0,0
Los Angeles,2022-02-02,6,4,44,0,0,0,0,0,0,0
Los Angeles,2022-02-03,2,0,30,0,0,0,0,0,0,0
Los Angeles,2022-02-04,0,1,63,0,0,0,0,0,0,0
Los Angeles,2022-02-05,2,1,11,0,0,0,0,0,0,0
Los Angeles,2022-02-06,1,0,43,0,0,0,0,0,0,0
Los Angeles,2022-02-07,2,0,121,0,0,1,0,0,0,0
Los Angeles,2022-02-08,3,1,104,0,0,0,0,0,0,0
Los Angeles,2022-02-09,1,1,106,0,0,0,0,0,0,0
Los Angeles,2022-02-10,3,2,105,0,0,0,0,0,0,0
Los Angeles,2022-02-11,2,0,86,0,0,0,0,0,0,0
Los Angeles,2022-02-12,0,0,34,0,0,0,0,0,0,0
Los Angeles,2022-02-13,1,0,22,0,0,0,0,0,0,0
Los Angeles,2022-02-14,0,0,70,0,0,0,0,0,0,0
Los Angeles,2022-02-15,3,0,63,0,0,0,0,0,0,0
Los Angeles,2022-02-16,2,0,38,0,0,0,0,0,0,0
Los Angeles,2022-02-17,1,0,45,0,0,0,0,0,0,0
Los Angeles,2022-02-18,0,1,39,0,0,0,0,0,0,0
Los Angeles,2022-02-19,0,0,22,0,0,0,0,0,0,0
Los Angeles,2022-02-20,0,0,17,0,0,0,0,0,0,0
