county,time,start_date,end_date,cases,deaths,est_cases,est_deaths,cumulative_deaths,hospitalized,icu
San Joaquin,18,2022-10-10,2022-10-16,345,2,347,2,2340,18,5
San Joaquin,19,2022-10-17,2022-10-23,284,2,286,2,2342,25,4
San Joaquin,20,2022-10-24,2022-10-30,317,2,320,2,2344,21,4
San Joaquin,21,2022-10-31,2022-11-06,453,5,458,5,2349,22,3
San Joaquin,22,2022-11-07,2022-11-13,540,1,547,1,2350,18,5
San Joaquin,23,2022-11-14,2022-11-20,779,1,790,1,2351,39,5
San Joaquin,24,2022-11-21,2022-11-27,841,3,855,4,2354,60,11
San Joaquin,25,2022-11-28,2022-12-04,1183,7,1206,9,2361,80,12
San Joaquin,26,2022-12-05,2022-12-11,984,5,1008,7,2366,84,16
San Joaquin,27,2022-12-12,2022-12-18,844,2,873,4,2368,77,15
San Joaquin,28,2022-12-19,2022-12-25,777,0,825,0,2368,74,11
San Joaquin,29,2022-12-26,2023-01-01,684,0,1543,0,2368,75,11
San Luis Obispo,1,2022-06-13,2022-06-19,595,9,596,9,497,30,0
San Luis Obispo,2,2022-06-20,2022-06-26,648,4,649,4,501,26,0
San Luis Obispo,3,2022-06-27,2022-07-03,682,0,683,0,501,23,0
San Luis Obispo,4,2022-07-04,2022-07-10,700,3,701,3,504,25,0
San Luis Obispo,5,2022-07-11,2022-07-17,561,3,562,3,507,17,1
San Luis Obispo,6,2022-07-18,2022-07-24,510,4,511,4,511,16,1
San Luis Obispo,7,2022-07-25,2022-07-31,573,3,574,3,514,14,0
San Luis Obispo,8,2022-08-01,2022-08-07,546,0,547,0,514,15,0
San Luis Obispo,9,2022-08-08,2022-08-14,355,4,356,4,518,17,2
San Luis Obispo,10,2022-08-15,2022-08-21,263,1,264,1,519,21,0
San Luis Obispo,11,2022-08-22,2022-08-28,318,1,319,1,520,16,0
San Luis Obispo,12,2022-08-29,2022-09-04,207,4,208,4,524,8,0
San Luis Obispo,13,2022-09-05,2022-09-11,158,0,159,0,524,10,1
San Luis Obispo,14,2022-09-12,2022-09-18,158,0,159,0,524,8,1
San Luis Obispo,15,2022-09-19,2022-09-25,112,1,113,1,525,7,1
San Luis Obispo,16,2022-09-26,2022-10-02,139,1,140,1,526,4,2
San Luis Obispo,17,2022-10-03,2022-10-09,106,2,107,2,528,4,0
San Luis Obispo,18,2022-10-10,2022-10-16,86,1,87,1,529,6,0
San Luis Obispo,19,2022-10-17,2022-10-23,96,0,97,0,529,5,1
San Luis Obispo,20,2022-10-24,2022-10-30,74,1,75,1,530,4,0
San Luis Obispo,21,2022-10-31,2022-11-06,117,0,118,0,530,7,2
San Luis Obispo,22,2022-11-07,2022-11-13,108,0,109,0,530,4,1
San Luis Obispo,23,2022-11-14,2022-11-20,152,0,154,0,530,10,1
San Luis Obispo,24,2022-11-21,2022-11-27,128,4,130,5,534,7,0
San Luis Obispo,25,2022-11-28,2022-12-04,230,3,234,4,537,17,1
San Luis Obispo,26,2022-12-05,2022-12-11,211,1,216,1,538,9,0
San Luis Obispo,27,2022-12-12,2022-12-18,222,1,230,2,539,15,0
San Luis Obispo,28,2022-12-19,2022-12-25,202,0,215,0,539,17,0
San Luis Obispo,29,2022-12-26,2023-01-01,175,0,390,0,539,15,0
San Mateo,1,2022-06-13,2022-06-19,2621,2,2626,2,724,51,4
San Mateo,2,2022-06-20,2022-06-26,2811,1,2816,1,725,38,1
San Mateo,3,2022-06-27,2022-07-03,2785,1,2791,1,726,37,3
San Mateo,4,2022-07-04,2022-07-10,2602,5,2607,5,731,48,12
San Mateo,5,2022-07-11,2022-07-17,2380,1,2385,1,732,47,2
San Mateo,6,2022-07-18,2022-07-24,2025,1,2030,1,733,60,9
San Mateo,7,2022-07-25,2022-07-31,1857,1,1861,1,734,70,4
San Mateo,8,2022-08-01,2022-08-07,1500,0,1504,0,734,59,3
San Mateo,9,2022-08-08,2022-08-14,1253,1,1256,1,735,55,5
San Mateo,10,2022-08-15,2022-08-21,1056,0,1059,0,735,41,2
San Mateo,11,2022-08-22,2022-08-28,847,0,850,0,735,30,3
San Mateo,12,2022-08-29,2022-09-04,703,1,705,1,736,24,3
San Mateo,13,2022-09-05,2022-09-11,592,1,594,1,737,20,1
San Mateo,14,2022-09-12,2022-09-18,587,0,590,0,737,14,0
San Mateo,15,2022-09-19,2022-09-25,568,0,571,0,737,29,0
San Mateo,16,2022-09-26,2022-10-02,548,0,551,0,737,28,2
San Mateo,17,2022-10-03,2022-10-09,548,0,551,0,737,22,0
San Mateo,18,2022-10-10,2022-10-16,543,0,547,0,737,22,1
San Mateo,19,2022-10-17,2022-10-23,472,0,476,0,737,24,2
San Mateo,20,2022-10-24,2022-10-30,505,0,510,0,737,31,0
San Mateo,21,2022-10-31,2022-11-06,550,0,556,0,737,28,3
San Mateo,22,2022-11-07,2022-11-13,604,0,612,0,737,24,1
San Mateo,23,2022-11-14,2022-11-20,717,0,727,0,737,28,1
San Mateo,24,2022-11-21,2022-11-27,913,1,928,1,738,48,2
San Mateo,25,2022-11-28,2022-12-04,1330,0,1356,0,738,56,2
San Mateo,26,2022-12-05,2022-12-11,1152,0,1181,0,738,65,4
San Mateo,27,2022-12-12,2022-12-18,914,0,946,0,738,73,9
San Mateo,28,2022-12-19,2022-12-25,860,0,912,0,738,58,7
San Mateo,29,2022-12-26,2023-01-01,663,0,1307,0,738,58,5
Santa Barbara,1,2022-06-13,2022-06-19,936,2,938,2,699,37,6
Santa Barbara,2,2022-06-20,2022-06-26,1107,2,1109,2,701,28,2
Santa Barbara,3,2022-06-27,2022-07-03,1157,4,1159,4,705,30,5
Santa Barbara,4,2022-07-04,2022-07-10,1201,4,1204,4,709,48,11
Santa Barbara,5,2022-07-11,2022-07-17,1260,2,1263,2,711,49,6
Santa Barbara,6,2022-07-18,2022-07-24,1219,3,1222,3,714,42,3
Santa Barbara,7,2022-07-25,2022-07-31,1107,2,1110,2,716,33,3
Santa Barbara,8,2022-08-01,2022-08-07,994,2,997,2,718,37,1
Santa Barbara,9,2022-08-08,2022-08-14,872,2,874,2,720,50,3
Santa Barbara,10,2022-08-15,2022-08-21,730,1,732,1,721,46,4
Santa Barbara,11,2022-08-22,2022-08-28,625,1,627,1,722,25,4
Santa Barbara,12,2022-08-29,2022-09-04,559,2,561,2,724,40,3
Santa Barbara,13,2022-09-05,2022-09-11,330,3,331,3,727,29,2
Santa Barbara,14,2022-09-12,2022-09-18,258,2,259,2,729,29,0
Santa Barbara,15,2022-09-19,2022-09-25,245,2,246,2,731,23,0
Santa Barbara,16,2022-09-26,2022-10-02,256,0,257,0,731,15,3
Santa Barbara,17,2022-10-03,2022-10-09,218,1,219,1,732,21,2
Santa Barbara,18,2022-10-10,2022-10-16,181,0,182,0,732,19,3
Santa Barbara,19,2022-10-17,2022-10-23,148,1,149,1,733,25,4
Santa Barbara,20,2022-10-24,2022-10-30,187,1,189,1,734,32,7
Santa Barbara,21,2022-10-31,2022-11-06,193,1,195,1,735,19,2
Santa Barbara,22,2022-11-07,2022-11-13,179,1,181,1,736,17,1
Santa Barbara,23,2022-11-14,2022-11-20,312,3,316,3,739,24,6
Santa Barbara,24,2022-11-21,2022-11-27,420,2,427,2,741,29,6
Santa Barbara,25,2022-11-28,2022-12-04,528,1,538,1,742,40,11
Santa Barbara,26,2022-12-05,2022-12-11,495,2,507,3,744,39,7
Santa Barbara,27,2022-12-12,2022-12-18,458,3,474,6,747,37,5
Santa Barbara,28,2022-12-19,2022-12-25,509,0,540,0,747,47,8
Santa Barbara,29,2022-12-26,2023-01-01,362,0,860,0,747,47,6
Santa Clara,1,2022-06-13,2022-06-19,6797,8,6809,8,2368,176,20
Santa Clara,2,2022-06-20,2022-06-26,7314,12,7328,12,2380,198,13
Santa Clara,3,2022-06-27,2022-07-03,7458,16,7473,16,2396,227,32
Santa Clara,4,2022-07-04,2022-07-10,6997,11,7012,11,2407,245,42
Santa Clara,5,2022-07-11,2022-07-17,6282,10,6296,10,2417,229,34
Santa Clara,6,2022-07-18,2022-07-24,5895,18,5908,18,2435,259,25
Santa Clara,7,2022-07-25,2022-07-31,5020,16,5032,16,2451,261,42
Santa Clara,8,2022-08-01,2022-08-07,4216,21,4227,21,2472,243,37
Santa Clara,9,2022-08-08,2022-08-14,3471,7,3480,7,2479,227,24
Santa Clara,10,2022-08-15,2022-08-21,3062,11,3071,11,2490,201,23
Santa Clara,11,2022-08-22,2022-08-28,2421,5,2429,5,2495,144,21
Santa Clara,12,2022-08-29,2022-09-04,2100,9,2107,9,2504,137,20
Santa Clara,13,2022-09-05,2022-09-11,1791,6,1798,6,2510,171,27
Santa Clara,14,2022-09-12,2022-09-18,1462,6,1468,6,2516,159,20
Santa Clara,15,2022-09-19,2022-09-25,1368,9,1375,9,2525,132,17
Santa Clara,16,2022-09-26,2022-10-02,1427,8,1435,8,2533,123,18
Santa Clara,17,2022-10-03,2022-10-09,1209,2,1216,2,2535,127,17
Santa Clara,18,2022-10-10,2022-10-16,1163,4,1171,4,2539,114,14
Santa Clara,19,2022-10-17,2022-10-23,1156,2,1166,2,2541,107,16
Santa Clara,20,2022-10-24,2022-10-30,1245,2,1257,2,2543,111,16
Santa Clara,21,2022-10-31,2022-11-06,1579,7,1597,8,2550,94,15
Santa Clara,22,2022-11-07,2022-11-13,1648,3,1669,3,2553,135,17
Santa Clara,23,2022-11-14,2022-11-20,2135,7,2166,8,2560,134,23
Santa Clara,24,2022-11-21,2022-11-27,2608,5,2652,6,2565,164,23
Santa Clara,25,2022-11-28,2022-12-04,3482,8,3550,10,2573,214,25
Santa Clara,26,2022-12-05,2022-12-11,3239,9,3320,13,2582,211,34
Santa Clara,27,2022-12-12,2022-12-18,2849,2,2947,4,2584,222,36
Santa Clara,28,2022-12-19,2022-12-25,2404,0,2551,0,2584,177,28
Santa Clara,29,2022-12-26,2023-01-01,2101,0,3754,0,2584,227,30
Santa Cruz,1,2022-06-13,2022-06-19,815,1,816,1,265,20,2
Santa Cruz,2,2022-06-20,2022-06-26,867,2,869,2,267,22,1
Santa Cruz,3,2022-06-27,2022-07-03,828,0,830,0,267,22,1
Santa Cruz,4,2022-07-04,2022-07-10,897,0,899,0,267,16,0
Santa Cruz,5,2022-07-11,2022-07-17,867,1,869,1,268,25,3
Santa Cruz,6,2022-07-18,2022-07-24,857,0,859,0,268,26,0
Santa Cruz,7,2022-07-25,2022-07-31,752,1,754,1,269,17,0
Santa Cruz,8,2022-08-01,2022-08-07,662,1,664,1,270,24,0
Santa Cruz,9,2022-08-08,2022-08-14,507,2,508,2,272,25,1
Santa Cruz,10,2022-08-15,2022-08-21,489,1,490,1,273,17,2
Santa Cruz,11,2022-08-22,2022-08-28,397,0,398,0,273,16,0
Santa Cruz,12,2022-08-29,2022-09-04,359,0,360,0,273,15,1
Santa Cruz,13,2022-09-05,2022-09-11,252,0,253,0,273,12,1
Santa Cruz,14,2022-09-12,2022-09-18,153,0,154,0,273,7,0
Santa Cruz,15,2022-09-19,2022-09-25,203,0,204,0,273,12,1
Santa Cruz,16,2022-09-26,2022-10-02,233,0,234,0,273,14,2
Santa Cruz,17,2022-10-03,2022-10-09,244,0,245,0,273,10,1
Santa Cruz,18,2022-10-10,2022-10-16,260,1,262,1,274,8,1
Santa Cruz,19,2022-10-17,2022-10-23,267,1,269,1,275,12,0
Santa Cruz,20,2022-10-24,2022-10-30,184,0,186,0,275,10,0
Santa Cruz,21,2022-10-31,2022-11-06,262,0,265,0,275,8,1
Santa Cruz,22,2022-11-07,2022-11-13,252,1,255,1,276,12,0
Santa Cruz,23,2022-11-14,2022-11-20,275,0,279,0,276,16,3
Santa Cruz,24,2022-11-21,2022-11-27,290,0,295,0,276,21,2
Santa Cruz,25,2022-11-28,2022-12-04,549,0,560,0,276,26,2
Santa Cruz,26,2022-12-05,2022-12-11,518,0,531,0,276,28,1
Santa Cruz,27,2022-12-12,2022-12-18,332,0,343,0,276,31,1
Santa Cruz,28,2022-12-19,2022-12-25,177,0,188,0,276,27,1
Santa Cruz,29,2022-12-26,2023-01-01,182,0,315,0,276,27,0
Shasta,1,2022-06-13,2022-06-19,228,1,228,1,570,9,1
Shasta,2,2022-06-20,2022-06-26,315,0,316,0,570,24,3
Shasta,3,2022-06-27,2022-07-03,327,4,328,4,574,16,2
Shasta,4,2022-07-04,2022-07-10,295,3,296,3,577,23,5
Shasta,5,2022-07-11,2022-07-17,337,3,338,3,580,41,4
Shasta,6,2022-07-18,2022-07-24,295,1,296,1,581,44,6
Shasta,7,2022-07-25,2022-07-31,254,2,255,2,583,49,8
Shasta,8,2022-08-01,2022-08-07,192,1,192,1,584,35,3
Shasta,9,2022-08-08,2022-08-14,193,1,194,1,585,17,0
Shasta,10,2022-08-15,2022-08-21,176,2,177,2,587,3,0
Shasta,11,2022-08-22,2022-08-28,132,1,132,1,588,16,1
Shasta,12,2022-08-29,2022-09-04,124,0,124,0,588,16,0
Shasta,13,2022-09-05,2022-09-11,151,0,152,0,588,22,1
Shasta,14,2022-09-12,2022-09-18,107,1,107,1,589,23,3
Shasta,15,2022-09-19,2022-09-25,75,0,75,0,589,20,5
Shasta,16,2022-09-26,2022-10-02,49,0,49,0,589,14,2
Shasta,17,2022-10-03,2022-10-09,64,3,64,3,592,19,1
Shasta,18,2022-10-10,2022-10-16,87,0,88,0,592,12,3
Shasta,19,2022-10-17,2022-10-23,74,0,75,0,592,9,2
Shasta,20,2022-10-24,2022-10-30,61,2,62,2,594,5,0
Shasta,21,2022-10-31,2022-11-06,86,0,87,0,594,14,3
Shasta,22,2022-11-07,2022-11-13,103,1,104,1,595,11,2
Shasta,23,2022-11-14,2022-11-20,92,0,93,0,595,13,2
Shasta,24,2022-11-21,2022-11-27,94,1,96,1,596,17,3
Shasta,25,2022-11-28,2022-12-04,129,0,132,0,596,32,5
Shasta,26,2022-12-05,2022-12-11,97,0,99,0,596,29,5
Shasta,27,2022-12-12,2022-12-18,109,0,113,0,596,30,4
Shasta,28,2022-12-19,2022-12-25,85,0,90,0,596,23,1
Shasta,29,2022-12-26,2023-01-01,80,0,121,0,596,24,2
Sierra,1,2022-06-13,2022-06-19,3,0,3,0,4,0,0
Sierra,2,2022-06-20,2022-06-26,1,0,1,0,4,0,0
Sierra,3,2022-06-27,2022-07-03,3,0,3,0,4,0,0
Sierra,4,2022-07-04,2022-07-10,2,0,2,0,4,0,0
Sierra,5,2022-07-11,2022-07-17,3,0,3,0,4,0,0
Sierra,6,2022-07-18,2022-07-24,0,0,0,0,4,0,0
Sierra,7,2022-07-25,2022-07-31,3,0,3,0,4,0,0
Sierra,8,2022-08-01,2022-08-07,0,0,0,0,4,0,0
Sierra,9,2022-08-08,2022-08-14,4,1,4,1,5,0,0
Sierra,10,2022-08-15,2022-08-21,2,0,2,0,5,0,0
Sierra,11,2022-08-22,2022-08-28,0,0,0,0,5,0,0
Sierra,12,2022-08-29,2022-09-04,1,0,1,0,5,0,0
Sierra,13,2022-09-05,2022-09-11,0,0,0,0,5,0,0
Sierra,14,2022-09-12,2022-09-18,0,0,0,0,5,0,0
Sierra,15,2022-09-19,2022-09-25,1,0,1,0,5,0,0
Sierra,16,2022-09-26,2022-10-02,1,0,1,0,5,0,0
Sierra,17,2022-10-03,2022-10-09,0,0,0,0,5,0,0
Sierra,18,2022-10-10,2022-10-16,0,0,0,0,5,0,0
Sierra,19,2022-10-17,2022-10-23,2,0,2,0,5,0,0
Sierra,20,2022-10-24,2022-10-30,0,0,0,0,5,0,0
Sierra,21,2022-10-31,2022-11-06,0,0,0,0,5,0,0
Sierra,22,2022-11-07,2022-11-13,0,0,0,0,5,0,0
Sierra,23,2022-11-14,2022-11-20,0,0,0,0,5,0,0
Sierra,24,2022-11-21,2022-11-27,0,0,0,0,5,0,0
Sierra,25,2022-11-28,2022-12-04,0,0,0,0,5,0,0
Sierra,26,2022-12-05,2022-12-11,2,0,2,0,5,0,0
Sierra,27,2022-12-12,2022-12-18,0,0,0,0,5,0,0
Sierra,28,2022-12-19,2022-12-25,0,0,0,0,5,0,0
Sierra,29,2022-12-26,2023-01-01,1,0,1,0,5,0,0
Siskiyou,1,2022-06-13,2022-06-19,57,1,57,1,84,2,0
Siskiyou,2,2022-06-20,2022-06-26,57,1,57,1,85,1,0
Siskiyou,3,2022-06-27,2022-07-03,49,0,49,0,85,2,1
Siskiyou,4,2022-07-04,2022-07-10,29,1,29,1,86,2,1
Siskiyou,5,2022-07-11,2022-07-17,31,0,31,0,86,1,0
Siskiyou,6,2022-07-18,2022-07-24,38,0,38,0,86,2,0
Siskiyou,7,2022-07-25,2022-07-31,23,0,23,0,86,1,0
Siskiyou,8,2022-08-01,2022-08-07,35,1,35,1,87,0,0
Siskiyou,9,2022-08-08,2022-08-14,14,0,14,0,87,3,3
Siskiyou,10,2022-08-15,2022-08-21,30,0,30,0,87,1,0
Siskiyou,11,2022-08-22,2022-08-28,19,2,19,2,89,0,0
Siskiyou,12,2022-08-29,2022-09-04,33,0,33,0,89,0,0
Siskiyou,13,2022-09-05,2022-09-11,28,0,28,0,89,3,1
Siskiyou,14,2022-09-12,2022-09-18,20,1,20,1,90,2,1
Siskiyou,15,2022-09-19,2022-09-25,19,2,19,2,92,3,2
Siskiyou,16,2022-09-26,2022-10-02,12,0,12,0,92,2,1
Siskiyou,17,2022-10-03,2022-10-09,9,1,9,1,93,2,1
Siskiyou,18,2022-10-10,2022-10-16,9,1,9,1,94,4,1
Siskiyou,19,2022-10-17,2022-10-23,13,0,13,0,94,2,1
Siskiyou,20,2022-10-24,2022-10-30,17,1,17,1,95,2,1
Siskiyou,21,2022-10-31,2022-11-06,17,0,17,0,95,3,1
Siskiyou,22,2022-11-07,2022-11-13,19,0,19,0,95,3,1
Siskiyou,23,2022-11-14,2022-11-20,29,0,29,0,95,2,1
Siskiyou,24,2022-11-21,2022-11-27,24,0,24,0,95,2,1
Siskiyou,25,2022-11-28,2022-12-04,22,0,22,0,95,3,1
Siskiyou,26,2022-12-05,2022-12-11,16,0,16,0,95,3,1
Siskiyou,27,2022-12-12,2022-12-18,14,0,14,0,95,2,0
Siskiyou,28,2022-12-19,2022-12-25,20,0,21,0,95,1,0
Siskiyou,29,2022-12-26,2023-01-01,14,0,37,0,95,1,0
Solano,1,2022-06-13,2022-06-19,1441,0,1444,0,452,44,6
Solano,2,2022-06-20,2022-06-26,1580,0,1583,0,452,43,4
Solano,3,2022-06-27,2022-07-03,1528,0,1531,0,452,55,6
Solano,4,2022-07-04,2022-07-10,1445,1,1448,1,453,54,6
Solano,5,2022-07-11,2022-07-17,1284,1,1287,1,454,53,6
Solano,6,2022-07-18,2022-07-24,1182,0,1185,0,454,62,6
Solano,7,2022-07-25,2022-07-31,1158,0,1161,0,454,50,5
Solano,8,2022-08-01,2022-08-07,913,0,915,0,454,62,10
Solano,9,2022-08-08,2022-08-14,675,0,677,0,454,53,7
Solano,10,2022-08-15,2022-08-21,576,0,578,0,454,41,9
Solano,11,2022-08-22,2022-08-28,533,0,535,0,454,47,9
Solano,12,2022-08-29,2022-09-04,440,2,442,2,456,43,9
Solano,13,2022-09-05,2022-09-11,351,0,352,0,456,32,6
Solano,14,2022-09-12,2022-09-18,297,1,298,1,457,28,4
Solano,15,2022-09-19,2022-09-25,294,1,295,1,458,27,2
Solano,16,2022-09-26,2022-10-02,251,0,252,0,458,21,2
Solano,17,2022-10-03,2022-10-09,277,0,279,0,458,27,4
Solano,18,2022-10-10,2022-10-16,267,1,269,1,459,27,3
Solano,19,2022-10-17,2022-10-23,230,0,232,0,459,20,1
Solano,20,2022-10-24,2022-10-30,300,0,303,0,459,24,3
Solano,21,2022-10-31,2022-11-06,339,2,343,2,461,29,3
Solano,22,2022-11-07,2022-11-13,421,0,426,0,461,31,1
Solano,23,2022-11-14,2022-11-20,463,1,470,1,462,35,5
Solano,24,2022-11-21,2022-11-27,556,2,565,2,464,37,6
Solano,25,2022-11-28,2022-12-04,619,1,631,1,465,35,5
Solano,26,2022-12-05,2022-12-11,637,1,653,2,466,49,8
Solano,27,2022-12-12,2022-12-18,617,1,638,2,467,48,8
Solano,28,2022-12-19,2022-12-25,690,0,731,0,467,65,6
Solano,29,2022-12-26,2023-01-01,635,3,1272,32,470,74,11
Sonoma,1,2022-06-13,2022-06-19,1413,2,1416,2,503,36,2
Sonoma,2,2022-06-20,2022-06-26,1376,2,1379,2,505,39,3
Sonoma,3,2022-06-27,2022-07-03,1209,1,1211,1,506,38,0
Sonoma,4,2022-07-04,2022-07-10,1203,1,1206,1,507,45,6
Sonoma,5,2022-07-11,2022-07-17,1061,0,1063,0,507,45,5
Sonoma,6,2022-07-18,2022-07-24,1056,0,1058,0,507,49,4
Sonoma,7,2022-07-25,2022-07-31,968,4,970,4,511,50,3
Sonoma,8,2022-08-01,2022-08-07,865,4,867,4,515,42,2
Sonoma,9,2022-08-08,2022-08-14,631,2,633,2,517,39,2
Sonoma,10,2022-08-15,2022-08-21,597,2,599,2,519,40,4
Sonoma,11,2022-08-22,2022-08-28,504,0,506,0,519,36,3
Sonoma,12,2022-08-29,2022-09-04,419,0,420,0,519,36,2
Sonoma,13,2022-09-05,2022-09-11,348,3,349,3,522,42,1
Sonoma,14,2022-09-12,2022-09-18,323,2,324,2,524,30,3
Sonoma,15,2022-09-19,2022-09-25,287,2,288,2,526,28,3
Sonoma,16,2022-09-26,2022-10-02,326,0,328,0,526,23,2
Sonoma,17,2022-10-03,2022-10-09,240,1,241,1,527,19,1
Sonoma,18,2022-10-10,2022-10-16,234,1,236,1,528,22,1
Sonoma,19,2022-10-17,2022-10-23,233,0,235,0,528,24,1
Sonoma,20,2022-10-24,2022-10-30,225,0,227,0,528,28,3
Sonoma,21,2022-10-31,2022-11-06,216,2,218,2,530,15,2
Sonoma,22,2022-11-07,2022-11-13,266,1,269,1,531,15,1
Sonoma,23,2022-11-14,2022-11-20,306,0,310,0,531,22,4
Sonoma,24,2022-11-21,2022-11-27,403,1,410,1,532,51,3
Sonoma,25,2022-11-28,2022-12-04,508,5,518,6,537,37,1
Sonoma,26,2022-12-05,2022-12-11,534,0,547,0,537,39,5
Sonoma,27,2022-12-12,2022-12-18,506,0,523,0,537,47,1
Sonoma,28,2022-12-19,2022-12-25,451,0,479,0,537,37,4
Sonoma,29,2022-12-26,2023-01-01,392,0,914,0,537,58,2
Stanislaus,1,2022-06-13,2022-06-19,1053,6,1055,6,1707,78,6
Stanislaus,2,2022-06-20,2022-06-26,1196,2,1198,2,1709,101,6
Stanislaus,3,2022-06-27,2022-07-03,1249,7,1251,7,1716,102,14
Stanislaus,4,2022-07-04,2022-07-10,1375,7,1378,7,1723,111,10
Stanislaus,5,2022-07-11,2022-07-17,1373,4,1376,4,1727,119,8
Stanislaus,6,2022-07-18,2022-07-24,1353,8,1356,8,1735,113,11
Stanislaus,7,2022-07-25,2022-07-31,1292,7,1295,7,1742,126,10
Stanislaus,8,2022-08-01,2022-08-07,1070,7,1073,7,1749,103,11
Stanislaus,9,2022-08-08,2022-08-14,943,7,946,7,1756,105,12
Stanislaus,10,2022-08-15,2022-08-21,900,7,903,7,1763,97,14
Stanislaus,11,2022-08-22,2022-08-28,852,5,855,5,1768,78,3
Stanislaus,12,2022-08-29,2022-09-04,634,8,636,8,1776,71,5
Stanislaus,13,2022-09-05,2022-09-11,434,1,436,1,1777,74,5
Stanislaus,14,2022-09-12,2022-09-18,342,5,343,5,1782,66,7
Stanislaus,15,2022-09-19,2022-09-25,261,2,262,2,1784,48,6
Stanislaus,16,2022-09-26,2022-10-02,215,1,216,1,1785,57,3
Stanislaus,17,2022-10-03,2022-10-09,187,3,188,3,1788,61,7
Stanislaus,18,2022-10-10,2022-10-16,215,2,217,2,1790,53,6
Stanislaus,19,2022-10-17,2022-10-23,183,3,185,3,1793,46,3
Stanislaus,20,2022-10-24,2022-10-30,233,0,235,0,1793,56,6
Stanislaus,21,2022-10-31,2022-11-06,287,3,290,3,1796,47,6
Stanislaus,22,2022-11-07,2022-11-13,318,0,322,0,1796,52,8
Stanislaus,23,2022-11-14,2022-11-20,412,0,418,0,1796,62,9
Stanislaus,24,2022-11-21,2022-11-27,487,0,495,0,1796,81,8
Stanislaus,25,2022-11-28,2022-12-04,625,0,637,0,1796,88,11
Stanislaus,26,2022-12-05,2022-12-11,591,0,606,0,1796,115,11
Stanislaus,27,2022-12-12,2022-12-18,474,0,490,0,1796,112,13
Stanislaus,28,2022-12-19,2022-12-25,460,0,489,0,1796,101,5
Stanislaus,29,2022-12-26,2023-01-01,446,0,991,0,1796,102,9
Sutter,1,2022-06-13,2022-06-19,202,0,202,0,228,0,0
Sutter,2,2022-06-20,2022-06-26,192,0,192,0,228,0,0
Sutter,3,2022-06-27,2022-07-03,249,0,249,0,228,0,0
Sutter,4,2022-07-04,2022-07-10,259,0,260,0,228,0,0
Sutter,5,2022-07-11,2022-07-17,247,0,248,0,228,0,0
Sutter,6,2022-07-18,2022-07-24,224,0,225,0,228,0,0
Sutter,7,2022-07-25,2022-07-31,239,3,240,3,231,0,0
Sutter,8,2022-08-01,2022-08-07,231,0,232,0,231,0,0
Sutter,9,2022-08-08,2022-08-14,189,1,190,1,232,0,0
Sutter,10,2022-08-15,2022-08-21,198,0,199,0,232,0,0
Sutter,11,2022-08-22,2022-08-28,175,0,176,0,232,0,0
Sutter,12,2022-08-29,2022-09-04,126,0,126,0,232,0,0
Sutter,13,2022-09-05,2022-09-11,112,0,112,0,232,0,0
Sutter,14,2022-09-12,2022-09-18,83,0,83,0,232,0,0
Sutter,15,2022-09-19,2022-09-25,66,0,66,0,232,0,0
Sutter,16,2022-09-26,2022-10-02,62,0,62,0,232,0,0
Sutter,17,2022-10-03,2022-10-09,44,0,44,0,232,0,0
Sutter,18,2022-10-10,2022-10-16,43,0,43,0,232,0,0
Sutter,19,2022-10-17,2022-10-23,27,0,27,0,232,0,0
Sutter,20,2022-10-24,2022-10-30,51,0,52,0,232,0,0
Sutter,21,2022-10-31,2022-11-06,77,0,78,0,232,0,0
Sutter,22,2022-11-07,2022-11-13,99,0,100,0,232,0,0
Sutter,23,2022-11-14,2022-11-20,85,0,86,0,232,0,0
Sutter,24,2022-11-21,2022-11-27,81,0,82,0,232,0,0
Sutter,25,2022-11-28,2022-12-04,95,0,97,0,232,0,0
Sutter,26,2022-12-05,2022-12-11,113,0,116,0,232,0,0
Sutter,27,2022-12-12,2022-12-18,81,0,84,0,232,0,0
Sutter,28,2022-12-19,2022-12-25,119,0,127,0,232,0,0
Sutter,29,2022-12-26,2023-01-01,93,0,244,0,232,0,0
Tehama,1,2022-06-13,2022-06-19,108,0,108,0,207,2,0
Tehama,2,2022-06-20,2022-06-26,83,0,83,0,207,3,0
Tehama,3,2022-06-27,2022-07-03,131,1,131,1,208,4,0
Tehama,4,2022-07-04,2022-07-10,125,0,125,0,208,7,1
Tehama,5,2022-07-11,2022-07-17,113,1,113,1,209,6,1
Tehama,6,2022-07-18,2022-07-24,115,0,115,0,209,6,0
Tehama,7,2022-07-25,2022-07-31,92,2,92,2,211,2,0
Tehama,8,2022-08-01,2022-08-07,73,0,73,0,211,4,0
Tehama,9,2022-08-08,2022-08-14,61,0,61,0,211,2,0
Tehama,10,2022-08-15,2022-08-21,47,0,47,0,211,1,0
Tehama,11,2022-08-22,2022-08-28,56,0,56,0,211,5,0
Tehama,12,2022-08-29,2022-09-04,61,1,61,1,212,3,0
Tehama,13,2022-09-05,2022-09-11,42,0,42,0,212,2,0
Tehama,14,2022-09-12,2022-09-18,39,1,39,1,213,2,0
Tehama,15,2022-09-19,2022-09-25,35,2,35,2,215,1,0
Tehama,16,2022-09-26,2022-10-02,22,0,22,0,215,1,1
Tehama,17,2022-10-03,2022-10-09,21,0,21,0,215,0,0
