county,time,start_date,end_date,cases,deaths,est_cases,est_deaths,cumulative_deaths,hospitalized,icu
Alameda,1,2022-06-13,2022-06-19,4838,11,4847,11,1925,106,13
Alameda,2,2022-06-20,2022-06-26,5303,8,5313,8,1933,148,14
Alameda,3,2022-06-27,2022-07-03,5339,12,5350,12,1945,137,11
Alameda,4,2022-07-04,2022-07-10,5345,7,5356,7,1952,139,19
Alameda,5,2022-07-11,2022-07-17,5026,7,5037,7,1959,170,29
Alameda,6,2022-07-18,2022-07-24,4494,11,4504,11,1970,158,20
Alameda,7,2022-07-25,2022-07-31,3880,11,3889,11,1981,194,20
Alameda,8,2022-08-01,2022-08-07,3453,11,3462,11,1992,149,21
Alameda,9,2022-08-08,2022-08-14,2651,8,2658,8,2000,139,21
Alameda,10,2022-08-15,2022-08-21,2257,9,2264,9,2009,132,21
Alameda,11,2022-08-22,2022-08-28,2062,12,2068,12,2021,123,22
Alameda,12,2022-08-29,2022-09-04,1606,5,1612,5,2026,109,17
Alameda,13,2022-09-05,2022-09-11,1476,2,1482,2,2028,103,18
Alameda,14,2022-09-12,2022-09-18,1285,6,1291,6,2034,85,7
Alameda,15,2022-09-19,2022-09-25,1110,3,1115,3,2037,81,5
Alameda,16,2022-09-26,2022-10-02,1126,2,1132,2,2039,53,4
Alameda,17,2022-10-03,2022-10-09,1023,3,1029,3,2042,55,13
Alameda,18,2022-10-10,2022-10-16,894,5,900,5,2047,69,12
Alameda,19,2022-10-17,2022-10-23,890,4,897,4,2051,57,10
Alameda,20,2022-10-24,2022-10-30,1001,5,1011,5,2056,55,5
Alameda,21,2022-10-31,2022-11-06,1276,8,1290,9,2064,64,9
Alameda,22,2022-11-07,2022-11-13,1359,3,1376,3,2067,84,8
Alameda,23,2022-11-14,2022-11-20,1661,9,1685,10,2076,97,16
Alameda,24,2022-11-21,2022-11-27,1979,4,2012,5,2080,108,15
Alameda,25,2022-11-28,2022-12-04,2780,7,2835,9,2087,129,18
Alameda,26,2022-12-05,2022-12-11,2711,3,2779,4,2090,155,17
Alameda,27,2022-12-12,2022-12-18,2262,4,2340,8,2094,170,18
Alameda,28,2022-12-19,2022-12-25,1987,1,2110,6,2095,156,23
Alameda,29,2022-12-26,2023-01-01,1710,3,3680,39,2098,179,21
Alpine,1,2022-06-13,2022-06-19,0,0,0,0,0,0,0
Alpine,2,2022-06-20,2022-06-26,0,0,0,0,0,0,0
Alpine,3,2022-06-27,2022-07-03,0,0,0,0,0,0,0
Alpine,4,2022-07-04,2022-07-10,1,0,1,0,0,0,0
Alpine,5,2022-07-11,2022-07-17,0,0,0,0,0,0,0
Alpine,6,2022-07-18,2022-07-24,0,0,0,0,0,0,0
Alpine,7,2022-07-25,2022-07-31,0,0,0,0,0,0,0
Alpine,8,2022-08-01,2022-08-07,1,0,1,0,0,0,0
Alpine,9,2022-08-08,2022-08-14,0,0,0,0,0,0,0
Alpine,10,2022-08-15,2022-08-21,1,0,1,0,0,0,0
Alpine,11,2022-08-22,2022-08-28,1,0,1,0,0,0,0
Alpine,12,2022-08-29,2022-09-04,0,0,0,0,0,0,0
Alpine,13,2022-09-05,2022-09-11,1,0,1,0,0,0,0
Alpine,14,2022-09-12,2022-09-18,0,0,0,0,0,0,0
Alpine,15,2022-09-19,2022-09-25,0,0,0,0,0,0,0
Alpine,16,2022-09-26,2022-10-02,1,0,1,0,0,0,0
Alpine,17,2022-10-03,2022-10-09,0,0,0,0,0,0,0
Alpine,18,2022-10-10,2022-10-16,1,0,1,0,0,0,0
Alpine,19,2022-10-17,2022-10-23,0,0,0,0,0,0,0
Alpine,20,2022-10-24,2022-10-30,0,0,0,0,0,0,0
Alpine,21,2022-10-31,2022-11-06,0,0,0,0,0,0,0
Alpine,22,2022-11-07,2022-11-13,0,0,0,0,0,0,0
Alpine,23,2022-11-14,2022-11-20,2,0,2,0,0,0,0
Alpine,24,2022-11-21,2022-11-27,0,0,0,0,0,0,0
Alpine,25,2022-11-28,2022-12-04,0,0,0,0,0,0,0
Alpine,26,2022-12-05,2022-12-11,0,0,0,0,0,0,0
Alpine,27,2022-12-12,2022-12-18,0,0,0,0,0,0,0
Alpine,28,2022-12-19,2022-12-25,0,0,0,0,0,0,0
Alpine,29,2022-12-26,2023-01-01,0,0,0,0,0,0,0
Amador,1,2022-06-13,2022-06-19,77,0,77,0,87,1,0
Amador,2,2022-06-20,2022-06-26,99,0,99,0,87,3,2
Amador,3,2022-06-27,2022-07-03,97,1,97,1,88,5,2
Amador,4,2022-07-04,2022-07-10,89,0,89,0,88,2,2
Amador,5,2022-07-11,2022-07-17,86,0,86,0,88,5,2
Amador,6,2022-07-18,2022-07-24,76,0,76,0,88,4,1
Amador,7,2022-07-25,2022-07-31,62,1,62,1,89,4,0
Amador,8,2022-08-01,2022-08-07,56,0,56,0,89,3,0
Amador,9,2022-08-08,2022-08-14,45,0,45,0,89,3,0
Amador,10,2022-08-15,2022-08-21,51,1,51,1,90,1,0
Amador,11,2022-08-22,2022-08-28,46,1,46,1,91,4,0
Amador,12,2022-08-29,2022-09-04,47,0,47,0,91,5,2
Amador,13,2022-09-05,2022-09-11,29,0,29,0,91,5,2
Amador,14,2022-09-12,2022-09-18,34,3,34,3,94,2,1
Amador,15,2022-09-19,2022-09-25,28,0,28,0,94,2,1
Amador,16,2022-09-26,2022-10-02,17,0,17,0,94,0,0
Amador,17,2022-10-03,2022-10-09,11,0,11,0,94,2,2
Amador,18,2022-10-10,2022-10-16,15,0,15,0,94,1,0
Amador,19,2022-10-17,2022-10-23,18,0,18,0,94,1,0
Amador,20,2022-10-24,2022-10-30,14,1,14,1,95,1,0
Amador,21,2022-10-31,2022-11-06,32,0,32,0,95,3,0
Amador,22,2022-11-07,2022-11-13,22,0,22,0,95,2,0
Amador,23,2022-11-14,2022-11-20,26,0,26,0,95,2,0
Amador,24,2022-11-21,2022-11-27,27,1,27,1,96,6,1
Amador,25,2022-11-28,2022-12-04,41,0,42,0,96,4,1
Amador,26,2022-12-05,2022-12-11,34,0,35,0,96,1,0
Amador,27,2022-12-12,2022-12-18,35,0,36,0,96,5,0
Amador,28,2022-12-19,2022-12-25,42,0,44,0,96,5,0
Amador,29,2022-12-26,2023-01-01,21,0,39,0,96,3,0
Butte,1,2022-06-13,2022-06-19,409,5,410,5,446,25,0
Butte,2,2022-06-20,2022-06-26,398,2,399,2,448,27,0
Butte,3,2022-06-27,2022-07-03,342,2,343,2,450,25,1
Butte,4,2022-07-04,2022-07-10,412,1,413,1,451,29,3
Butte,5,2022-07-11,2022-07-17,372,1,373,1,452,31,3
Butte,6,2022-07-18,2022-07-24,355,1,356,1,453,30,2
Butte,7,2022-07-25,2022-07-31,357,1,358,1,454,35,1
Butte,8,2022-08-01,2022-08-07,335,2,336,2,456,29,1
Butte,9,2022-08-08,2022-08-14,276,0,277,0,456,20,2
Butte,10,2022-08-15,2022-08-21,220,1,221,1,457,18,2
Butte,11,2022-08-22,2022-08-28,230,0,231,0,457,24,2
Butte,12,2022-08-29,2022-09-04,219,2,220,2,459,18,1
Butte,13,2022-09-05,2022-09-11,177,3,178,3,462,16,1
Butte,14,2022-09-12,2022-09-18,134,0,135,0,462,15,1
Butte,15,2022-09-19,2022-09-25,85,0,85,0,462,29,1
Butte,16,2022-09-26,2022-10-02,73,2,73,2,464,14,3
Butte,17,2022-10-03,2022-10-09,61,1,61,1,465,12,1
Butte,18,2022-10-10,2022-10-16,64,1,64,1,466,13,0
Butte,19,2022-10-17,2022-10-23,74,1,75,1,467,8,1
Butte,20,2022-10-24,2022-10-30,72,0,73,0,467,12,0
Butte,21,2022-10-31,2022-11-06,107,0,108,0,467,10,0
Butte,22,2022-11-07,2022-11-13,122,0,124,0,467,15,0
Butte,23,2022-11-14,2022-11-20,137,0,139,0,467,24,1
Butte,24,2022-11-21,2022-11-27,188,0,191,0,467,41,1
Butte,25,2022-11-28,2022-12-04,223,6,227,8,473,38,2
Butte,26,2022-12-05,2022-12-11,213,3,218,4,476,46,3
Butte,27,2022-12-12,2022-12-18,137,1,142,3,477,38,3
Butte,28,2022-12-19,2022-12-25,91,1,97,3,478,38,1
Butte,29,2022-12-26,2023-01-01,81,0,160,0,478,33,2
Calaveras,1,2022-06-13,2022-06-19,78,0,78,0,124,0,0
Calaveras,2,2022-06-20,2022-06-26,71,2,71,2,126,1,0
Calaveras,3,2022-06-27,2022-07-03,81,2,81,2,128,0,0
Calaveras,4,2022-07-04,2022-07-10,85,1,85,1,129,0,0
Calaveras,5,2022-07-11,2022-07-17,71,0,71,0,129,0,0
Calaveras,6,2022-07-18,2022-07-24,81,2,81,2,131,1,0
Calaveras,7,2022-07-25,2022-07-31,73,1,73,1,132,3,2
Calaveras,8,2022-08-01,2022-08-07,56,1,56,1,133,1,0
Calaveras,9,2022-08-08,2022-08-14,49,0,49,0,133,1,1
Calaveras,10,2022-08-15,2022-08-21,39,0,39,0,133,2,0
Calaveras,11,2022-08-22,2022-08-28,64,0,64,0,133,1,0
Calaveras,12,2022-08-29,2022-09-04,27,0,27,0,133,0,0
Calaveras,13,2022-09-05,2022-09-11,13,0,13,0,133,0,0
Calaveras,14,2022-09-12,2022-09-18,25,0,25,0,133,0,0
Calaveras,15,2022-09-19,2022-09-25,22,1,22,1,134,3,1
Calaveras,16,2022-09-26,2022-10-02,18,0,18,0,134,1,0
Calaveras,17,2022-10-03,2022-10-09,13,1,13,1,135,0,0
Calaveras,18,2022-10-10,2022-10-16,21,0,21,0,135,0,0
Calaveras,19,2022-10-17,2022-10-23,16,0,16,0,135,0,0
Calaveras,20,2022-10-24,2022-10-30,16,0,16,0,135,0,0
Calaveras,21,2022-10-31,2022-11-06,14,0,14,0,135,0,0
Calaveras,22,2022-11-07,2022-11-13,29,0,29,0,135,0,0
Calaveras,23,2022-11-14,2022-11-20,34,0,34,0,135,1,0
Calaveras,24,2022-11-21,2022-11-27,33,0,34,0,135,3,0
Calaveras,25,2022-11-28,2022-12-04,41,1,42,1,136,1,1
Calaveras,26,2022-12-05,2022-12-11,40,0,41,0,136,2,1
Calaveras,27,2022-12-12,2022-12-18,30,0,31,0,136,2,1
Calaveras,28,2022-12-19,2022-12-25,19,1,20,3,137,1,0
Calaveras,29,2022-12-26,2023-01-01,34,0,67,0,137,0,0
Colusa,1,2022-06-13,2022-06-19,13,0,13,0,21,18,0
Colusa,2,2022-06-20,2022-06-26,24,1,24,1,22,8,0
Colusa,3,2022-06-27,2022-07-03,28,0,28,0,22,3,0
Colusa,4,2022-07-04,2022-07-10,24,0,24,0,22,0,0
Colusa,5,2022-07-11,2022-07-17,21,0,21,0,22,0,0
Colusa,6,2022-07-18,2022-07-24,26,0,26,0,22,1,0
Colusa,7,2022-07-25,2022-07-31,28,0,28,0,22,5,0
Colusa,8,2022-08-01,2022-08-07,15,0,15,0,22,2,0
Colusa,9,2022-08-08,2022-08-14,20,0,20,0,22,1,0
Colusa,10,2022-08-15,2022-08-21,10,0,10,0,22,0,0
Colusa,11,2022-08-22,2022-08-28,14,0,14,0,22,0,0
Colusa,12,2022-08-29,2022-09-04,8,0,8,0,22,2,0
Colusa,13,2022-09-05,2022-09-11,16,0,16,0,22,2,0
Colusa,14,2022-09-12,2022-09-18,13,0,13,0,22,2,0
Colusa,15,2022-09-19,2022-09-25,6,0,6,0,22,1,0
Colusa,16,2022-09-26,2022-10-02,7,0,7,0,22,0,0
Colusa,17,2022-10-03,2022-10-09,3,0,3,0,22,0,0
Colusa,18,2022-10-10,2022-10-16,3,0,3,0,22,1,0
Colusa,19,2022-10-17,2022-10-23,4,0,4,0,22,0,0
Colusa,20,2022-10-24,2022-10-30,9,0,9,0,22,0,0
Colusa,21,2022-10-31,2022-11-06,3,0,3,0,22,0,0
Colusa,22,2022-11-07,2022-11-13,9,0,9,0,22,1,0
Colusa,23,2022-11-14,2022-11-20,9,0,9,0,22,0,0
Colusa,24,2022-11-21,2022-11-27,13,0,13,0,22,0,0
Colusa,25,2022-11-28,2022-12-04,14,0,14,0,22,4,0
Colusa,26,2022-12-05,2022-12-11,13,0,13,0,22,0,0
Colusa,27,2022-12-12,2022-12-18,13,0,13,0,22,1,0
Colusa,28,2022-12-19,2022-12-25,14,0,15,0,22,0,0
Colusa,29,2022-12-26,2023-01-01,3,0,4,0,22,0,0
Contra Costa,1,2022-06-13,2022-06-19,3235,7,3241,7,1356,75,7
Contra Costa,2,2022-06-20,2022-06-26,3578,10,3585,10,1366,98,5
Contra Costa,3,2022-06-27,2022-07-03,3590,10,3597,10,1376,96,18
Contra Costa,4,2022-07-04,2022-07-10,3421,13,3428,13,1389,111,13
Contra Costa,5,2022-07-11,2022-07-17,3099,3,3106,3,1392,107,15
Contra Costa,6,2022-07-18,2022-07-24,2850,6,2857,6,1398,108,17
Contra Costa,7,2022-07-25,2022-07-31,2669,12,2675,12,1410,111,19
Contra Costa,8,2022-08-01,2022-08-07,2246,5,2252,5,1415,112,16
Contra Costa,9,2022-08-08,2022-08-14,1877,6,1882,6,1421,80,11
Contra Costa,10,2022-08-15,2022-08-21,1491,6,1495,6,1427,61,13
Contra Costa,11,2022-08-22,2022-08-28,1395,5,1399,5,1432,55,7
Contra Costa,12,2022-08-29,2022-09-04,1052,5,1056,5,1437,67,11
Contra Costa,13,2022-09-05,2022-09-11,905,6,909,6,1443,57,12
Contra Costa,14,2022-09-12,2022-09-18,824,7,828,7,1450,62,6
Contra Costa,15,2022-09-19,2022-09-25,754,5,758,5,1455,54,9
Contra Costa,16,2022-09-26,2022-10-02,740,4,744,4,1459,41,9
Contra Costa,17,2022-10-03,2022-10-09,624,3,628,3,1462,37,6
Contra Costa,18,2022-10-10,2022-10-16,645,5,650,5,1467,30,5
Contra Costa,19,2022-10-17,2022-10-23,631,6,636,6,1473,32,7
Contra Costa,20,2022-10-24,2022-10-30,690,6,697,6,1479,41,8
Contra Costa,21,2022-10-31,2022-11-06,862,2,872,2,1481,45,6
Contra Costa,22,2022-11-07,2022-11-13,889,2,900,2,1483,57,6
Contra Costa,23,2022-11-14,2022-11-20,966,3,980,3,1486,51,8
Contra Costa,24,2022-11-21,2022-11-27,1263,3,1284,4,1489,69,7
Contra Costa,25,2022-11-28,2022-12-04,1703,1,1736,1,1490,98,11
Contra Costa,26,2022-12-05,2022-12-11,1697,5,1739,7,1495,88,5
Contra Costa,27,2022-12-12,2022-12-18,1629,2,1686,3,1497,92,9
Contra Costa,28,2022-12-19,2022-12-25,1448,0,1536,0,1497,85,11
Contra Costa,29,2022-12-26,2023-01-01,1230,0,2610,0,1497,101,12
Del Norte,1,2022-06-13,2022-06-19,79,1,79,1,52,3,1
Del Norte,2,2022-06-20,2022-06-26,135,1,135,1,53,5,0
Del Norte,3,2022-06-27,2022-07-03,151,0,151,0,53,4,0
Del Norte,4,2022-07-04,2022-07-10,143,0,143,0,53,8,2
Del Norte,5,2022-07-11,2022-07-17,180,0,180,0,53,7,0
Del Norte,6,2022-07-18,2022-07-24,75,0,75,0,53,7,0
Del Norte,7,2022-07-25,2022-07-31,58,0,58,0,53,6,2
Del Norte,8,2022-08-01,2022-08-07,49,0,49,0,53,5,0
Del Norte,9,2022-08-08,2022-08-14,53,1,53,1,54,4,1
Del Norte,10,2022-08-15,2022-08-21,32,1,32,1,55,3,1
Del Norte,11,2022-08-22,2022-08-28,28,0,28,0,55,5,2
Del Norte,12,2022-08-29,2022-09-04,12,0,12,0,55,3,1
Del Norte,13,2022-09-05,2022-09-11,29,0,29,0,55,3,1
Del Norte,14,2022-09-12,2022-09-18,20,0,20,0,55,1,0
Del Norte,15,2022-09-19,2022-09-25,22,0,22,0,55,1,0
Del Norte,16,2022-09-26,2022-10-02,14,0,14,0,55,2,1
Del Norte,17,2022-10-03,2022-10-09,11,0,11,0,55,1,1
Del Norte,18,2022-10-10,2022-10-16,10,0,10,0,55,1,0
Del Norte,19,2022-10-17,2022-10-23,6,0,6,0,55,0,0
Del Norte,20,2022-10-24,2022-10-30,14,0,14,0,55,1,0
Del Norte,21,2022-10-31,2022-11-06,4,0,4,0,55,0,0
Del Norte,22,2022-11-07,2022-11-13,17,0,17,0,55,1,0
Del Norte,23,2022-11-14,2022-11-20,13,0,13,0,55,4,0
Del Norte,24,2022-11-21,2022-11-27,26,1,26,1,56,1,0
Del Norte,25,2022-11-28,2022-12-04,34,0,35,0,56,3,1
Del Norte,26,2022-12-05,2022-12-11,26,0,27,0,56,2,0
Del Norte,27,2022-12-12,2022-12-18,27,0,28,0,56,4,0
Del Norte,28,2022-12-19,2022-12-25,31,0,33,0,56,3,0
Del Norte,29,2022-12-26,2023-01-01,35,0,88,0,56,5,1
El Dorado,1,2022-06-13,2022-06-19,330,2,331,2,223,8,1
El Dorado,2,2022-06-20,2022-06-26,430,0,431,0,223,8,1
El Dorado,3,2022-06-27,2022-07-03,359,1,360,1,224,11,0
El Dorado,4,2022-07-04,2022-07-10,331,0,332,0,224,16,2
El Dorado,5,2022-07-11,2022-07-17,315,2,316,2,226,8,0
El Dorado,6,2022-07-18,2022-07-24,273,1,274,1,227,9,0
El Dorado,7,2022-07-25,2022-07-31,254,3,255,3,230,5,2
El Dorado,8,2022-08-01,2022-08-07,183,0,183,0,230,7,0
El Dorado,9,2022-08-08,2022-08-14,186,0,187,0,230,9,3
El Dorado,10,2022-08-15,2022-08-21,145,0,145,0,230,7,0
El Dorado,11,2022-08-22,2022-08-28,144,1,144,1,231,7,1
El Dorado,12,2022-08-29,2022-09-04,99,0,99,0,231,3,1
El Dorado,13,2022-09-05,2022-09-11,100,1,100,1,232,3,1
El Dorado,14,2022-09-12,2022-09-18,77,0,77,0,232,3,0
El Dorado,15,2022-09-19,2022-09-25,84,0,84,0,232,6,0
El Dorado,16,2022-09-26,2022-10-02,83,0,83,0,232,6,1
El Dorado,17,2022-10-03,2022-10-09,68,0,68,0,232,6,1
El Dorado,18,2022-10-10,2022-10-16,80,0,81,0,232,2,1
El Dorado,19,2022-10-17,2022-10-23,92,0,93,0,232,2,1
El Dorado,20,2022-10-24,2022-10-30,101,0,102,0,232,2,0
El Dorado,21,2022-10-31,2022-11-06,101,2,102,2,234,3,0
El Dorado,22,2022-11-07,2022-11-13,132,0,134,0,234,9,1
El Dorado,23,2022-11-14,2022-11-20,154,0,156,0,234,12,1
El Dorado,24,2022-11-21,2022-11-27,193,0,196,0,234,10,1
El Dorado,25,2022-11-28,2022-12-04,200,0,204,0,234,10,0
El Dorado,26,2022-12-05,2022-12-11,142,0,146,0,234,12,3
El Dorado,27,2022-12-12,2022-12-18,152,1,157,2,235,10,3
El Dorado,28,2022-12-19,2022-12-25,150,0,159,0,235,6,0
El Dorado,29,2022-12-26,2023-01-01,120,0,232,0,235,7,2
Fresno,1,2022-06-13,2022-06-19,2483,2,2487,2,2788,100,15
Fresno,2,2022-06-20,2022-06-26,2726,3,2731,3,2791,143,14
Fresno,3,2022-06-27,2022-07-03,2749,4,2754,4,2795,164,18
Fresno,4,2022-07-04,2022-07-10,3234,8,3241,8,2803,169,13
Fresno,5,2022-07-11,2022-07-17,3673,9,3681,9,2812,195,15
Fresno,6,2022-07-18,2022-07-24,3391,7,3399,7,2819,231,28
Fresno,7,2022-07-25,2022-07-31,3083,8,3090,8,2827,235,18
Fresno,8,2022-08-01,2022-08-07,2531,6,2537,6,2833,232,25
Fresno,9,2022-08-08,2022-08-14,1978,9,1983,9,2842,182,17
Fresno,10,2022-08-15,2022-08-21,1605,4,1610,4,2846,167,16
Fresno,11,2022-08-22,2022-08-28,1429,4,1433,4,2850,177,15
Fresno,12,2022-08-29,2022-09-04,1217,10,1221,10,2860,179,12
Fresno,13,2022-09-05,2022-09-11,888,4,892,4,2864,156,13
Fresno,14,2022-09-12,2022-09-18,603,10,606,10,2874,124,13
Fresno,15,2022-09-19,2022-09-25,500,3,502,3,2877,101,11
Fresno,16,2022-09-26,2022-10-02,484,2,487,2,2879,89,10
Fresno,17,2022-10-03,2022-10-09,367,3,369,3,2882,64,7
Fresno,18,2022-10-10,2022-10-16,345,2,347,2,2884,71,13
Fresno,19,2022-10-17,2022-10-23,393,0,396,0,2884,65,3
Fresno,20,2022-10-24,2022-10-30,393,4,397,4,2888,70,8
Fresno,21,2022-10-31,2022-11-06,537,3,543,3,2891,64,6
Fresno,22,2022-11-07,2022-11-13,707,6,716,7,2897,85,12
Fresno,23,2022-11-14,2022-11-20,1023,5,1038,6,2902,116,11
Fresno,24,2022-11-21,2022-11-27,1178,4,1198,5,2906,145,21
Fresno,25,2022-11-28,2022-12-04,1551,4,1581,5,2910,192,17
Fresno,26,2022-12-05,2022-12-11,1507,6,1544,9,2916,193,15
Fresno,27,2022-12-12,2022-12-18,1182,3,1223,5,2919,209,17
Fresno,28,2022-12-19,2022-12-25,1105,2,1173,6,2921,219,33
Fresno,29,2022-12-26,2023-01-01,951,0,1934,0,2921,225,30
Glenn,1,2022-06-13,2022-06-19,35,0,35,0,53,3,0
Glenn,2,2022-06-20,2022-06-26,32,0,32,0,53,2,0
Glenn,3,2022-06-27,2022-07-03,28,0,28,0,53,1,0
Glenn,4,2022-07-04,2022-07-10,41,0,41,0,53,0,0
Glenn,5,2022-07-11,2022-07-17,33,0,33,0,53,0,0
Glenn,6,2022-07-18,2022-07-24,31,0,31,0,53,1,0
Glenn,7,2022-07-25,2022-07-31,31,0,31,0,53,0,0
Glenn,8,2022-08-01,2022-08-07,22,0,22,0,53,2,0
Glenn,9,2022-08-08,2022-08-14,14,0,14,0,53,2,0
Glenn,10,2022-08-15,2022-08-21,22,0,22,0,53,1,0
Glenn,11,2022-08-22,2022-08-28,23,0,23,0,53,0,0
Glenn,12,2022-08-29,2022-09-04,13,0,13,0,53,1,0
Glenn,13,2022-09-05,2022-09-11,13,0,13,0,53,1,0
Glenn,14,2022-09-12,2022-09-18,12,0,12,0,53,1,0
Glenn,15,2022-09-19,2022-09-25,12,0,12,0,53,1,0
Glenn,16,2022-09-26,2022-10-02,3,0,3,0,53,0,0
Glenn,17,2022-10-03,2022-10-09,7,0,7,0,53,0,0
Glenn,18,2022-10-10,2022-10-16,8,0,8,0,53,1,0
Glenn,19,2022-10-17,2022-10-23,8,0,8,0,53,0,0
Glenn,20,2022-10-24,2022-10-30,10,0,10,0,53,1,0
Glenn,21,2022-10-31,2022-11-06,20,0,20,0,53,0,0
Glenn,22,2022-11-07,2022-11-13,29,0,29,0,53,0,0
Glenn,23,2022-11-14,2022-11-20,24,0,24,0,53,0,0
Glenn,24,2022-11-21,2022-11-27,21,0,21,0,53,2,0
Glenn,25,2022-11-28,2022-12-04,20,0,20,0,53,2,0
Glenn,26,2022-12-05,2022-12-11,19,0,19,0,53,6,0
Glenn,27,2022-12-12,2022-12-18,20,0,21,0,53,2,0
Glenn,28,2022-12-19,2022-12-25,13,0,14,0,53,0,0
Glenn,29,2022-12-26,2023-01-01,9,0,13,0,53,0,0
Humboldt,1,2022-06-13,2022-06-19,292,0,293,0,149,17,3
Humboldt,2,2022-06-20,2022-06-26,271,1,272,1,150,6,2
Humboldt,3,2022-06-27,2022-07-03,201,2,201,2,152,12,4
Humboldt,4,2022-07-04,2022-07-10,254,1,255,1,153,10,2
Humboldt,5,2022-07-11,2022-07-17,296,0,297,0,153,12,4
Humboldt,6,2022-07-18,2022-07-24,253,2,254,2,155,18,4
Humboldt,7,2022-07-25,2022-07-31,216,0,217,0,155,13,4
Humboldt,8,2022-08-01,2022-08-07,203,1,204,1,156,12,3
Humboldt,9,2022-08-08,2022-08-14,183,0,183,0,156,14,2
Humboldt,10,2022-08-15,2022-08-21,150,1,150,1,157,8,4
Humboldt,11,2022-08-22,2022-08-28,122,0,122,0,157,6,0
Humboldt,12,2022-08-29,2022-09-04,122,0,122,0,157,14,2
Humboldt,13,2022-09-05,2022-09-11,99,1,99,1,158,12,5
Humboldt,14,2022-09-12,2022-09-18,105,0,105,0,158,9,2
Humboldt,15,2022-09-19,2022-09-25,97,1,97,1,159,8,0
Humboldt,16,2022-09-26,2022-10-02,69,1,69,1,160,6,0
Humboldt,17,2022-10-03,2022-10-09,83,1,84,1,161,8,0
Humboldt,18,2022-10-10,2022-10-16,64,0,64,0,161,1,0
Humboldt,19,2022-10-17,2022-10-23,78,0,79,0,161,10,2
Humboldt,20,2022-10-24,2022-10-30,45,0,45,0,161,7,2
Humboldt,21,2022-10-31,2022-11-06,73,0,74,0,161,10,3
Humboldt,22,2022-11-07,2022-11-13,73,0,74,0,161,6,1
Humboldt,23,2022-11-14,2022-11-20,97,1,98,1,162,4,1
Humboldt,24,2022-11-21,2022-11-27,107,0,109,0,162,8,0
Humboldt,25,2022-11-28,2022-12-04,105,0,107,0,162,15,2
Humboldt,26,2022-12-05,2022-12-11,114,2,117,3,164,14,2
Humboldt,27,2022-12-12,2022-12-18,92,0,95,0,164,11,1
Humboldt,28,2022-12-19,2022-12-25,64,0,68,0,164,7,2
Humboldt,29,2022-12-26,2023-01-01,37,0,86,0,164,9,2
Imperial,1,2022-06-13,2022-06-19,556,0,557,0,947,7,0
Imperial,2,2022-06-20,2022-06-26,679,0,680,0,947,9,2
Imperial,3,2022-06-27,2022-07-03,768,1,770,1,948,11,3
Imperial,4,2022-07-04,2022-07-10,965,0,967,0,948,10,1
Imperial,5,2022-07-11,2022-07-17,1052,3,1054,3,951,17,0
Imperial,6,2022-07-18,2022-07-24,906,1,908,1,952,21,1
Imperial,7,2022-07-25,2022-07-31,692,3,694,3,955,27,4
Imperial,8,2022-08-01,2022-08-07,567,3,568,3,958,22,3
Imperial,9,2022-08-08,2022-08-14,378,1,379,1,959,17,2
Imperial,10,2022-08-15,2022-08-21,291,0,292,0,959,10,0
Imperial,11,2022-08-22,2022-08-28,298,1,299,1,960,0,0
Imperial,12,2022-08-29,2022-09-04,257,1,258,1,961,9,0
Imperial,13,2022-09-05,2022-09-11,240,0,241,0,961,17,0
Imperial,14,2022-09-12,2022-09-18,171,0,172,0,961,12,0
Imperial,15,2022-09-19,2022-09-25,112,1,113,1,962,6,0
Imperial,16,2022-09-26,2022-10-02,125,0,126,0,962,7,0
Imperial,17,2022-10-03,2022-10-09,168,0,169,0,962,7,0
Imperial,18,2022-10-10,2022-10-16,112,0,113,0,962,5,0
Imperial,19,2022-10-17,2022-10-23,111,0,112,0,962,4,0
Imperial,20,2022-10-24,2022-10-30,112,0,113,0,962,11,0
Imperial,21,2022-10-31,2022-11-06,182,0,184,0,962,11,0
Imperial,22,2022-11-07,2022-11-13,235,0,238,0,962,5,1
Imperial,23,2022-11-14,2022-11-20,267,1,271,1,963,6,1
Imperial,24,2022-11-21,2022-11-27,352,0,358,0,963,9,3
Imperial,25,2022-11-28,2022-12-04,591,0,603,0,963,25,2
Imperial,26,2022-12-05,2022-12-11,455,1,466,1,964,28,4
Imperial,27,2022-12-12,2022-12-18,271,0,280,0,964,16,2
Imperial,28,2022-12-19,2022-12-25,233,0,247,0,964,5,0
Imperial,29,2022-12-26,2023-01-01,184,0,348,0,964,12,1
Inyo,1,2022-06-13,2022-06-19,19,0,19,0,56,0,0
Inyo,2,2022-06-20,2022-06-26,22,0,22,0,56,0,0
Inyo,3,2022-06-27,2022-07-03,48,0,48,0,56,2,0
Inyo,4,2022-07-04,2022-07-10,37,1,37,1,57,0,0
Inyo,5,2022-07-11,2022-07-17,25,0,25,0,57,1,0
Inyo,6,2022-07-18,2022-07-24,24,0,24,0,57,1,0
Inyo,7,2022-07-25,2022-07-31,19,1,19,1,58,2,0
Inyo,8,2022-08-01,2022-08-07,13,0,13,0,58,1,1
Inyo,9,2022-08-08,2022-08-14,7,1,7,1,59,0,0
Inyo,10,2022-08-15,2022-08-21,15,0,15,0,59,0,0
Inyo,11,2022-08-22,2022-08-28,6,0,6,0,59,0,0
Inyo,12,2022-08-29,2022-09-04,11,0,11,0,59,0,0
